Date,EAFE ex UK SMALL CAP
2021-07,497.13032403030604
2021-08,512.2922123317679
2021-09,506.9408831863436
2021-10,515.9491456101558
2021-11,501.8504769289183
2021-12,515.8607795663884
2022-01,486.284204111905
2022-02,481.98367837853476
2022-03,489.5555510976445
2022-04,480.9417465816351
2022-05,471.1523005357225
2022-06,431.3329385354121
2022-07,469.92726670412554
2022-08,461.0109849300725
2022-09,421.40537403308554
2022-10,432.9687420967401
2022-11,455.8997549643984
2022-12,446.08013065324707
2023-01,470.1093660250903
2023-02,469.8363487767074
2023-03,460.6475598567149
2023-04,460.1041340166751
2023-05,457.97815365478135
2023-06,461.9426694346551
2023-07,476.1378048373204
