Date,EM EMEA SMALL CAP
2009-12,802.1332102078372
2010-01,844.943969449404
2010-02,845.062857088795
2010-03,948.0633442698396
2010-04,988.3503795097172
2010-05,943.4163316891533
2010-06,928.7683843579997
2010-07,973.5784905452475
2010-08,989.3960599294828
2010-09,1035.7356127749442
2010-10,1063.8915969077823
2010-11,1110.2378897670271
2010-12,1177.1974194083164
2011-01,1076.5646846054178
2011-02,1085.3668848109717
2011-03,1097.4183661819459
2011-04,1116.9362847440195
2011-05,1082.1800320390105
2011-06,1066.923822954077
2011-07,1064.3021427132064
2011-08,955.1052141597701
2011-09,876.6830856642007
2011-10,902.8321840730093
2011-11,890.1716156606977
2011-12,905.7064833447881
2012-01,996.0191609479674
2012-02,1056.7664311744952
2012-03,1051.6595068461238
2012-04,1067.4317503505458
2012-05,994.220456007227
2012-06,1047.646410344914
2012-07,1103.7054903028506
2012-08,1086.8837997216579
2012-09,1111.8770224759712
2012-10,1076.7155818039043
2012-11,1073.7433487367027
2012-12,1144.5340396255128
2013-01,1099.1865890384256
2013-02,1133.822711526204
2013-03,1157.2925701205138
2013-04,1146.9094403110485
2013-05,1091.9904751224794
2013-06,1052.6665701300599
2013-07,1059.3924711791353
2013-08,1016.4036457311184
2013-09,1072.873252242324
2013-10,1138.7739755294326
2013-11,1119.5611287700492
2013-12,1064.2929975677416
2014-01,1009.9943887816953
2014-02,1055.4906572384525
2014-03,1082.1701795246943
2014-04,1109.1082162749174
2014-05,1141.4559132349214
2014-06,1130.6171398831743
2014-07,1164.8956121982517
2014-08,1201.8753214917772
2014-09,1181.145730167728
2014-10,1194.9150485921507
2014-11,1214.077633239276
2014-12,1167.5380621479521
2015-01,1287.6686721310928
2015-02,1326.2746482748325
2015-03,1292.3340199160966
2015-04,1309.7738610902352
2015-05,1296.2213992720096
2015-06,1237.870065790543
2015-07,1217.460231369752
2015-08,1109.2305567989658
2015-09,1067.9784319275147
2015-10,1128.1861839118596
2015-11,1078.9477137562442
2015-12,1009.1610380151704
2016-01,948.0029616872922
2016-02,1014.0489548906977
2016-03,1109.8795818036197
2016-04,1164.1307960734662
2016-05,1084.900324790163
2016-06,1131.523003790967
2016-07,1211.6725871268268
2016-08,1197.091099295248
2016-09,1245.4728112319303
2016-10,1287.0264635751173
2016-11,1265.620945844044
2016-12,1340.4638771828902
2017-01,1366.10284993547
2017-02,1429.4132254161223
2017-03,1406.0653449360966
2017-04,1393.4991359149146
2017-05,1353.695061247869
2017-06,1340.7211682441193
2017-07,1339.172094870479
2017-08,1362.745759629875
2017-09,1325.2378550732587
2017-10,1334.4391207615863
2017-11,1297.47624807415
2017-12,1415.6198359199382
2018-01,1442.8703220105558
2018-02,1462.9928714060252
2018-03,1410.4363519846245
2018-04,1392.3569854206326
2018-05,1332.2568592135829
2018-06,1241.872148898529
2018-07,1272.0650788310531
2018-08,1169.9832939839323
2018-09,1179.948165612082
2018-10,1138.6560321839604
2018-11,1184.7508893258234
2018-12,1136.8622809886826
2019-01,1233.7126288395611
2019-02,1242.1285905819448
2019-03,1210.9009493377669
2019-04,1240.8873421420162
2019-05,1206.0438100604147
2019-06,1250.6320915130427
2019-07,1294.6017380153583
2019-08,1251.2292665049795
2019-09,1280.6007070986918
2019-10,1286.279881780768
2019-11,1329.0698206912725
2019-12,1379.5478932169742
2020-01,1358.5399129461848
2020-02,1193.5919207860527
2020-03,907.6464333734986
2020-04,1020.6017364746532
2020-05,1016.162598887045
2020-06,1095.854573580207
2020-07,1098.0024204634572
2020-08,1108.7290986117298
2020-09,1145.842169125281
2020-10,1092.9887502902216
2020-11,1253.5484204595896
2020-12,1338.806324019622
2021-01,1390.5053669480303
2021-02,1432.4971893429447
2021-03,1513.8753875677035
2021-04,1569.3229489958935
2021-05,1622.6838866260687
2021-06,1645.716551338437
2021-07,1650.3981442810143
2021-08,1729.203841476248
2021-09,1702.1100758377452
2021-10,1737.3642446802082
2021-11,1662.0602892846834
2021-12,1703.7002834886875
2022-01,1768.5863238810844
2022-02,1669.209772773401
2022-03,1733.7244381707533
2022-04,1801.340227134629
2022-05,1724.0155394617163
2022-06,1614.50736686506
2022-07,1706.6025332630788
2022-08,1762.3105245157328
2022-09,1690.7294673932997
2022-10,1752.8523005218965
2022-11,1795.8990609544462
2022-12,1745.08068870309
2023-01,1729.1191349502985
2023-02,1755.6161001600422
2023-03,1685.4532462109996
2023-04,1709.0285510962708
2023-05,1728.7237723767685
2023-06,1774.2392671474186
2023-07,1899.008538179183
