Date,NORTH AMERICA SMALL CAP
2007-12,133.4265621851328
2008-01,123.37931113490357
2008-02,117.94964014054092
2008-03,111.25616877975335
2008-04,119.51692404963313
2008-05,126.03103228999476
2008-06,114.46179297315376
2008-07,115.85696846171703
2008-08,125.9213748619588
2008-09,117.7351461210142
2008-10,101.78288715612562
2008-11,90.81016882446433
2008-12,87.53733815984212
2009-01,86.94546357596995
2009-02,77.91786388404631
2009-03,81.62283853751426
2009-04,95.98175173180803
2009-05,94.46314650655819
2009-06,95.87204284417312
2009-07,104.04885030982337
2009-08,107.58567840102388
2009-09,112.6177640165684
2009-10,105.37473290586088
2009-11,107.95881272058938
2009-12,121.39999056403437
2010-01,121.07864834267897
2010-02,129.48528510397952
2010-03,141.0945341763495
2010-04,151.18478044059393
2010-05,151.06069613506403
2010-06,140.47976906576534
2010-07,141.626419142571
2010-08,136.92310660845325
2010-09,142.30145940449273
2010-10,145.41723117615936
2010-11,160.29948149026268
2010-12,168.0626678127763
2011-01,166.08202038155486
2011-02,173.44640024989528
2011-03,172.22129008114138
2011-04,169.546505539415
2011-05,171.96897766017105
2011-06,166.3660838236904
2011-07,162.62561029935642
2011-08,148.94094036804947
2011-09,141.07900094107362
2011-10,155.89184789641243
2011-11,160.67241777564257
2011-12,166.37899191479198
2012-01,176.81030203855167
2012-02,179.4717157953806
2012-03,183.06016268236561
2012-04,182.6664296115384
2012-05,181.4348255412102
2012-06,182.82484858874537
2012-07,187.6064620689056
2012-08,190.0542057916074
2012-09,191.5706830327122
2012-10,187.55293403038218
2012-11,188.85927645311565
2012-12,191.3246691223202
2013-01,197.3785493737356
2013-02,206.31173286704302
2013-03,219.38052294433848
2013-04,213.3373097296519
2013-05,223.79770259508297
2013-06,220.38965737853874
2013-07,230.12012550810402
2013-08,224.9311664781957
2013-09,231.75292638235163
2013-10,237.96020981788536
2013-11,243.95508187075163
2013-12,246.90775186020355
2014-01,247.17879455551835
2014-02,253.75315592272347
2014-03,253.38391314828218
2014-04,246.430072776583
2014-05,252.8804274736911
2014-06,265.7298449666556
2014-07,258.35340989541515
2014-08,275.6907464649351
2014-09,271.1814416454454
2014-10,283.82641351157355
2014-11,286.8787918030301
2014-12,299.1754937190791
2015-01,311.6383786991552
2015-02,332.41398364602264
2015-03,350.4551492229693
2015-04,332.33431796393404
2015-05,345.47666494574594
2015-06,337.74946859512556
2015-07,336.5830550943081
2015-08,312.5937707080967
2015-09,298.86526386735295
2015-10,318.95152078872565
2015-11,339.76367471087207
2015-12,315.6689724908399
2016-01,292.6039090791504
2016-02,295.026647045416
2016-03,305.8871254406753
2016-04,311.6592864271292
2016-05,325.99430011671456
2016-06,327.85082761575745
2016-07,342.50180134784347
2016-08,346.11473244537495
2016-09,345.2248908157142
2016-10,339.08280865055144
2016-11,380.8771596288755
2016-12,391.36385500401474
2017-01,388.07350399184344
2017-02,402.92180820077715
2017-03,400.4466168286441
2017-04,395.7918044438422
2017-05,378.4191614135885
2017-06,383.17922171192157
2017-07,375.76639608085696
2017-08,370.29429868595355
2017-09,390.12197796865513
2017-10,401.07533045517636
2017-11,402.234257723439
2017-12,402.44202303239314
2018-01,397.43542431310556
2018-02,388.50453086462176
2018-03,389.0083868862345
2018-04,398.46085153395364
2018-05,434.2705625473551
2018-06,437.6804690391417
2018-07,443.7333182677905
2018-08,464.9214709945604
2018-09,457.2392072969726
2018-10,421.536647419952
2018-11,428.29614050268776
2018-12,377.7741358083384
2019-01,420.74895146150726
2019-02,444.1116667233465
2019-03,445.6236504702291
2019-04,460.80539291584836
2019-05,429.6467714577082
2019-06,449.3991265083794
2019-07,466.1083104016264
2019-08,452.64186169820516
2019-09,464.7524941384775
2019-10,461.6930271634826
2019-11,485.64133894253183
2019-12,490.9885062008871
2020-01,484.04070762088656
2020-02,445.63843412605894
2020-03,343.3008774646943
2020-04,397.65310708320465
2020-05,419.24046122790304
2020-06,429.3699678032922
2020-07,425.2793407958538
2020-08,439.97893541952124
2020-09,435.064199409599
2020-10,448.09757838052536
2020-11,508.26925323219564
2020-12,535.4579844396167
2021-01,558.8457842071757
2021-02,595.4322831643394
2021-03,627.9291387813023
2021-04,636.4589862483865
2021-05,627.8940956983344
2021-06,656.1863532336228
2021-07,642.7725655072071
2021-08,659.8649320942999
2021-09,653.3534519881176
2021-10,686.0753982398082
2021-11,674.4437327035787
2021-12,690.0468345318812
2022-01,646.2413359745268
2022-02,652.174446464525
2022-03,668.4155165960116
2022-04,646.3438755132419
2022-05,637.332891840189
2022-06,591.9527263609245
2022-07,671.0142680879809
2022-08,662.9488368951502
2022-09,615.5609755102735
2022-10,671.6877900657764
2022-11,672.5921255785256
2022-12,611.1704180810949
2023-01,662.6493099495646
2023-02,665.5385168572291
2023-03,624.5483678120676
2023-04,606.3975997147774
2023-05,616.1622965913054
2023-06,652.3591665177636
2023-07,679.1050753523667
