Date,EUROPE ex EMU SMALL CAP
2020-12,5590.251682573496
2021-01,5575.029927503004
2021-02,5791.482868917413
2021-03,6086.234233812743
2021-04,6338.7797318967305
2021-05,6451.614083260285
2021-06,6421.9847891233785
2021-07,6711.871091489073
2021-08,6943.842601058971
2021-09,6586.443562957057
2021-10,6845.901727879067
2021-11,6649.586285261591
2021-12,6956.793412876699
2022-01,6365.357109611333
2022-02,6081.609121896694
2022-03,6137.830022629536
2022-04,5985.630567105278
2022-05,5815.543209972317
2022-06,5160.570385238873
2022-07,5822.203519560289
2022-08,5350.96049290578
2022-09,4717.5037343531485
2022-10,5017.375106697862
2022-11,5347.807612506986
2022-12,5181.082950140641
2023-01,5495.413944541161
2023-02,5641.276059765208
2023-03,5407.640508294262
2023-04,5537.560176910827
2023-05,5411.066827101724
2023-06,5388.081458045127
2023-07,5584.610775045407
