Date,WORLD ex USA SMALL CAP
2016-07,303.09184219839244
2016-08,301.8054394381163
2016-09,307.648465888436
2016-10,306.05912184538874
2016-11,308.4998570912495
2016-12,318.9339028768223
2017-01,322.5103205908311
2017-02,334.35702020350976
2017-03,338.77674683296596
2017-04,344.70578201643895
2017-05,345.0660146852985
2017-06,341.4414929697624
2017-07,341.9898038893211
2017-08,342.0322673591232
2017-09,353.54790414089007
2017-10,363.8816953548436
2017-11,360.5802380777955
2017-12,368.49340607287746
2018-01,371.79617788194184
2018-02,365.035837833081
2018-03,358.28871572627753
2018-04,370.5049185588287
2018-05,381.0555728148325
2018-06,374.552683948625
2018-07,375.9294714221681
2018-08,375.49067346744295
2018-09,373.5608861087173
2018-10,346.47540261157815
2018-11,343.35761869033576
2018-12,318.36740401748995
2019-01,344.1127439021243
2019-02,354.7883346279678
2019-03,359.8923334092923
2019-04,370.656458953757
2019-05,353.5352359090099
2019-06,361.8368686757295
2019-07,368.49287271054357
2019-08,363.9880458081013
2019-09,377.24573617681784
2019-10,383.8216665212086
2019-11,397.23263844927624
2019-12,408.3431134946744
2020-01,401.6881691093544
2020-02,365.7624625535913
2020-03,299.4717750202289
2020-04,335.2623472391559
2020-05,353.4405570425316
2020-06,356.4152533933545
2020-07,351.5700566893284
2020-08,373.04402486145034
2020-09,376.2009692090993
2020-10,366.548081583502
2020-11,406.142182827979
2020-12,424.07631654611197
2021-01,426.0556369976728
2021-02,438.8572952137108
2021-03,463.4216703918905
2021-04,471.418492523546
2021-05,474.8806268961822
2021-06,482.03492268139235
2021-07,489.4371788906586
2021-08,504.93434559881473
2021-09,497.15653602401153
2021-10,507.97996906332594
2021-11,493.1141572484305
2021-12,508.9402609841713
2022-01,481.00796019829517
2022-02,475.85409790487046
2022-03,483.0619687807477
2022-04,474.43558985533497
2022-05,464.5256071751761
2022-06,422.8234657797858
2022-07,463.18655979288906
2022-08,449.4440653933395
2022-09,408.94814878745376
2022-10,423.5521278341618
2022-11,445.7216178791675
2022-12,432.7261155895074
2023-01,457.8126571576805
2023-02,457.433617017515
2023-03,446.8325660732373
2023-04,447.8088798160626
2023-05,444.92446455013845
2023-06,448.0876513996707
2023-07,463.54500468780714
