Date,KOKUSAI INDEX (WORLD ex JP) SMALL CAP
2012-08,202.45568934358562
2012-09,205.5657456227376
2012-10,203.31398297922783
2012-11,204.72327763012692
2012-12,208.52643896274574
2013-01,214.84118173295977
2013-02,224.3219461798849
2013-03,235.1821949700264
2013-04,230.5411080608649
2013-05,239.66216927938862
2013-06,233.4198784898108
2013-07,244.53137617301218
2013-08,241.424911210601
2013-09,250.34867614267077
2013-10,257.99698151416993
2013-11,263.08802090631343
2013-12,266.6644068564367
2014-01,266.99586362814347
2014-02,276.66992784868205
2014-03,275.9292523588495
2014-04,269.83187412514803
2014-05,276.80004408634926
2014-06,285.8669710252486
2014-07,279.28273763138
2014-08,293.78042784129644
2014-09,288.47484984967514
2014-10,297.31779326994484
2014-11,300.7364131404009
2014-12,311.5439126424559
2015-01,326.14323982528174
2015-02,349.4465259304658
2015-03,365.11064693048684
2015-04,352.93778896815564
2015-05,366.248577913959
2015-06,356.2178601383967
2015-07,357.7074339940706
2015-08,333.27499696027417
2015-09,320.1360511867393
2015-10,341.73749651513407
2015-11,361.4925133845703
2015-12,341.26613296281676
2016-01,315.435322462551
2016-02,317.15078305147085
2016-03,328.93201668561454
2016-04,334.2156227322146
2016-05,348.7491761905972
2016-06,342.4097714840602
2016-07,359.06420023923715
2016-08,363.0350163169177
2016-09,363.45338490078984
2016-10,356.3609672665591
2016-11,388.62974114536627
2016-12,400.67803502826627
2017-01,399.3636481460054
2017-02,414.3830828779182
2017-03,415.46050914245745
2017-04,416.5791355919078
2017-05,404.59882784587995
2017-06,405.67879642020245
2017-07,401.21226777905605
2017-08,396.69481356882886
2017-09,416.17725533743805
2017-10,427.3859718070583
2017-11,426.05066523026255
2017-12,429.57760345420166
2018-01,428.3761860152909
2018-02,418.3571990485296
2018-03,415.8935696173267
2018-04,427.9197303673258
2018-05,456.91854717071334
2018-06,457.3476792340159
2018-07,463.32386651675404
2018-08,478.12367738003553
2018-09,470.4950926149538
2018-10,434.3094675791321
2018-11,436.2916871024987
2018-12,391.89526711206713
2019-01,433.391628764805
2019-02,454.7871813529549
2019-03,457.9281750246491
2019-04,474.69417900603224
2019-05,444.93336266471954
2019-06,462.9510250947615
2019-07,475.8855713052027
2019-08,463.3246723347587
2019-09,476.86671121697105
2019-10,477.25999303259664
2019-11,500.38350932773443
2019-12,509.9612014501071
2020-01,502.7106474262849
2020-02,462.557611189145
2020-03,358.1427326581019
2020-04,411.3732682205972
2020-05,433.56595897735457
2020-06,443.0160482986614
2020-07,441.1724326214641
2020-08,459.9814297992246
2020-09,455.1545785864111
2020-10,459.8331502583181
2020-11,522.5041583062355
2020-12,550.703541396087
2021-01,568.1302522765587
2021-02,600.287580627016
2021-03,632.1648544988539
2021-04,644.9835686155857
2021-05,641.7890485287172
2021-06,662.7022081285689
2021-07,658.1928198967561
2021-08,677.1768371113017
2021-09,665.1995175543575
2021-10,696.1888681482272
2021-11,682.1727109825657
2021-12,701.9392568285921
2022-01,656.6122823898669
2022-02,655.9081596282354
2022-03,671.912172523753
2022-04,653.4315842707977
2022-05,641.8919718854042
2022-06,588.5185376513897
2022-07,661.5435662242429
2022-08,648.1512739618727
2022-09,594.9180462866937
2022-10,643.3233815769113
2022-11,653.7395846553611
2022-12,604.5620774004874
2023-01,653.4367129909383
2023-02,656.5634991395433
2023-03,620.1811204168632
2023-04,609.3329205839476
2023-05,613.0356405664144
2023-06,640.24978108504
2023-07,665.471362225916
