Date,AC FAR EAST ex JAPAN SMALL CAP
2016-06,1457.1611961489252
2016-07,1493.7382955903793
2016-08,1532.7909199085743
2016-09,1539.4088216063997
2016-10,1522.5634026916523
2016-11,1538.6749869782395
2016-12,1526.3679971140284
2017-01,1546.456721074506
2017-02,1645.1480769845184
2017-03,1667.3652511083626
2017-04,1640.8080859670363
2017-05,1618.782208744895
2017-06,1604.1264489620928
2017-07,1590.5746941690695
2017-08,1603.487958539572
2017-09,1628.295209885981
2017-10,1721.198548933105
2017-11,1722.0719946904685
2017-12,1739.023185842988
2018-01,1794.2866570183937
2018-02,1751.0039744247592
2018-03,1728.9292483181007
2018-04,1747.4598777273682
2018-05,1829.3493717014949
2018-06,1705.8245992635473
2018-07,1696.4820268158453
2018-08,1685.7330347824247
2018-09,1669.2032591531809
2018-10,1477.859701362943
2018-11,1564.5094577402353
2018-12,1511.6899553000537
2019-01,1600.2689913279053
2019-02,1660.8488819491497
2019-03,1685.7809488234052
2019-04,1696.428965497851
2019-05,1579.617350700558
2019-06,1617.6161861087783
2019-07,1630.1345291815044
2019-08,1576.8399450336126
2019-09,1620.1972219877155
2019-10,1643.30234510463
2019-11,1643.0137259008852
2019-12,1699.421355916347
2020-01,1610.113247023213
2020-02,1560.4221942105205
2020-03,1320.4989717692063
2020-04,1506.5557014379212
2020-05,1521.6355243237876
2020-06,1628.0934632921305
2020-07,1680.4300161911997
2020-08,1740.2114133895993
2020-09,1741.6909024159297
2020-10,1758.9132350107675
2020-11,1920.2493143721008
2020-12,1995.849850715227
2021-01,2026.2639553962817
2021-02,2156.6419855290255
2021-03,2246.693335832173
2021-04,2346.660415179802
2021-05,2297.6742445378704
2021-06,2422.2135288359486
2021-07,2353.1891755274246
2021-08,2379.4442309608085
2021-09,2344.5143394499723
2021-10,2394.2179902579346
2021-11,2405.36372853261
2021-12,2455.7614827958273
2022-01,2299.7430829364716
2022-02,2308.2022225230126
2022-03,2333.8150805832497
2022-04,2315.4549794051986
2022-05,2288.1709872393576
2022-06,2127.1167986951473
2022-07,2182.267621292391
2022-08,2229.5294625349916
2022-09,1963.7584155480017
2022-10,1871.9449491670096
2022-11,2091.052743574381
2022-12,2038.5706784945644
2023-01,2184.932595885775
2023-02,2173.8300974074405
2023-03,2158.040828710564
2023-04,2088.1798412297608
2023-05,2141.601609952701
2023-06,2143.406393657561
2023-07,2251.8370137372767
