Date,WORLD ex CANADA SMALL CAP
2011-02,1670.3652443094172
2011-03,1646.9367848243337
2011-04,1636.21074013234
2011-05,1657.019758114105
2011-06,1611.1516021678183
2011-07,1582.6945799028251
2011-08,1447.1349653493976
2011-09,1386.7907014289895
2011-10,1489.8989032903196
2011-11,1507.2979109565724
2011-12,1551.904660793354
2012-01,1654.7716415802256
2012-02,1694.3289652137194
2012-03,1725.9060318816034
2012-04,1724.8201893196936
2012-05,1685.5433504665386
2012-06,1706.2153431979364
2012-07,1752.3123268993318
2012-08,1767.9382386401103
2012-09,1791.9503270344155
2012-10,1770.4429745779084
2012-11,1785.583659050302
2012-12,1820.1634392678634
2013-01,1875.2102199796877
2013-02,1969.799668631974
2013-03,2076.6842283132346
2013-04,2051.9818634539247
2013-05,2113.6892722353027
2013-06,2067.2418677116993
2013-07,2153.0681356757177
2013-08,2126.177494981868
2013-09,2218.1374621532163
2013-10,2277.740821324191
2013-11,2320.7143675515094
2013-12,2348.005185414766
2014-01,2356.6719209997777
2014-02,2420.954775297216
2014-03,2414.902575093196
2014-04,2354.912171331819
2014-05,2422.16251577151
2014-06,2504.1071443008564
2014-07,2459.9149293591527
2014-08,2575.8787869374555
2014-09,2543.3878704061303
2014-10,2619.1141807742893
2014-11,2648.7808465629555
2014-12,2749.3062437752183
2015-01,2905.3878562361515
2015-02,3104.67875181892
2015-03,3256.5650255333326
2015-04,3140.5102278342342
2015-05,3264.4545896919653
2015-06,3187.6445284853507
2015-07,3213.2018648947223
2015-08,3000.9814132353426
2015-09,2887.2258414579087
2015-10,3085.8684198351552
2015-11,3269.4698840049773
2015-12,3104.980873090915
2016-01,2872.420239728121
2016-02,2873.7087311935456
2016-03,2969.3206365036717
2016-04,3013.625916761024
2016-05,3145.825007014202
2016-06,3086.357713990826
2016-07,3237.529540865915
2016-08,3260.9323624411663
2016-09,3282.018658926581
2016-10,3242.122539317282
2016-11,3496.5164285743977
2016-12,3602.7831855343225
2017-01,3595.0103923637857
2017-02,3739.8227797649665
2017-03,3744.7880963049124
2017-04,3761.7440609392847
2017-05,3670.192947935759
2017-06,3673.224453997184
2017-07,3634.422055840708
2017-08,3601.3072176115293
2017-09,3769.756467078506
2017-10,3886.1484703103806
2017-11,3884.8522746414296
2017-12,3911.1318425347295
2018-01,3909.4639506707495
2018-02,3839.9784866261834
2018-03,3813.5775528505787
2018-04,3915.446197997764
2018-05,4164.147276923452
2018-06,4149.941347178101
2018-07,4194.604059918532
2018-08,4314.83069029383
2018-09,4261.246950367865
2018-10,3933.8495199481185
2018-11,3969.7365297179713
2018-12,3564.931156878466
2019-01,3914.128845933397
2019-02,4094.471045373784
2019-03,4131.464759811325
2019-04,4275.500427359475
2019-05,4018.4679760259864
2019-06,4159.936942028715
2019-07,4277.237583482621
2019-08,4173.738866339516
2019-09,4308.5769632421825
2019-10,4332.7522297083615
2019-11,4527.868896364919
2019-12,4596.736513710953
2020-01,4527.631969495418
2020-02,4149.10694461067
2020-03,3306.911854172181
2020-04,3742.4978021423776
2020-05,3949.355293244271
2020-06,4008.207416558263
2020-07,3949.453422801756
2020-08,4129.252094561168
2020-09,4127.488173545053
2020-10,4155.73986296924
2020-11,4672.808913020279
2020-12,4908.64318122833
2021-01,5048.3189846498935
2021-02,5305.068415586054
2021-03,5597.413174973864
2021-04,5675.574632885467
2021-05,5629.759504173295
2021-06,5820.129726660654
2021-07,5781.429893165113
2021-08,5954.458610521819
2021-09,5874.684023462451
2021-10,6089.955633274836
2021-11,5961.0211990556245
2021-12,6122.418350558298
2022-01,5729.292233007421
2022-02,5726.020174854644
2022-03,5827.279903695939
2022-04,5668.244589340329
2022-05,5574.1389338816
2022-06,5152.336807677508
2022-07,5766.01945618848
2022-08,5658.80863785054
2022-09,5216.034144598985
2022-10,5590.185969692801
2022-11,5696.489178033983
2022-12,5309.712508700746
2023-01,5702.216020698383
2023-02,5729.515422621196
2023-03,5443.190173224444
2023-04,5354.487444139959
2023-05,5397.197251041326
2023-06,5612.345887506766
2023-07,5826.10162860335
