Date,PACIFIC SMALL CAP
2018-06,311.1496672386968
2018-07,308.7245134937122
2018-08,307.6764338105048
2018-09,311.4700693615967
2018-10,289.2853157683914
2018-11,297.41444576011247
2018-12,272.2296646666414
2019-01,288.3625117678677
2019-02,295.4407401969818
2019-03,301.38182101047323
2019-04,305.0557672958532
2019-05,294.6088770383904
2019-06,297.17502147830004
2019-07,307.8753482491826
2019-08,304.61874857567796
2019-09,317.50875120877464
2019-10,323.5851396685633
2019-11,329.5282789565914
2019-12,331.08725942474825
2020-01,325.5636081344781
2020-02,291.5894426582518
2020-03,258.5936964570715
2020-04,283.2465185562408
2020-05,300.9252041932553
2020-06,299.9712352108378
2020-07,283.58158996583916
2020-08,303.19840237220285
2020-09,314.7659303765095
2020-10,310.8587539696709
2020-11,328.27021206378436
2020-12,336.6930922935919
2021-01,337.4503917100997
2021-02,342.0563481605227
2021-03,363.1850629239598
2021-04,357.92913365697797
2021-05,351.0704761279213
2021-06,364.3948860018397
2021-07,361.70051968783787
2021-08,373.29097069915423
2021-09,379.24667901730305
2021-10,375.5295270126118
2021-11,363.8824265330466
2021-12,370.6068122529486
2022-01,350.9152948368453
2022-02,357.2524077517182
2022-03,361.2847253429809
2022-04,354.9949472696309
2022-05,346.85069909195755
2022-06,328.5561218204478
2022-07,356.63695801464445
2022-08,358.1860614060522
2022-09,333.2553377376206
2022-10,332.70758868659794
2022-11,350.2546119107318
2022-12,343.7876927379919
2023-01,357.11792097743574
2023-02,349.95841926155015
2023-03,347.39650045605254
2023-04,344.6590865502568
2023-05,348.2093275233811
2023-06,348.9509934815752
2023-07,359.84826720589626
