Date,AC FAR EAST ex JAPAN ex HK
2011-07,250.66775345794764
2011-08,224.8728256989448
2011-09,208.67403122629568
2011-10,225.5941847096636
2011-11,216.2844508366387
2011-12,226.86275263303162
2012-01,247.13611682301317
2012-02,255.7959412703958
2012-03,250.05225167962647
2012-04,252.76985320599795
2012-05,245.308963885904
2012-06,244.6068009183993
2012-07,259.142523127432
2012-08,250.9578554615969
2012-09,260.81223122716193
2012-10,258.6420043935335
2012-11,264.1258768670234
2012-12,270.5748644198262
2013-01,264.52670687582525
2013-02,276.8988840854257
2013-03,275.50987227120606
2013-04,271.9862728234497
2013-05,273.88665558237506
2013-06,257.58617799353726
2013-07,257.100848867816
2013-08,257.38538886959884
2013-09,263.2616987440824
2013-10,273.0427394527858
2013-11,273.660598849565
2013-12,265.76251426087356
2014-01,257.88285700995664
2014-02,260.0102893569617
2014-03,262.4890415336527
2014-04,262.54314501860705
2014-05,275.66276213249506
2014-06,281.3415437069077
2014-07,298.50751946132226
2014-08,305.4508264098629
2014-09,298.9560590232732
2014-10,304.3514213152067
2014-11,306.1677710432602
2014-12,311.27048895639234
2015-01,338.53186222536414
2015-02,348.3640522964329
2015-03,367.0230217048261
2015-04,381.66937031158614
2015-05,376.51770579005057
2015-06,354.5328821824789
2015-07,328.7483115500929
2015-08,293.57792701912535
2015-09,288.8018200625063
2015-10,317.32679112794926
2015-11,321.1426261077645
2015-12,308.9803680731145
2016-01,287.0336189935946
2016-02,285.20852152104123
2016-03,302.5284726968104
2016-04,296.88612724194513
2016-05,299.91844636101604
2016-06,309.93846757720985
2016-07,321.5536808348443
2016-08,335.84328913050325
2016-09,338.3160114998076
2016-10,340.9186819622543
2016-11,343.5142499637255
2016-12,339.96207400001066
2017-01,352.3742691351959
2017-02,370.14354477664665
2017-03,378.52424814061044
2017-04,379.4657825333204
2017-05,385.30180037209914
2017-06,387.7369588424397
2017-07,395.0140098606298
2017-08,397.89986102699436
2017-09,401.6553321737193
2017-10,428.15542563428033
2017-11,420.07285745481954
2017-12,427.22863376234903
2018-01,446.89679817749607
2018-02,433.54459699887104
2018-03,425.20729965922084
2018-04,432.59864822083716
2018-05,441.89503208727507
2018-06,418.70707563422076
2018-07,417.9166800770224
2018-08,415.65607926141286
2018-09,414.2568182684187
2018-10,376.71598813878444
2018-11,393.50875832886413
2018-12,376.3071050271072
2019-01,406.85463108407345
2019-02,417.3050998050568
2019-03,426.79655059157665
2019-04,437.02754623996907
2019-05,395.5943652095818
2019-06,416.1861405252856
2019-07,421.15842493316273
2019-08,408.8194569562242
2019-09,420.41734015979046
2019-10,429.52147574330024
2019-11,437.1270287657806
2019-12,462.3558116799962
2020-01,445.2934333871625
2020-02,438.17567749340054
2020-03,393.1064389662191
2020-04,426.8862282889044
2020-05,419.82026616045675
2020-06,450.16740451691044
2020-07,467.1758524004992
2020-08,476.43186495414665
2020-09,479.24433560442117
2020-10,498.6490972300055
2020-11,522.9108746181229
2020-12,544.634801057642
2021-01,576.429545034017
2021-02,579.6434184300313
2021-03,578.1827895460289
2021-04,580.730354071628
2021-05,573.1923333519416
2021-06,591.6627286305957
2021-07,538.0116499511246
2021-08,547.1340601879515
2021-09,530.5534934922563
2021-10,540.5807548123574
2021-11,534.2193094954087
2021-12,534.1893380940954
2022-01,521.4461968537578
2022-02,510.027987339715
2022-03,493.45767843060946
2022-04,489.98961315513577
2022-05,489.7850417590249
2022-06,478.7332171273852
2022-07,476.67715622966307
2022-08,480.9250157237888
2022-09,422.98036709140086
2022-10,387.7220038321723
2022-11,453.27758974052415
2022-12,438.3204283899898
2023-01,478.3806121079976
2023-02,454.55897632346193
2023-03,462.0630793320337
2023-04,438.8590683688893
2023-05,444.76599440175977
2023-06,444.3156630026038
2023-07,470.896828708648
