Date,ACWI + FRONTIER MARKETS (ACWI FM)
2022-06,2752.423934601582
2022-07,3018.8908395058434
2022-08,2948.7677200780695
2022-09,2736.995467087551
2022-10,2876.2054457262066
2022-11,2974.888582027367
2022-12,2757.2283021065396
2023-01,2903.6160621078384
2023-02,2888.3629592048724
2023-03,2906.235519460635
2023-04,2901.1099164063257
2023-05,2972.0829737977433
2023-06,3072.74814002806
2023-07,3151.986847909229
