Date,WORLD ex AUSTRALIA
2005-08,107.73029895683747
2005-09,112.62466002492211
2005-10,110.72515839442627
2005-11,116.23253443381734
2005-12,118.74603782732157
2006-01,120.4241008290449
2006-02,122.51175678810004
2006-03,123.4077688360825
2006-04,121.98175841982265
2006-05,115.60761172976618
2006-06,116.07865386048661
2006-07,117.01454318883681
2006-08,119.67840386824753
2006-09,122.45882474352497
2006-10,125.86072152923813
2006-11,124.10848369111017
2006-12,127.25224352699763
2007-01,130.69066012999568
2007-02,127.75826918103118
2007-03,128.9720138772974
2007-04,131.28762852121145
2007-05,136.93407841416843
2007-06,135.24542642772352
2007-07,130.4473974927665
2007-08,130.9601056895868
2007-09,131.12468160740318
2007-10,132.6564375893646
2007-11,125.56365100575044
2007-12,124.53146946145566
2008-01,113.63736268772773
2008-02,110.06291670721845
2008-03,104.60078059697904
2008-04,111.94463150992529
2008-05,113.83143455646588
2008-06,103.25769770349466
2008-07,101.8843342785904
2008-08,106.55922063066448
2008-09,98.59875084301927
2008-10,88.72286452471977
2008-11,82.94949444588936
2008-12,78.08508447919195
2009-01,77.38577614535713
2009-02,69.9518517462152
2009-03,71.75890843176447
2009-04,79.96449093112172
2009-05,81.62228426543031
2009-06,81.84531097686948
2009-07,87.78055819927482
2009-08,90.1721807870879
2009-09,91.8003448916159
2009-10,89.25874127380926
2009-11,91.33928846292704
2009-12,97.29946487517313
2010-01,96.4029292990892
2010-02,99.4933302975921
2010-03,106.47408156120221
2010-04,108.39286497779933
2010-05,106.54951154230803
2010-06,103.02720182315807
2010-07,104.56962511815395
2010-08,103.16099338724386
2010-09,104.82696190614696
2010-10,106.83891947059894
2010-11,111.67101915881106
2010-12,116.18430125988147
2011-01,116.47220302144207
2011-02,119.61001986406303
2011-03,115.11983142709903
2011-04,114.72363330064101
2011-05,116.08362967807831
2011-06,113.25765184672262
2011-07,112.21625703738756
2011-08,103.98840572671718
2011-09,102.22856962974267
2011-10,108.25605315301654
2011-11,109.62443526152916
2011-12,113.67823625176376
2012-01,118.227304512063
2012-02,121.43183219707761
2012-03,123.73896747198351
2012-04,122.94629133582299
2012-05,120.46125841381338
2012-06,123.268520868061
2012-07,128.36556756537382
2012-08,128.7127141088396
2012-09,129.58203127523421
2012-10,127.62083583958588
2012-11,128.78457795183016
2012-12,129.38349286089203
2013-01,132.04701589387454
2013-02,137.12504338313965
2013-03,143.042218274539
2013-04,143.62328894524646
2013-05,146.8798133485449
2013-06,143.043469700154
2013-07,147.5152199349725
2013-08,145.2075421288049
2013-09,148.41410133763353
2013-10,153.47451539246538
2013-11,156.3012808333361
2013-12,157.90912250240356
2014-01,155.4640117742416
2014-02,159.26398872531186
2014-03,159.6340351040582
2014-04,160.2597418725882
2014-05,166.09461396499537
2014-06,168.60814730530646
2014-07,169.52931067461958
2014-08,176.06960347562074
2014-09,179.14275090726375
2014-10,181.5354631960422
2014-11,186.58363578131804
2014-12,189.1669054686379
2015-01,199.1681677369641
2015-02,212.01162273198105
2015-03,218.01253680297165
2015-04,213.92852319987082
2015-05,219.5992852237539
2015-06,211.19700589762783
2015-07,216.92438365559192
2015-08,200.01590591655884
2015-09,193.3982408433156
2015-10,211.0195498433392
2015-11,219.54051176133362
2015-12,209.43368008842302
2016-01,197.82151771690388
2016-02,195.54595789193323
2016-03,198.8180856643042
2016-04,200.87165959440225
2016-05,207.99418522787207
2016-06,206.0227028135164
2016-07,213.10454373623787
2016-08,214.3062710718368
2016-09,213.4060693519874
2016-10,214.55695825789704
2016-11,224.97153755599604
2016-12,231.66890756983278
2017-01,231.44748490038702
2017-02,241.85534938304968
2017-03,242.7403581021026
2017-04,242.0952294544513
2017-05,239.79595839983486
2017-06,237.17726410218629
2017-07,234.8064431212988
2017-08,233.2015914520983
2017-09,239.99621906922312
2017-10,248.18271514302984
2017-11,247.83684378660533
2017-12,249.20710017800187
2018-01,253.0462692216889
2018-02,247.70934138479583
2018-03,240.51664356972685
2018-04,247.5603936098344
2018-05,257.7885063448814
2018-06,257.52665597240866
2018-07,265.0619261387251
2018-08,270.0546771266862
2018-09,272.15143847099125
2018-10,258.51532109201816
2018-11,261.6671458569071
2018-12,239.19665734729716
2019-01,256.8750562646186
2019-02,266.6106440568647
2019-03,273.97634815047763
2019-04,284.3920793847055
2019-05,269.0690331030771
2019-06,280.73056800405226
2019-07,288.54781070751096
2019-08,285.92846881221726
2019-09,294.9520800487602
2019-10,295.6136950222208
2019-11,307.5692657464135
2019-12,311.27512712771284
2020-01,313.3216265595489
2020-02,289.57155809009294
2020-03,252.2990271416586
2020-04,280.1435486011065
2020-05,289.18901141217884
2020-06,293.730850090313
2020-07,292.353818687591
2020-08,308.4467842352176
2020-09,303.9460041200691
2020-10,296.40264133401666
2020-11,325.35145100159076
2020-12,331.44075255942624
2021-01,330.4062008986446
2021-02,339.17385126374006
2021-03,362.1422083170647
2021-04,370.002091322561
2021-05,369.4018597745683
2021-06,386.76737768387795
2021-07,393.98681891576496
2021-08,405.70829223806993
2021-09,395.990465999024
2021-10,419.1768774083579
2021-11,421.8975373659462
2021-12,435.3750661767211
2022-01,418.60118126132477
2022-02,406.52348124197886
2022-03,420.92015130163827
2022-04,406.8150345476761
2022-05,401.0375758114141
2022-06,375.6611707435711
2022-07,415.8654945071418
2022-08,403.77629911435264
2022-09,376.1355621823445
2022-10,399.755358641259
2022-11,409.97184685432916
2022-12,378.5322737376652
2023-01,397.98709749321335
2023-02,398.18544472619675
2023-03,401.0109456751861
2023-04,401.68805233410694
2023-05,412.15203653474896
2023-06,427.1834579222625
2023-07,436.85304580762374
