Date,EM (EMERGING MARKETS)
2016-06,307.2158299645044
2016-07,320.56902785267
2016-08,329.8632773555457
2016-09,331.11698375896464
2016-10,340.26319384331975
2016-11,335.43281231414306
2016-12,338.10178317955945
2017-01,348.0408890202326
2017-02,364.8049788361869
2017-03,371.5835336969121
2017-04,372.95394167798577
2017-05,371.8409245439148
2017-06,370.29880872781433
2017-07,379.57595046380334
2017-08,384.81130112746973
2017-09,385.4534159345715
2017-10,404.87347287792187
2017-11,396.36360855346754
2017-12,407.70260744857904
2018-01,425.7457949617921
2018-02,414.80128988531516
2018-03,403.71246214700074
2018-04,409.1285292432457
2018-05,408.45859648660075
2018-06,391.40455069482437
2018-07,399.1479673717722
2018-08,390.54161182689313
2018-09,389.1377843015855
2018-10,364.1707253779258
2018-11,379.4460128328828
2018-12,365.8718109919477
2019-01,396.4155187294877
2019-02,400.35975633181926
2019-03,409.41875503661623
2019-04,418.8397555542128
2019-05,390.6616867029469
2019-06,406.13236285345033
2019-07,410.3179963923229
2019-08,394.6185075354395
2019-09,406.22780121421744
2019-10,413.6995993922998
2019-11,418.0200383139537
2019-12,441.2428942801149
2020-01,426.1028069909573
2020-02,407.21576927015724
2020-03,344.8720074253328
2020-04,377.12347235637986
2020-05,374.19515095820503
2020-06,397.83918356222523
2020-07,411.63882017035047
2020-08,416.00618337849954
2020-09,417.4669968741426
2020-10,428.92107044876656
2020-11,456.3100682462826
2020-12,478.90528018977955
2021-01,497.101764278812
2021-02,501.35788006097647
2021-03,509.961311023319
2021-04,510.2842556256946
2021-05,514.0682512136794
2021-06,530.9121721948194
2021-07,495.22436593061195
2021-08,510.4901877019098
2021-09,499.29683594529257
2021-10,504.9620140041139
2021-11,498.0042155093387
2021-12,502.17232839304916
2022-01,499.78642766663876
2022-02,483.89804421813534
2022-03,477.4535019969254
2022-04,475.55597413957526
2022-05,470.3819222631795
2022-06,449.96214292581925
2022-07,460.2141087343175
2022-08,468.61551043624047
2022-09,424.6155323126096
2022-10,407.8102776730948
2022-11,449.51206981693747
2022-12,427.579854660407
2023-01,453.35613654197493
2023-02,434.1736551520448
2023-03,436.6391906449886
2023-04,424.8284160632714
2023-05,432.54194351669565
2023-06,438.7186963392529
2023-07,461.1475572297972
