Date,EMERGING + FRONTIER MARKETS WORKFORCE
2022-01,3655.009557292184
2022-02,3812.5958608285823
2022-03,4122.901392654104
2022-04,4057.8839220465916
2022-05,4056.3480645793766
2022-06,3637.6699381326134
2022-07,3840.659548560564
2022-08,3969.5579585291307
2022-09,3860.4681847709357
2022-10,4027.5990172114953
2022-11,4083.523939306447
2022-12,3886.4281102649616
2023-01,3964.265279300113
2023-02,3874.9787177597323
2023-03,3865.554972624028
2023-04,3905.991902903484
2023-05,3895.0593316228596
2023-06,3971.5674265270645
2023-07,4241.669497929795
