Date,ACWI ex UK
2012-09,103.73300045768791
2012-10,102.17995451815878
2012-11,103.09182355464627
2012-12,104.02209879199282
2013-01,105.75556968690815
2013-02,110.03333870668607
2013-03,114.13687873451347
2013-04,114.32160572442875
2013-05,115.93873089968312
2013-06,112.44689685249588
2013-07,115.17578138542211
2013-08,113.4003666674885
2013-09,116.13003694115969
2013-10,120.33071753554553
2013-11,121.89514714001952
2013-12,122.41592188348655
2014-01,120.11376044798006
2014-02,122.7165598820052
2014-03,123.91057693504044
2014-04,123.9707724939191
2014-05,128.79321394976552
2014-06,130.91469253607508
2014-07,132.34348088536657
2014-08,137.61155490017
2014-09,139.06848886994348
2014-10,141.5504704312764
2014-11,144.73991869043724
2014-12,146.3272505451499
2015-01,154.38978742584294
2015-02,163.88917918138145
2015-03,169.07643131645446
2015-04,166.27561668779137
2015-05,169.72228994325678
2015-06,163.2265245663428
2015-07,165.92987899316051
2015-08,152.46867596427538
2015-09,147.6006328878128
2015-10,160.91924685811875
2015-11,167.10249865941645
2015-12,159.78758119360947
2016-01,150.7400405964754
2016-02,149.1013227392114
2016-03,152.96233029833354
2016-04,154.22525530005862
2016-05,158.9412200557837
2016-06,158.64091741511896
2016-07,164.56410120456255
2016-08,165.80384703402984
2016-09,165.28096518432685
2016-10,166.94493788268238
2016-11,173.8727453331459
2016-12,178.433174399366
2017-01,179.0693963442542
2017-02,187.31934354536034
2017-03,188.3280390008467
2017-04,187.79638179941475
2017-05,185.60270720161822
2017-06,184.10072613070187
2017-07,183.09650587483662
2017-08,182.39749560207053
2017-09,186.81814908248325
2017-10,193.6960728602099
2017-11,193.12187458709013
2017-12,194.46920174332575
2018-01,198.3293913739368
2018-02,194.3328366887859
2018-03,188.39336793451585
2018-04,193.15721085031439
2018-05,200.2945376818996
2018-06,199.2188164027238
2018-07,205.04553635673838
2018-08,208.42471678744025
2018-09,209.53744826769045
2018-10,198.61037943485363
2018-11,202.01036381445442
2018-12,185.63084441952986
2019-01,199.61989118125607
2019-02,206.45582800141528
2019-03,212.02581777391188
2019-04,219.7346887306506
2019-05,207.88689585275662
2019-06,216.9133461105072
2019-07,222.75703409734712
2019-08,220.1397750978276
2019-09,226.821581072203
2019-10,227.70619252472744
2019-11,236.11127406876284
2019-12,239.90470698818294
2020-01,240.6461175481681
2020-02,223.632113482804
2020-03,193.90979166605888
2020-04,215.55497445407968
2020-05,221.7824563960868
2020-06,226.82600088374485
2020-07,227.1727531161684
2020-08,238.58822974475456
2020-09,235.6433544297969
2020-10,231.68279573414247
2020-11,253.0644047221613
2020-12,258.81575332556696
2021-01,259.4514715254952
2021-02,265.571926255643
2021-03,281.58707565242725
2021-04,286.93956153211974
2021-05,286.6412414658855
2021-06,299.8532875868019
2021-07,301.9154073155178
2021-08,311.06631039526843
2021-09,303.4990759789054
2021-10,319.58576691401623
2021-11,321.0254393631985
2021-12,330.0819120531998
2022-01,317.6742425467671
2022-02,308.4519067374964
2022-03,318.37180850336125
2022-04,308.34895110747226
2022-05,303.81543605383735
2022-06,285.09408148385825
2022-07,313.10583357690734
2022-08,306.05108942242987
2022-09,283.9823474394783
2022-10,298.469289224953
2022-11,308.388439177246
2022-12,285.40798829122093
2023-01,300.643964640101
2023-02,298.68117899436635
2023-03,300.9776717304449
2023-04,299.99936938847304
2023-05,308.03017328813183
2023-06,318.700556175917
2023-07,326.932722273856
