Date,PACIFIC ex JAPAN
2010-08,282.07380547337425
2010-09,296.63172753699206
2010-10,299.5880712238092
2010-11,313.19575994887924
2010-12,326.8873658372731
2011-01,316.18887178236616
2011-02,318.8255113027522
2011-03,317.5591364992175
2011-04,319.2353556488548
2011-05,318.24219767189516
2011-06,310.0784823527012
2011-07,311.7657494412426
2011-08,294.2133023195556
2011-09,268.9129612585363
2011-10,297.6599833309955
2011-11,286.7765173367287
2011-12,294.62276320048613
2012-01,320.3751774143709
2012-02,327.4140063131941
2012-03,319.5513488776965
2012-04,326.4807601849423
2012-05,308.09345051646454
2012-06,318.9271604575366
2012-07,350.4588337811918
2012-08,343.18500859520344
2012-09,349.18147575152346
2012-10,352.9352991342851
2012-11,357.53555650846283
2012-12,361.3844096338983
2013-01,368.83994939818695
2013-02,391.96244056025216
2013-03,397.0837459499402
2013-04,402.4921146321137
2013-05,372.71112471247517
2013-06,349.4960313310079
2013-07,353.26223857590327
2013-08,355.4797127821986
2013-09,370.27139423800014
2013-10,385.1402021139945
2013-11,373.8380517238323
2013-12,364.76491464899834
2014-01,352.0771271123691
2014-02,366.0134440262653
2014-03,375.47415686174463
2014-04,381.84584251953527
2014-05,395.5389730029574
2014-06,394.2770095076318
2014-07,418.4950240229643
2014-08,426.31235664588974
2014-09,402.1310894893526
2014-10,424.8557756723491
2014-11,411.56371036355864
2014-12,413.42385904344536
2015-01,443.39237902232634
2015-02,466.1034522451693
2015-03,480.39502237877167
2015-04,478.5898686356686
2015-05,476.89735978795795
2015-06,451.5936469432024
2015-07,450.17383785732517
2015-08,391.6550502992612
2015-09,378.7779198385766
2015-10,410.0769054920211
2015-11,424.24190275097726
2015-12,421.49433231547397
2016-01,385.9633384810228
2016-02,383.79732097757204
2016-03,409.0602083807904
2016-04,415.3897877293328
2016-05,418.09521919641804
2016-06,422.3375084467278
2016-07,448.7234831381481
2016-08,443.9502698881729
2016-09,451.67858576068767
2016-10,453.3210838634197
2016-11,468.0936260924227
2016-12,468.17227689110456
2017-01,482.89558189232383
2017-02,506.26441470525526
2017-03,515.9744117579276
2017-04,509.1972904093231
2017-05,488.30603985080046
2017-06,491.31535225372585
2017-07,495.72157532217585
2017-08,492.86673272500957
2017-09,491.365328473976
2017-10,505.6114226442408
2017-11,502.52947107452667
2017-12,517.6652345361099
2018-01,518.219808735167
2018-02,511.9424374609145
2018-03,486.5682587208244
2018-04,510.7109176105223
2018-05,530.3902627611851
2018-06,521.6266244128063
2018-07,530.6153261497034
2018-08,524.0230139630246
2018-09,521.4599091075464
2018-10,487.751350394448
2018-11,502.28023346140225
2018-12,487.7627250358383
2019-01,520.9158606591565
2019-02,544.6878525883166
2019-03,557.3753150160105
2019-04,567.9992106322521
2019-05,555.4505346198509
2019-06,577.9068360836259
2019-07,586.8409925869481
2019-08,559.1056435758168
2019-09,572.2809004849954
2019-10,576.0494634622705
2019-11,584.0573029412672
2019-12,587.9343478881237
2020-01,585.6724001104279
2020-02,545.4213114610266
2020-03,435.4822264324863
2020-04,487.4025332835829
2020-05,478.00663131334835
2020-06,511.33543457002855
2020-07,498.091774192021
2020-08,520.9267284752303
2020-09,499.43758633977325
2020-10,499.93526279674234
2020-11,558.3866943064899
2020-12,574.7149752739659
2021-01,582.8612142360959
2021-02,600.1705780195788
2021-03,625.9233573328312
2021-04,636.888998243694
2021-05,640.48980375163
2021-06,649.8584297876615
2021-07,640.2184852022103
2021-08,647.5018268006669
2021-09,635.7377402729646
2021-10,657.2374770007341
2021-11,633.1248677419862
2021-12,647.2984695440296
2022-01,619.8526411673461
2022-02,636.0439446061583
2022-03,686.5116998110514
2022-04,681.2470967514521
2022-05,668.2016562468693
2022-06,627.6921382148461
2022-07,668.2690196633073
2022-08,665.8125779559648
2022-09,610.7417826287882
2022-10,608.3243138619238
2022-11,669.5321175960112
2022-12,648.7267270373789
2023-01,692.4770378169856
2023-02,663.2784339621343
2023-03,651.0161332804972
2023-04,641.8437688701275
2023-05,625.0593533604559
2023-06,636.647466377918
2023-07,657.4978312100228
