Date,WORLD WITH USA GROSS
2008-01,1101.1708103895285
2008-02,1068.097578164406
2008-03,1013.7321678175763
2008-04,1086.1299593223919
2008-05,1105.038375850576
2008-06,1003.2772059626162
2008-07,988.5579259545493
2008-08,1033.2501656196725
2008-09,954.4345428523387
2008-10,857.0207000054772
2008-11,801.3976187467696
2008-12,755.3406670941936
2009-01,747.6998967947416
2009-02,677.5966462906454
2009-03,697.2625373874537
2009-04,777.1856298748767
2009-05,793.796855363307
2009-06,797.6305391844464
2009-07,856.1428840084822
2009-08,881.0110620423701
2009-09,899.6186464093513
2009-10,875.5290733391704
2009-11,895.89494971963
2009-12,954.5297405605254
2010-01,944.7088249401922
2010-02,976.0761199676608
2010-03,1045.639803477223
2010-04,1064.3892154402033
2010-05,1043.2568504636076
2010-06,1009.5017820312438
2010-07,1026.2664237272293
2010-08,1013.0511493502097
2010-09,1031.287041653708
2010-10,1050.8907535214398
2010-11,1098.1964387139121
2010-12,1144.2332935885142
2011-01,1145.1177813148827
2011-02,1176.8249636842966
2011-03,1134.3508916986866
2011-04,1131.3070876281383
2011-05,1143.6561362896261
2011-06,1116.3209080276115
2011-07,1106.0651834829196
2011-08,1026.5177860370459
2011-09,1006.6706859125346
2011-10,1068.7338499777372
2011-11,1080.8032612330592
2011-12,1120.4584242311619
2012-01,1167.0969411174615
2012-02,1198.3516913840435
2012-03,1219.5230453045897
2012-04,1213.3267454114837
2012-05,1187.182071287599
2012-06,1215.9727604095337
2012-07,1269.3575246495757
2012-08,1272.1852937973538
2012-09,1281.0472764375595
2012-10,1263.5448071146525
2012-11,1275.599216514362
2012-12,1282.589216489437
2013-01,1309.4530748357781
2013-02,1362.3337416575898
2013-03,1419.827135888653
2013-04,1426.6896310095688
2013-05,1452.469769458119
2013-06,1412.869403017382
2013-07,1456.213087412815
2013-08,1435.7427882880195
2013-09,1468.8795942772836
2013-10,1520.1084883638757
2013-11,1545.3584846912456
2013-12,1559.7074194535792
2014-01,1534.938825554549
2014-02,1574.3441695876757
2014-03,1580.3187402431329
2014-04,1587.2416994511186
2014-05,1645.176624812741
2014-06,1669.4200953082873
2014-07,1681.3648005263005
2014-08,1746.16174427304
2014-09,1771.7741610459007
2014-10,1798.3186214981154
2014-11,1844.2933797773003
2014-12,1869.9815090188267
2015-01,1969.2194868546842
2015-02,2098.1050496452017
2015-03,2157.481824023044
2015-04,2116.7220981283194
2015-05,2171.7211541758593
2015-06,2087.8203148679477
2015-07,2143.8922558355152
2015-08,1974.8111803279455
2015-09,1909.7842683691406
2015-10,2083.2288976216305
2015-11,2168.976250454245
2015-12,2072.3629882183213
2016-01,1956.4458847264655
2016-02,1934.7483848208826
2016-03,1970.5400013043225
2016-04,1991.9834536951423
2016-05,2061.8158551542533
2016-06,2043.538530284965
2016-07,2116.4138880023506
2016-08,2127.6741058833277
2016-09,2120.386703608608
2016-10,2132.165604694411
2016-11,2236.0641444548355
2016-12,2303.3112522406873
2017-01,2302.69062128419
2017-02,2407.8740797067203
2017-03,2418.363340987042
2017-04,2410.9386309575502
2017-05,2385.154685251992
2017-06,2361.2196284387633
2017-07,2339.498473626331
2017-08,2324.2876331989587
2017-09,2390.4365170396754
2017-10,2472.1544800296924
2017-11,2468.748379031092
2017-12,2485.0512227737913
2018-01,2522.3048044277652
2018-02,2470.4583824984634
2018-03,2397.2153761795394
2018-04,2468.6843138825643
2018-05,2572.3236005969743
2018-06,2571.1261245652863
2018-07,2646.304520641227
2018-08,2695.212431143325
2018-09,2715.55480504093
2018-10,2579.867240244379
2018-11,2612.1859619129946
2018-12,2391.267371740007
2019-01,2568.2902113351047
2019-02,2667.0019318325876
2019-03,2740.9017305902976
2019-04,2844.12689042156
2019-05,2696.4455413272676
2019-06,2813.15218325246
2019-07,2892.222677196027
2019-08,2865.5380828112184
2019-09,2956.9864996294873
2019-10,2963.712379165395
2019-11,3083.5307757413557
2019-12,3120.5174858146806
2020-01,3142.26889103931
2020-02,2903.3716121232765
2020-03,2522.76398856272
2020-04,2803.977880390123
2020-05,2895.6095337166034
2020-06,2944.427974943787
2020-07,2931.111335323728
2020-08,3092.767700046932
2020-09,3046.1323426612266
2020-10,2973.0822062986476
2020-11,3266.3929609854536
2020-12,3329.6614443678104
2021-01,3320.6857702512184
2021-02,3409.791982613278
2021-03,3639.556570810089
2021-04,3719.4036909132947
2021-05,3715.857721318394
2021-06,3888.968526313695
2021-07,3959.7203979906644
2021-08,4077.7347013538833
2021-09,3981.7907462866647
2021-10,4214.21895647361
2021-11,4238.978718626057
2021-12,4376.098585171749
2022-01,4205.171453898362
2022-02,4091.974678048218
2022-03,4245.259571488915
2022-04,4106.185538324196
2022-05,4048.2018952212793
2022-06,3789.911348797709
2022-07,4195.227727142241
2022-08,4077.6341128545396
2022-09,3797.452417670655
2022-10,4035.1706009359327
2022-11,4144.289802576369
2022-12,3829.5864906379743
2023-01,4030.359577519907
2023-02,4029.6364222162556
2023-03,4056.208594075781
2023-04,4062.463433575641
2023-05,4166.394797475456
2023-06,4318.615364715271
2023-07,4417.7770694773335
