Date,EFM EUROPE + CIS (E+C)
2019-10,848.6211640058791
2019-11,855.8054234461636
2019-12,895.2338111437936
2020-01,875.5935512860345
2020-02,756.233273285484
2020-03,585.0727548972615
2020-04,644.7387324053218
2020-05,685.8369549155267
2020-06,678.3737455741434
2020-07,659.4315576755941
2020-08,654.9084493740755
2020-09,618.9814664050406
2020-10,563.4230649262682
2020-11,671.2807419053278
2020-12,724.3884403683107
2021-01,714.2150717346747
2021-02,723.6552307158765
2021-03,761.0210425692287
2021-04,758.3024322961185
2021-05,818.7199005682196
2021-06,857.816976228819
2021-07,861.3412514722921
2021-08,905.1757174131315
2021-09,944.5532588913072
2021-10,982.1192106043511
2021-11,905.2526686504156
2021-12,893.7517189613582
2022-01,854.0836340792465
2022-02,537.3221401627977
2022-03,298.2898983647741
2022-04,287.4665507837542
2022-05,277.2150487068591
2022-06,256.81009607474294
2022-07,266.60944842970076
2022-08,264.9397835233635
2022-09,242.52718801968493
2022-10,273.5589594283419
2022-11,302.83910087777247
2022-12,306.5234396862199
2023-01,312.4696765013707
2023-02,326.5335234551834
2023-03,308.3843562576113
2023-04,319.0289537855728
2023-05,324.1872450094459
2023-06,337.69621051843035
2023-07,366.14547321449567
