Date,EM WITH BRAZIL ADR
2010-07,3222.2955034412807
2010-08,3238.042396874678
2010-09,3356.5945447502318
2010-10,3392.6116969866885
2010-11,3535.082209619039
2010-12,3684.6887553042375
2011-01,3514.724974393498
2011-02,3448.088015626583
2011-03,3553.363661776436
2011-04,3510.381030512104
2011-05,3526.854527563381
2011-06,3440.5336838243866
2011-07,3464.803751151368
2011-08,3140.0264337525405
2011-09,2882.9116010607777
2011-10,3129.2602111150895
2011-11,3033.8590446741323
2011-12,3110.362369478577
2012-01,3421.9238365826295
2012-02,3543.379183490125
2012-03,3448.9698700493427
2012-04,3434.9954023128716
2012-05,3273.1645596837106
2012-06,3316.9028007660672
2012-07,3482.4606803966767
2012-08,3388.3774599297353
2012-09,3525.6971903657177
2012-10,3477.7788191924246
2012-11,3512.0809233307596
2012-12,3635.446365182705
2013-01,3571.9792431728406
2013-02,3658.7899892987057
2013-03,3663.7484682799354
2013-04,3596.400252174538
2013-05,3569.928561264241
2013-06,3341.0068201081676
2013-07,3310.7138213045882
2013-08,3279.5177043974595
2013-09,3395.566035937762
2013-10,3540.2782706690023
2013-11,3494.099330426979
2013-12,3409.0429255417707
2014-01,3258.5404633624894
2014-02,3286.712347763947
2014-03,3379.22152014753
2014-04,3369.2957865970097
2014-05,3550.6460430110933
2014-06,3625.5746137293013
2014-07,3789.3641595538643
2014-08,3918.3588875635955
2014-09,3807.9457705397117
2014-10,3877.304823964968
2014-11,3861.9651175055146
2014-12,3802.392435209698
2015-01,4110.136955900196
2015-02,4267.720000254992
2015-03,4403.514870305795
2015-04,4537.488021048703
2015-05,4462.0166402118575
2015-06,4265.2193724433055
2015-07,4009.353322316133
2015-08,3604.382525906258
2015-09,3517.373699803747
2015-10,3807.296350971935
2015-11,3826.084382027121
2015-12,3636.865116622729
2016-01,3414.8786453635803
2016-02,3388.465140768994
2016-03,3645.364367836605
2016-04,3641.649220513849
2016-05,3612.543029934411
2016-06,3749.6416786063596
2016-07,3907.9386824764774
2016-08,4026.898077053183
2016-09,4045.1093422413924
2016-10,4142.839313351573
2016-11,4098.740259406529
2016-12,4124.771112645091
2017-01,4246.061087873672
2017-02,4445.895641401554
2017-03,4540.180329838455
2017-04,4556.166242755927
2017-05,4551.608416897852
2017-06,4536.3917236606485
2017-07,4643.900944619453
2017-08,4703.262332728236
2017-09,4703.191187303008
2017-10,4952.371628970472
2017-11,4851.371123085476
2017-12,4994.128935585852
2018-01,5204.770632685668
2018-02,5071.703949195839
2018-03,4938.051949820613
2018-04,5010.892355962297
2018-05,5021.4851887686955
2018-06,4813.898437611861
2018-07,4902.328878453568
2018-08,4810.185401322803
2018-09,4783.182312016309
2018-10,4444.868658155252
2018-11,4638.984421560251
2018-12,4468.520302898278
2019-01,4825.669845831686
2019-02,4880.824276363223
2019-03,5002.000227501758
2019-04,5122.056883027412
2019-05,4757.399243461391
2019-06,4946.726878046166
2019-07,4982.21646291766
2019-08,4796.1399473786205
2019-09,4937.029379969352
2019-10,5023.904478585743
2019-11,5081.401374727177
2019-12,5356.751812626036
2020-01,5168.535514675179
2020-02,4953.343232965497
2020-03,4234.248210012011
2020-04,4630.531937559415
2020-05,4587.046026902747
2020-06,4876.851956699039
2020-07,5034.330636485163
2020-08,5102.870271233891
2020-09,5130.377079292085
2020-10,5277.029972494713
2020-11,5607.222313992402
2020-12,5880.059836053665
2021-01,6115.7252152739675
2021-02,6177.204972464557
2021-03,6282.086277468052
2021-04,6283.423769128124
2021-05,6324.293201583196
2021-06,6527.812514568864
2021-07,6084.644481316927
2021-08,6279.157143170468
2021-09,6155.017951120447
2021-10,6238.20109158329
2021-11,6152.085853709737
2021-12,6205.9728864051285
2022-01,6163.6933257606415
2022-02,5962.863164393318
2022-03,5859.9038578184345
2022-04,5852.827655867952
2022-05,5781.408333262145
2022-06,5547.580982026082
2022-07,5667.435820147785
2022-08,5762.11708222374
2022-09,5211.45932971889
2022-10,4985.6916111627115
2022-11,5529.286877534224
2022-12,5259.652114630085
2023-01,5579.069715815743
2023-02,5347.156158513467
2023-03,5379.632744334606
2023-04,5225.992186433827
2023-05,5316.976177396393
2023-06,5379.906188748589
2023-07,5656.861759289719
