Date,AC PACIFIC ex JAPAN ex HK
2009-02,118.57499111220366
2009-03,132.00326098501196
2009-04,151.73849975874572
2009-05,159.41317095802816
2009-06,163.26400026872497
2009-07,181.59799696439853
2009-08,180.38143651845547
2009-09,194.1369402105365
2009-10,191.7360688752515
2009-11,193.45762801751928
2009-12,210.00151260122146
2010-01,202.9470087067574
2010-02,208.86610011833096
2010-03,226.58206602635877
2010-04,234.305025553811
2010-05,225.05236013028482
2010-06,225.69722240478572
2010-07,229.6745444777927
2010-08,230.89034574693525
2010-09,239.23311692443377
2010-10,241.70693859894072
2010-11,253.16291566105198
2010-12,263.75785889789114
2011-01,256.9545411247507
2011-02,251.17237272953616
2011-03,256.81106585963295
2011-04,257.8940732109705
2011-05,259.7799386272782
2011-06,252.07001101882523
2011-07,255.25859628774748
2011-08,233.39867094374497
2011-09,215.79762290196587
2011-10,236.12180079945847
2011-11,226.96922262443059
2011-12,236.1168085244419
2012-01,256.45936629316543
2012-02,263.3486132205094
2012-03,257.41515403343004
2012-04,261.331915115958
2012-05,250.64568135233637
2012-06,253.13836907065664
2012-07,271.82128104804224
2012-08,264.11527678714737
2012-09,271.76637931596986
2012-10,271.7500398050513
2012-11,276.38065810997983
2012-12,282.35020316738775
2013-01,280.10683061513765
2013-02,295.9384247184634
2013-03,296.1577255838316
2013-04,295.4480615700044
2013-05,286.60923964763094
2013-06,268.917214203693
2013-07,269.092671015217
2013-08,271.09286821719667
2013-09,279.17170783665904
2013-10,290.70076499205436
2013-11,287.0487656892602
2013-12,278.7247841590788
2014-01,270.2217307621152
2014-02,275.9717308000501
2014-03,281.37201634001724
2014-04,282.5543430179036
2014-05,294.5450240106745
2014-06,298.26609336766654
2014-07,315.62504610906916
2014-08,323.2217002358934
2014-09,311.07972614980565
2014-10,320.51789905567836
2014-11,316.44244644703514
2014-12,320.89510461542045
2015-01,345.8996220431585
2015-02,360.9777304064673
2015-03,376.7178975826643
2015-04,384.4771964361113
2015-05,379.9620383575734
2015-06,357.3938168353686
2015-07,338.7342713213378
2015-08,300.7793716733176
2015-09,294.1171601248293
2015-10,321.0405023801448
2015-11,328.3428514236198
2015-12,319.35761027913105
2016-01,295.76295991691245
2016-02,293.4397972414297
2016-03,312.36171076794557
2016-04,310.039817115548
2016-05,312.7521469050564
2016-06,320.7267629794421
2016-07,335.89974587625375
2016-08,344.9569724583627
2016-09,348.1278504090155
2016-10,350.3390945996073
2016-11,355.53870469038316
2016-12,355.49384373047906
2017-01,366.803115808561
2017-02,385.66404745972324
2017-03,393.8447371597334
2017-04,392.0997081853549
2017-05,389.8725374628754
2017-06,393.11073473565506
2017-07,399.6767054893544
2017-08,400.87453776853954
2017-09,403.34735558996294
2017-10,426.39834382792355
2017-11,418.44165281633593
2017-12,427.7620913405589
2018-01,442.32075214706015
2018-02,430.52397953810316
2018-03,418.2071207726755
2018-04,427.63537459586377
2018-05,439.4677243482674
2018-06,422.3323470984254
2018-07,423.49002479402395
2018-08,420.7578475000304
2018-09,418.5535158301178
2018-10,384.0850939882232
2018-11,398.0565413910664
2018-12,380.86904991862264
2019-01,410.67684157289983
2019-02,422.6225956737135
2019-03,432.1095818285327
2019-04,441.53541338954557
2019-05,409.6212493551748
2019-06,428.95219430618914
2019-07,435.81048549017197
2019-08,422.6286049764248
2019-09,435.1277273014067
2019-10,441.94855858702465
2019-11,450.4083817318754
2019-12,470.81446998245485
2020-01,458.1678089336494
2020-02,442.8979960768134
2020-03,385.4032085191477
2020-04,422.79692544677425
2020-05,419.2029578762884
2020-06,448.6832619192807
2020-07,462.0399117838334
2020-08,472.95728976374056
2020-09,471.1839299404976
2020-10,487.66152639614097
2020-11,517.5457156154562
2020-12,538.3739931854805
2021-01,565.2059794657075
2021-02,569.8577417762285
2021-03,572.3382957878036
2021-04,576.7715144257993
2021-05,571.8374990715339
2021-06,588.7839739324158
2021-07,543.2094812773814
2021-08,552.7388097728037
2021-09,537.7158087444592
2021-10,549.9620755492055
2021-11,540.7417684593091
2021-12,544.4590783753819
2022-01,526.1785432764129
2022-02,522.1759391690451
2022-03,520.2073589439246
2022-04,516.42703446364
2022-05,513.3932660852054
2022-06,493.9005379314249
2022-07,501.0409106169631
2022-08,504.8996402785101
2022-09,446.9798490182135
2022-10,421.60458548726353
2022-11,483.9096172342604
2022-12,465.75429476176157
2023-01,507.9016920924826
2023-02,483.4112487884397
2023-03,486.73227275977274
2023-04,465.92667885681925
2023-05,469.4136533914621
2023-06,471.5168655505522
2023-07,496.65046129083447
