Date,ACWI WITH BRAZIL ADR
2010-09,1465.6778688303743
2010-10,1491.7214255208905
2010-11,1557.8241568245355
2010-12,1622.8844977144167
2011-01,1613.7775694175887
2011-02,1648.3841927893077
2011-03,1602.1755551550882
2011-04,1595.675937110943
2011-05,1611.3424070192316
2011-06,1572.3849475340426
2011-07,1561.025271111464
2011-08,1443.8129894879362
2011-09,1403.8956252217013
2011-10,1494.2731666966504
2011-11,1502.7458291232958
2011-12,1555.3964982829311
2012-01,1630.881921796949
2012-02,1675.7976411110726
2012-03,1695.505624378569
2012-04,1686.827413918987
2012-05,1644.5233082358122
2012-06,1681.8052763900432
2012-07,1756.5521039694945
2012-08,1753.6043270993434
2012-09,1772.3464784047244
2012-10,1747.80106805608
2012-11,1763.8157049594736
2012-12,1779.2330519876352
2013-01,1807.577786838042
2013-02,1876.4149446308943
2013-03,1945.9088752500675
2013-04,1949.7238727566528
2013-05,1978.5708518566546
2013-06,1915.93335964377
2013-07,1966.043388865213
2013-08,1938.7260398672327
2013-09,1985.5381253324463
2013-10,2056.060830475943
2013-11,2083.0134491811714
2013-12,2094.4872053658573
2014-01,2054.8911018955187
2014-02,2103.4429242511087
2014-03,2115.997469481395
2014-04,2123.361642892339
2014-05,2203.803193752798
2014-06,2237.205115791951
2014-07,2261.612371321803
2014-08,2346.9472868547673
2014-09,2370.0395205221325
2014-10,2405.9166790544296
2014-11,2459.188842484819
2014-12,2485.4527072684996
2015-01,2623.8023285749873
2015-02,2787.25309845911
2015-03,2866.4347518296404
2015-04,2826.1533567960423
2015-05,2885.8252094253967
2015-06,2772.0027656784914
2015-07,2820.881949530826
2015-08,2591.5660580048097
2015-09,2507.691592302241
2015-10,2732.900030310439
2015-11,2834.9630318679256
2015-12,2706.59272118067
2016-01,2553.413812062794
2016-02,2524.835453532135
2016-03,2584.579176193256
2016-04,2609.163943479298
2016-05,2688.48932622513
2016-06,2676.3099133076325
2016-07,2773.0242840285746
2016-08,2793.804218371121
2016-09,2785.94180680534
2016-10,2806.404356254678
2016-11,2923.7434998450367
2016-12,3003.718244944785
2017-01,3011.5029239094265
2017-02,3148.3425988678364
2017-03,3166.883887148367
2017-04,3158.8231156698093
2017-05,3127.114808236544
2017-06,3097.354465784303
2017-07,3079.34412054979
2017-08,3064.872879232082
2017-09,3141.4340791281866
2017-10,3254.912728732475
2017-11,3242.086608124851
2017-12,3271.2766795309967
2018-01,3330.0894874913984
2018-02,3258.6034582232883
2018-03,3162.5165211710414
2018-04,3250.579403516343
2018-05,3370.490644838433
2018-06,3352.0066569371693
2018-07,3445.244766777703
2018-08,3493.2492079357694
2018-09,3513.7953569298907
2018-10,3329.6931963227235
2018-11,3381.110647558994
2018-12,3112.1844237576283
2019-01,3343.9695089947545
2019-02,3460.678348060955
2019-03,3554.5887981118585
2019-04,3682.2116803657264
2019-05,3482.008565793668
2019-06,3630.4722407153013
2019-07,3723.0840717506258
2019-08,3675.625178043595
2019-09,3791.017629470874
2019-10,3805.3748941125396
2019-11,3945.2189407607675
2019-12,4010.530644148574
2020-01,4017.642676391141
2020-02,3726.672285473882
2020-03,3230.8941258889568
2020-04,3583.54379470016
2020-05,3681.7563093825547
2020-06,3762.4358467315324
2020-07,3761.1418953501293
2020-08,3948.3254157294923
2020-09,3897.6342895371868
2020-10,3828.4069766906828
2020-11,4187.29796410574
2020-12,4282.992903150203
2021-01,4294.567337020212
2021-02,4399.078485759433
2021-03,4664.9339424672335
2021-04,4753.597861499708
2021-05,4752.507326711534
2021-06,4964.155273124888
2021-07,4999.39783849437
2021-08,5148.409664139586
2021-09,5028.579086190696
2021-10,5294.738703737973
2021-11,5312.681294202138
2021-12,5469.238833590807
2022-01,5274.29657552981
2022-02,5127.575754295356
2022-03,5286.501241799155
2022-04,5130.600978865472
2022-05,5057.658181705847
2022-06,4747.079078228264
2022-07,5207.182499221135
2022-08,5084.493181522168
2022-09,4718.624777011198
2022-10,4958.472412248853
2022-11,5131.200030767381
2022-12,4755.359506091664
2023-01,5008.1476329665675
2023-02,4982.642661754152
2023-03,5013.807259572376
2023-04,5004.46601785949
2023-05,5126.546395795794
2023-06,5299.293334504826
2023-07,5435.615556647615
