Date,EFM EUROPE + CIS (E+C) ex RU
2013-05,869.1234431837202
2013-06,780.0128007679739
2013-07,772.285387830393
2013-08,738.7560311777079
2013-09,778.5287342423552
2013-10,820.4198849999535
2013-11,810.0911604461307
2013-12,740.1213815122148
2014-01,700.4565198166508
2014-02,738.1821073897277
2014-03,771.4507277174314
2014-04,778.384252001812
2014-05,824.0454814623071
2014-06,811.4237738131832
2014-07,808.1726210083822
2014-08,816.8978136546679
2014-09,803.3389636379748
2014-10,801.9680324515257
2014-11,823.36632597931
2014-12,775.124724678083
2015-01,782.119209325402
2015-02,781.3049233955468
2015-03,780.93478594131
2015-04,801.7471232188224
2015-05,791.8303882467964
2015-06,761.754429686
2015-07,745.2502956316082
2015-08,669.057970751668
2015-09,641.2717503622229
2015-10,679.9524317248694
2015-11,653.0384884419602
2015-12,620.2111561471129
2016-01,591.5056306655428
2016-02,595.2053861967639
2016-03,664.2512420603009
2016-04,657.5709816496521
2016-05,627.5656276386607
2016-06,605.3528224792522
2016-07,606.2972378422737
2016-08,614.3215645021041
2016-09,602.4578629119167
2016-10,628.1012036924454
2016-11,595.9976164949818
2016-12,627.7934816583232
2017-01,643.6147903402981
2017-02,681.2464852081654
2017-03,683.4531581309137
2017-04,736.5068793941813
2017-05,742.5307733790506
2017-06,751.5993197064324
2017-07,770.3194382309255
2017-08,801.0798479526101
2017-09,752.4434159448564
2017-10,776.1357604482796
2017-11,736.4537925125553
2017-12,786.4301898144619
2018-01,817.4621243601425
2018-02,781.9136100049861
2018-03,733.448887406538
2018-04,734.9181804514357
2018-05,669.9301495108326
2018-06,659.6093818234572
2018-07,678.8144754135558
2018-08,629.8824881241313
2018-09,645.5323452503744
2018-10,617.9950822093267
2018-11,662.3884852737756
2018-12,640.4478420031194
2019-01,686.3016337333213
2019-02,679.9987817965914
2019-03,660.1738192659158
2019-04,665.8344387642879
2019-05,656.2480226503661
2019-06,680.1178532540598
2019-07,698.2424290305493
2019-08,651.9255562028766
2019-09,679.9082565087388
2019-10,684.024691696351
2019-11,693.7802722378749
2019-12,706.3306561020511
2020-01,685.9398100058561
2020-02,592.7997584121659
2020-03,464.6341746477847
2020-04,500.34383326345375
2020-05,527.1752756677108
2020-06,539.2877296416247
2020-07,521.6099770398698
2020-08,519.9432828550933
2020-09,491.89175379944146
2020-10,438.6851012957394
2020-11,534.8495706381505
2020-12,579.3383838260161
2021-01,577.7064020079825
2021-02,572.2176741947425
2021-03,564.9627562210901
2021-04,586.828218316407
2021-05,634.6330931095727
2021-06,634.0779764831531
2021-07,648.3433145386938
2021-08,693.9880641185033
2021-09,674.0647915176253
2021-10,694.6652884805277
2021-11,647.8277550688988
2021-12,665.444081140056
2022-01,672.156104041024
2022-02,600.4846134169142
2022-03,627.1760135533343
2022-04,604.4191450627188
2022-05,582.8646229660361
2022-06,539.9617391650386
2022-07,560.565583878114
2022-08,557.0549930546663
2022-09,509.9308953951781
2022-10,575.1774317085851
2022-11,636.7410397663908
2022-12,644.4876276968884
2023-01,656.9900192355044
2023-02,686.560271248967
2023-03,648.4003389324978
2023-04,670.781372551352
2023-05,681.6270516852111
2023-06,710.0306254622669
2023-07,769.8472510471875
