Date,EUROPE ex SWITZERLAND
2007-02,152.8279042604366
2007-03,157.32817631407696
2007-04,163.26203151402729
2007-05,169.0213233456385
2007-06,168.82596424465453
2007-07,162.93860301740182
2007-08,161.70533220715765
2007-09,163.06038261449152
2007-10,168.2230898034489
2007-11,159.92454378445638
2007-12,158.12026896669292
2008-01,139.04962155886727
2008-02,137.68823842667064
2008-03,132.31432244391584
2008-04,141.44728546272987
2008-05,142.44915641730216
2008-06,127.75817973567271
2008-07,124.95292376705427
2008-08,127.04645911529153
2008-09,112.27210601076078
2008-10,96.4931154705435
2008-11,90.12898672040436
2008-12,86.19368775581061
2009-01,83.30531080265142
2009-02,75.60307111747505
2009-03,77.21618166254385
2009-04,88.89808233299263
2009-05,93.61685969494503
2009-06,92.49957646367629
2009-07,101.0534640639371
2009-08,106.10440911193305
2009-09,109.14321627497473
2009-10,106.63877001491636
2009-11,108.01358919638993
2009-12,114.71416241544458
2010-01,111.02047903081174
2010-02,110.23606991721907
2010-03,118.52041186951602
2010-04,117.74742510921139
2010-05,111.82779768583072
2010-06,110.42054275052013
2010-07,116.93681657315258
2010-08,114.45599866022465
2010-09,119.11771991761604
2010-10,122.39864780234069
2010-11,120.06686728647487
2010-12,126.17348602273536
2011-01,129.0880945540381
2011-02,132.29448634596565
2011-03,127.83643525742445
2011-04,131.81326746752882
2011-05,130.53441284564758
2011-06,127.42242585261944
2011-07,123.62088575598747
2011-08,110.39182719850173
2011-09,105.53942094750589
2011-10,114.39414768712669
2011-11,113.37094925528052
2011-12,115.17725448185666
2012-01,119.94820497116314
2012-02,125.02231659843018
2012-03,124.35348179564717
2012-04,122.05726198886703
2012-05,114.2888896462278
2012-06,120.46673325083584
2012-07,125.3282938375675
2012-08,128.25925273708285
2012-09,129.34596744547378
2012-10,130.05523121910423
2012-11,132.67154421286594
2012-12,134.87522936530883
2013-01,138.0966097037264
2013-02,138.60440299413435
2013-03,140.41270605311706
2013-04,142.69680678758817
2013-05,146.09218592600655
2013-06,137.94374798170276
2013-07,145.77405888231712
2013-08,144.93284127874966
2013-09,151.41484388907645
2013-10,157.6403865854401
2013-11,159.4045946760608
2013-12,161.32441785557265
2014-01,157.98680760275215
2014-02,165.6257994950563
2014-03,164.02201552321367
2014-04,167.35172563206797
2014-05,171.51939985137986
2014-06,170.88756814459717
2014-07,168.31012764423312
2014-08,171.21328330110137
2014-09,171.49721386785941
2014-10,167.82776650993117
2014-11,172.9685696475231
2014-12,170.63709420270138
2015-01,182.76452869972368
2015-02,195.93391252350958
2015-03,198.48436953340502
2015-04,198.6097407987447
2015-05,200.7385237352443
2015-06,191.7972199481405
2015-07,199.03784549613565
2015-08,182.17361598451612
2015-09,174.254481268493
2015-10,189.51777426645427
2015-11,195.04793159961616
2015-12,183.65437441822382
2016-01,172.51187930319492
2016-02,168.78058324529943
2016-03,171.5821394025052
2016-04,174.80019647703116
2016-05,178.63264774651927
2016-06,169.92382510475048
2016-07,176.377620501598
2016-08,177.8887098481454
2016-09,177.85279068962453
2016-10,177.0508376688023
2016-11,179.06406982772998
2016-12,189.82685681484855
2017-01,188.54649012917622
2017-02,193.93723688150155
2017-03,200.86745211959422
2017-04,204.2797519511088
2017-05,207.20510548798273
2017-06,201.77522314132315
2017-07,201.65549723902524
2017-08,200.36728382503375
2017-09,208.55146649816157
2017-10,213.29873953365902
2017-11,208.28824570244302
2017-12,209.98524365342135
2018-01,213.67800994048605
2018-02,205.57011982148214
2018-03,201.6480645746571
2018-04,211.84497498698656
2018-05,212.06272065653587
2018-06,210.12694827734185
2018-07,215.71962572175875
2018-08,209.79596769877986
2018-09,210.99950394963042
2018-10,198.58372261165727
2018-11,196.50110006395525
2018-12,185.89098210076077
2019-01,197.51897940187817
2019-02,205.45291258301108
2019-03,209.07502661550282
2019-04,217.67517088282608
2019-05,205.07514911313973
2019-06,214.0455502697112
2019-07,214.20956485065108
2019-08,210.0656615518028
2019-09,218.76630966304958
2019-10,221.15586175329452
2019-11,227.21868103186046
2019-12,231.7155442397911
2020-01,227.45665163802633
2020-02,207.63223611569808
2020-03,174.08446426660103
2020-04,185.17632567395447
2020-05,191.2849261600689
2020-06,197.53166742322293
2020-07,194.74176422469162
2020-08,201.089275837732
2020-09,197.51758147827616
2020-10,187.59486042512307
2020-11,216.5934402927274
2020-12,221.65084473011993
2021-01,220.24159261884716
2021-02,227.74110231914744
2021-03,242.73476934987076
2021-04,247.9279892288748
2021-05,253.9401733101049
2021-06,256.71819726146543
2021-07,260.78511298110243
2021-08,266.06188939822664
2021-09,259.41608375116084
2021-10,270.70547784118077
2021-11,262.11615822973374
2021-12,276.00932924273235
2022-01,268.9011279415439
2022-02,259.63462231149936
2022-03,260.79497898365724
2022-04,258.7705076730464
2022-05,258.74360745337424
2022-06,237.3173543407908
2022-07,255.48496397385648
2022-08,242.5379736415429
2022-09,226.2683120259194
2022-10,242.20408325067712
2022-11,260.44284397238584
2022-12,251.6351512978027
2023-01,269.9081856157874
2023-02,276.08580707482986
2023-03,275.05898308085057
2023-04,280.9339940779707
2023-05,273.156709245595
2023-06,280.787253515203
2023-07,286.0978395100819
