Date,PACIFIC
2018-02,258.3026231057517
2018-03,249.04605066264006
2018-04,257.19721455756985
2018-05,264.7351791753253
2018-06,258.7916512392918
2018-07,260.59895799488805
2018-08,260.86913394437477
2018-09,266.0594713237445
2018-10,249.41395915706786
2018-11,252.60560499387358
2018-12,237.34773120757416
2019-01,251.74698989044222
2019-02,256.83186213318567
2019-03,262.24861818704346
2019-04,266.69022614789895
2019-05,258.69736450874825
2019-06,264.86173953041526
2019-07,270.47048250510966
2019-08,266.1770616442454
2019-09,277.31247474457854
2019-10,282.4883400676282
2019-11,287.1033835992216
2019-12,288.25566473715475
2020-01,287.7225334659726
2020-02,265.1051173020134
2020-03,235.03666382358108
2020-04,252.58131623912968
2020-05,258.5420173485262
2020-06,262.13217182798275
2020-07,248.25896490531974
2020-08,262.695055069491
2020-09,264.60379607655875
2020-10,262.95205503123225
2020-11,289.7648922569761
2020-12,295.9984494684919
2021-01,296.7206447232539
2021-02,302.7756038889934
2021-03,315.9476727227067
2021-04,309.45583164694614
2021-05,310.00190868150963
2021-06,317.27341798721324
2021-07,313.04179585514385
2021-08,321.5963947537263
2021-09,329.69473358209655
2021-10,326.003023204214
2021-11,322.6350216526377
2021-12,326.8523113085869
2022-01,314.16892484967246
2022-02,314.1871207389466
2022-03,323.6822058054702
2022-04,314.9086227065577
2022-05,312.85457838795116
2022-06,294.76301805827944
2022-07,317.38822534248385
2022-08,314.55738682114475
2022-09,289.1177396942513
2022-10,292.50625067129675
2022-11,312.9155597761911
2022-12,302.8772564469006
2023-01,318.75583293102
2023-02,310.7180176354334
2023-03,311.55055754707473
2023-04,307.5215948977316
2023-05,315.542213320219
2023-06,321.1108029589537
2023-07,328.7876964255404
