Date,FM CENTRAL & EASTERN EUROPE + CIS
2015-05,625.5941957780877
2015-06,615.2537763421714
2015-07,621.2219445865474
2015-08,574.833320888473
2015-09,539.969999359565
2015-10,571.882166853149
2015-11,569.6450670951734
2015-12,564.1358702364128
2016-01,521.0318381650844
2016-02,533.1946989471741
2016-03,560.0430256290807
2016-04,540.3673773083084
2016-05,560.980917644821
2016-06,558.3666496421474
2016-07,592.5815328120478
2016-08,600.4698865193121
2016-09,617.9910860844797
2016-10,610.0699489419304
2016-11,600.4292185053728
2016-12,618.2672817877556
2017-01,655.2861140364342
2017-02,693.3111940255461
2017-03,685.2971617628955
2017-04,691.1492159040132
2017-05,714.6665992708915
2017-06,698.8575203301509
2017-07,727.5261876786263
2017-08,726.2245744851288
2017-09,704.949873699233
2017-10,713.8115444237441
2017-11,722.373029751099
2017-12,736.2176195342759
2018-01,780.4877162946726
2018-02,789.6759879071683
2018-03,801.5068892822738
2018-04,800.7900945722834
2018-05,775.6635774093131
2018-06,793.7662739248015
2018-07,807.0877990074141
2018-08,815.9687039354422
2018-09,808.2805405572078
2018-10,815.0254115241854
2018-11,833.4473203205662
2018-12,758.6612392330774
2019-01,721.8607279984612
2019-02,773.0140224254528
2019-03,798.8306373701091
2019-04,832.4658808993322
2019-05,854.3857855163742
2019-06,901.6157488763458
2019-07,943.1893092960563
2019-08,935.3296523458552
2019-09,947.3505468153207
2019-10,953.3307007297103
2019-11,993.4849947189299
2019-12,1010.3764731682417
2020-01,1027.7482942845763
2020-02,947.9252612100926
2020-03,763.5711387395307
2020-04,806.9928807604338
2020-05,869.0815676641521
2020-06,894.6412225823863
2020-07,876.1550787533239
2020-08,934.4235507751929
2020-09,911.7725693361591
2020-10,860.0490650963327
2020-11,962.7591090174841
2020-12,998.7429294060596
2021-01,1032.000462678291
2021-02,1036.59317711511
2021-03,1109.982797012412
2021-04,1179.1435752832087
2021-05,1231.304160228556
2021-06,1278.689706251704
2021-07,1309.376470989641
2021-08,1383.8671272612937
2021-09,1419.1935599172446
2021-10,1543.8500563298799
2021-11,1487.265853177167
2021-12,1469.3960623185435
2022-01,1342.0928296515629
2022-02,1165.955046491656
2022-03,1170.484932484916
2022-04,1219.7156381014654
2022-05,1160.9139270730748
2022-06,1142.3315908297152
2022-07,1229.8882446982423
2022-08,1306.120882933696
2022-09,1165.1045956169073
2022-10,1218.7055560217761
2022-11,1308.3822441644506
2022-12,1266.1725399687452
2023-01,1316.245712741186
2023-02,1354.0269471340825
2023-03,1339.4517704477278
2023-04,1384.1828995377653
2023-05,1405.1005961275005
2023-06,1443.1735187403722
2023-07,1536.6959363308063
