Date,EFM AFRICA
2015-09,1282.6190985291046
2015-10,1372.7588268462646
2015-11,1338.5852880383843
2015-12,1183.6042805666639
2016-01,1134.0825116304281
2016-02,1136.1077391037675
2016-03,1260.7529753468505
2016-04,1309.0487428873735
2016-05,1236.629829444544
2016-06,1306.8068413197561
2016-07,1404.8289581342642
2016-08,1311.2471157867485
2016-09,1370.5292778192427
2016-10,1394.8706819352656
2016-11,1322.1574639827306
2016-12,1399.6601184924018
2017-01,1401.05849972961
2017-02,1446.9413013789285
2017-03,1433.7822621342825
2017-04,1480.4249584865418
2017-05,1472.1886001921698
2017-06,1409.0411236961359
2017-07,1453.5508672828812
2017-08,1491.2743249431157
2017-09,1409.4738123577413
2017-10,1460.9316958257614
2017-11,1545.4150915476744
2017-12,1657.8802122158672
2018-01,1647.066396217711
2018-02,1676.690313548744
2018-03,1567.349308630538
2018-04,1578.0379207638284
2018-05,1522.6553679976362
2018-06,1463.4744099972404
2018-07,1525.1169669946707
2018-08,1391.3953886917404
2018-09,1360.9505593033243
2018-10,1251.8055153684736
2018-11,1351.4607634816134
2018-12,1328.5727042890646
2019-01,1474.3083960204603
2019-02,1416.9672466497072
2019-03,1413.7632263784308
2019-04,1521.0971058995958
2019-05,1427.1193414289137
2019-06,1479.198525608422
2019-07,1472.0501989168527
2019-08,1371.288569131108
2019-09,1370.6063638708217
2019-10,1379.944222949708
2019-11,1398.150631002137
2019-12,1498.855339954359
2020-01,1401.937712472219
2020-02,1243.3844034066876
2020-03,935.8364182467194
2020-04,1049.811012006501
2020-05,1056.547788403272
2020-06,1143.0148025684634
2020-07,1143.0437687184128
2020-08,1124.8045220140357
2020-09,1137.421669017187
2020-10,1153.8756871794985
2020-11,1237.5712324057463
2020-12,1320.1823291765384
2021-01,1365.4201002985274
2021-02,1400.994204762289
2021-03,1522.2544410453938
2021-04,1489.4681039586399
2021-05,1563.8031672030638
2021-06,1496.9618770509007
2021-07,1477.2131306223623
2021-08,1495.6194480333654
2021-09,1457.7200602735413
2021-10,1464.482158482464
2021-11,1437.4085649265712
2021-12,1480.4342872838674
2022-01,1590.849634052816
2022-02,1647.573933216759
2022-03,1769.4802046308876
2022-04,1648.7339464818613
2022-05,1629.9615389944427
2022-06,1468.7265894893148
2022-07,1510.0611783492673
2022-08,1474.062481484109
2022-09,1383.2526286374007
2022-10,1404.2142358736664
2022-11,1593.6258645162266
2022-12,1483.962903718933
2023-01,1519.0485688637123
2023-02,1445.6016134655777
2023-03,1445.7885210707875
2023-04,1434.8952874721836
2023-05,1301.6450307253758
2023-06,1375.9591252642542
2023-07,1522.544197837213
