Date,FM (FRONTIER MARKETS)
2009-07,569.5045844761776
2009-08,594.6865138479918
2009-09,601.1437177337816
2009-10,577.9729977185277
2009-11,534.4544221481268
2009-12,553.4324913371087
2010-01,559.1423640683549
2010-02,601.1785873316749
2010-03,653.5997048101307
2010-04,665.3721322399472
2010-05,654.9855974996135
2010-06,650.2468812097817
2010-07,647.253411671654
2010-08,666.1620037322826
2010-09,666.5234696988329
2010-10,681.1730073544912
2010-11,720.8874052719099
2010-12,732.4546632038871
2011-01,716.7947661552922
2011-02,664.0998746660186
2011-03,654.4379371220417
2011-04,654.9121033416942
2011-05,649.9996489419582
2011-06,638.7668456617527
2011-07,628.3623964380876
2011-08,594.9503625194427
2011-09,606.9604138134657
2011-10,596.7000544532409
2011-11,599.9892345787525
2011-12,615.1775421860896
2012-01,613.4977606062366
2012-02,615.3402806726489
2012-03,632.6655569536479
2012-04,630.5590539003283
2012-05,638.3616453587775
2012-06,619.0877111575206
2012-07,644.5176454038495
2012-08,642.4164199973218
2012-09,655.7214280747728
2012-10,646.5421088088705
2012-11,654.7965075795718
2012-12,659.3548781742812
2013-01,688.293437470378
2013-02,714.3347969457545
2013-03,732.3392533156748
2013-04,739.0472810558415
2013-05,789.346372642862
2013-06,743.2960776913196
2013-07,765.2617813496006
2013-08,753.1223004867836
2013-09,758.7499186462303
2013-10,774.0427761911094
2013-11,786.6140952890787
2013-12,794.2194046474576
2014-01,818.475709430122
2014-02,826.6755092338823
2014-03,852.850376223613
2014-04,896.1370249387076
2014-05,965.5762800096427
2014-06,960.8957801501743
2014-07,1000.3653670881961
2014-08,1006.9716894717648
2014-09,1057.3430706172408
2014-10,1019.005969986408
2014-11,977.2198965976485
2014-12,966.2642519755857
2015-01,993.8751787921445
2015-02,1029.2039807689205
2015-03,1054.8313929051712
2015-04,1048.93671036898
2015-05,1033.8270809833027
2015-06,1016.3142472554786
2015-07,994.8837835983494
2015-08,924.7322826281741
2015-09,907.1809922877865
2015-10,950.3027309628353
2015-11,949.863117067394
2015-12,920.7406876668975
2016-01,861.1170532796502
2016-02,887.5372993446623
2016-03,869.4424563127534
2016-04,891.4842930098303
2016-05,926.4085765162806
2016-06,896.0467194976948
2016-07,901.1905943274247
2016-08,894.5702621896672
2016-09,909.2635454520156
2016-10,928.4514557720563
2016-11,942.3562648652953
2016-12,973.5466771374088
2017-01,1013.4598618651539
2017-02,1026.9603314422664
2017-03,1045.4611015803043
2017-04,1038.7786791306876
2017-05,1048.9051690621213
2017-06,1040.5011742478
2017-07,1027.7813510637106
2017-08,1056.7737291418546
2017-09,1084.4806985968842
2017-10,1114.0285385821226
2017-11,1101.1072150978905
2017-12,1127.54824859905
2018-01,1149.164269640147
2018-02,1156.2756163362742
2018-03,1157.0667050605653
2018-04,1140.7250966222052
2018-05,1071.8385015617096
2018-06,1033.6647389963368
2018-07,1069.261780000684
2018-08,1017.3087789989903
2018-09,1018.5003802381048
2018-10,1007.1788416203632
2018-11,1029.7212780001037
2018-12,990.0533728939785
2019-01,1033.2506981775955
2019-02,1049.5222990223745
2019-03,1077.2181974735843
2019-04,1081.1403321440932
2019-05,1110.7997236245233
2019-06,1111.9309037151954
2019-07,1165.8378719700224
2019-08,1159.9302297449913
2019-09,1148.782534790257
2019-10,1131.685132526826
2019-11,1160.7259828542074
2019-12,1189.6709949418532
2020-01,1204.3123945690763
2020-02,1143.551698726946
2020-03,893.3824573105621
2020-04,955.286655338293
2020-05,994.5221127509474
2020-06,1001.4792109182716
2020-07,944.6400068029519
2020-08,1010.9914494853824
2020-09,1038.727269058277
2020-10,1056.660479194003
2020-11,1071.0570163201066
2020-12,1106.9812661105418
2021-01,1119.0575189643523
2021-02,1121.550632942201
2021-03,1161.7006726000848
2021-04,1211.8176700618792
2021-05,1240.9918913637973
2021-06,1313.6126988460417
2021-07,1309.5403737993731
2021-08,1348.2036969734197
2021-09,1389.4477358234778
2021-10,1447.3903540264514
2021-11,1419.5286485107074
2021-12,1426.0535631252526
2022-01,1395.6517122409834
2022-02,1331.6212983548137
2022-03,1342.3362659977925
2022-04,1377.375508549655
2022-05,1269.9963503272552
2022-06,1231.8683240294151
2022-07,1278.7301871660657
2022-08,1320.1096566846945
2022-09,1229.560815190387
2022-10,1166.1790716302014
2022-11,1177.4595721367557
2022-12,1119.2487593751641
2023-01,1149.4104803890807
2023-02,1147.9340748315562
2023-03,1133.4991063954665
2023-04,1121.1937723991086
2023-05,1153.5756098834618
2023-06,1152.769146994464
2023-07,1220.1579093467217
