Date,EM LATIN AMERICA WITH BRAZIL ADR
2015-03,4317.208211931345
2015-04,4527.3276082182165
2015-05,4346.466170758193
2015-06,4260.920975501653
2015-07,3974.4998333643484
2015-08,3565.7653044919202
2015-09,3333.4507246611934
2015-10,3560.5885852616075
2015-11,3559.3922129130074
2015-12,3295.9193687716775
2016-01,3176.269028330832
2016-02,3247.6364952968697
2016-03,3657.4654048111356
2016-04,3860.4407374448588
2016-05,3522.492380065676
2016-06,3858.4751417885354
2016-07,4005.4580772651575
2016-08,4081.569536770661
2016-09,4015.076187146225
2016-10,4505.173750132983
2016-11,4220.73810577544
2016-12,4225.707186965103
2017-01,4463.619697943557
2017-02,4662.92510219084
2017-03,4744.163573403731
2017-04,4624.952192700651
2017-05,4393.757836986266
2017-06,4391.824035354534
2017-07,4566.896547020809
2017-08,4722.329042667219
2017-09,4773.205821890539
2017-10,4687.093473187803
2017-11,4429.256919184749
2017-12,4643.5122628930485
2018-01,5022.79937263524
2018-02,4967.160591356582
2018-03,4910.714669263674
2018-04,4989.421814660027
2018-05,4482.280118855296
2018-06,4378.232993957567
2018-07,4778.3691355614665
2018-08,4475.161018170358
2018-09,4645.630402637724
2018-10,4739.6904650637825
2018-11,4632.185023876515
2018-12,4527.436252133637
2019-01,5100.559703473298
2019-02,4958.054840753133
2019-03,4960.729476452241
2019-04,5018.885180447663
2019-05,4808.965653863543
2019-06,5003.9854228729355
2019-07,4982.948635760311
2019-08,4611.02828875937
2019-09,4790.88087509609
2019-10,4851.326055211913
2019-11,4678.200494554655
2019-12,5046.619191935884
2020-01,4752.439273362462
2020-02,4225.1332820552725
2020-03,2854.1753997641395
2020-04,3009.2358710573776
2020-05,3139.795482879351
2020-06,3245.707716003419
2020-07,3312.1825664445964
2020-08,3114.3034403724864
2020-09,3072.3871010850426
2020-10,3082.5930251128852
2020-11,3744.081054358194
2020-12,4105.951332943982
2021-01,3840.963168498705
2021-02,3780.176282415669
2021-03,4168.1168426109325
2021-04,4205.762161829706
2021-05,4491.269850043847
2021-06,4753.964436615206
2021-07,4554.5257295005185
2021-08,4669.260950907327
2021-09,4331.153737541677
2021-10,4186.831430021305
2021-11,4188.374514600063
2021-12,4469.1084842352275
2022-01,4803.5689716803045
2022-02,5060.845803823375
2022-03,5694.035397961448
2022-04,5303.473498307618
2022-05,5668.495860007572
2022-06,4879.657548983596
2022-07,5190.565933999454
2022-08,5318.579812601637
2022-09,5293.858899747674
2022-10,5688.326293557056
2022-11,5713.761038182752
2022-12,5248.3184423656385
2023-01,5733.577006260492
2023-02,5575.197593573946
2023-03,5486.240745644184
2023-04,5479.1811404524915
2023-05,5579.470037039947
2023-06,6040.20720807428
2023-07,6293.777346863109
