Date,EM EASTERN EUROPE
2017-01,341.61090725254365
2017-02,334.9634237624635
2017-03,338.5416866133893
2017-04,341.6216163718597
2017-05,319.56930580753703
2017-06,309.12900899288434
2017-07,314.17875412134555
2017-08,334.85880101777445
2017-09,341.831944321064
2017-10,346.69246996815025
2017-11,344.7558581926228
2017-12,353.1515375697636
2018-01,378.33177552976406
2018-02,376.69787628154666
2018-03,358.8953091350624
2018-04,347.75351576924186
2018-05,349.47367709047023
2018-06,348.5904176515106
2018-07,367.0695486659959
2018-08,352.2402769643075
2018-09,374.90386605220635
2018-10,362.04547276213106
2018-11,367.24048094802333
2018-12,355.51479315689
2019-01,392.9723885323388
2019-02,386.9665362853138
2019-03,393.09501437673305
2019-04,405.4314911213977
2019-05,413.3435836924765
2019-06,435.47605298701393
2019-07,442.06541603907
2019-08,422.1209709415677
2019-09,437.04704590126914
2019-10,461.4546317860392
2019-11,461.13683366615544
2019-12,485.97971439032
2020-01,472.7115917682539
2020-02,409.30891719976796
2020-03,315.26379503846385
2020-04,350.02125035939594
2020-05,373.3957073638999
2020-06,366.2630602107931
2020-07,359.3498655639076
2020-08,358.3671565165268
2020-09,335.8138933058726
2020-10,306.5064871072188
2020-11,365.2325520297075
2020-12,392.4792851765066
2021-01,387.24951648728666
2021-02,393.2898268593385
2021-03,419.20835975005133
2021-04,415.8559403607051
2021-05,452.8344812136462
2021-06,477.12434039612697
2021-07,476.5531466593717
2021-08,499.53276499525197
2021-09,528.3609009007064
2021-10,550.5279418454219
2021-11,505.8665764301323
2021-12,497.2092703737762
2022-01,470.765014227175
2022-02,268.9160678005115
2022-03,110.09814659518888
2022-04,98.154717052261
2022-05,97.00393237761487
2022-06,89.43647124188185
2022-07,91.68373592041486
2022-08,83.36983775461235
2022-09,74.13113713356806
2022-10,83.08081213348777
2022-11,92.83812672182768
2022-12,94.19105569069751
2023-01,100.13554561346564
2023-02,100.95496627069402
2023-03,96.39787738952012
2023-04,106.13020211089902
2023-05,105.1923962023762
2023-06,114.77398670139179
2023-07,121.94083696298398
