Date,WORLD ex EMU
2008-10,89.32205419256081
2008-11,83.49563408146223
2008-12,77.79663928366085
2009-01,77.82977708957141
2009-02,70.69165258806616
2009-03,72.5879893750605
2009-04,80.32926936394618
2009-05,81.65669651962656
2009-06,82.36434267901063
2009-07,88.0654521708094
2009-08,90.16169640273306
2009-09,91.665531797503
2009-10,89.49944600494723
2009-11,91.67035268142723
2009-12,97.7928427919093
2010-01,97.43812778608475
2010-02,101.52942448855778
2010-03,108.61246299745837
2010-04,111.32836642143178
2010-05,109.7779426857476
2010-06,105.84723497620391
2010-07,106.82572953887313
2010-08,105.8453237890351
2010-09,107.1400117416639
2010-10,108.83710054759588
2010-11,115.41796717931811
2010-12,120.02783972831004
2011-01,119.27887144645399
2011-02,122.6953139183455
2011-03,118.04160096321507
2011-04,116.9522508961703
2011-05,118.85818057744953
2011-06,115.69818305798312
2011-07,115.52015645946639
2011-08,108.20561437609163
2011-09,106.69285572435591
2011-10,112.88446581620813
2011-11,114.66882243778007
2011-12,119.4607806405443
2012-01,124.21653345095974
2012-02,127.2286894613698
2012-03,129.76680193300567
2012-04,129.88588507049246
2012-05,127.82728891533651
2012-06,130.29933162391367
2012-07,136.22710680882494
2012-08,135.828729168247
2012-09,136.63839988876828
2012-10,134.20133681935297
2012-11,135.07801785769107
2012-12,135.413214791252
2013-01,138.04410419743533
2013-02,144.5081660865694
2013-03,151.37152381657629
2013-04,151.59219124491565
2013-05,153.97758513167724
2013-06,150.30214205300433
2013-07,154.2302361289285
2013-08,151.9298721043764
2013-09,154.6271302890427
2013-10,159.55957836801508
2013-11,162.2220621544906
2013-12,163.70369009583717
2014-01,161.22426465707105
2014-02,164.77159640221788
2014-03,165.3703167598984
2014-04,165.9040461304528
2014-05,172.16743843426175
2014-06,175.24531269370053
2014-07,177.50616787940066
2014-08,184.82690408502188
2014-09,187.64787189090822
2014-10,191.44692865356683
2014-11,195.70126817241206
2014-12,199.32230251150838
2015-01,209.32227906751865
2015-02,222.71427197820282
2015-03,228.89188515058436
2015-04,224.3880445068911
2015-05,230.77662938118212
2015-06,221.81415302002077
2015-07,227.1107003685426
2015-08,209.2746669526598
2015-09,202.69201739952504
2015-10,220.87927281300938
2015-11,230.2050298687662
2015-12,220.2640398576138
2016-01,208.10642597335556
2016-02,206.2143630579051
2016-03,209.71557035623258
2016-04,211.91949175501392
2016-05,219.61570289728442
2016-06,219.04792530960037
2016-07,226.3955080618637
2016-08,227.2569581663631
2016-09,226.3124482244011
2016-10,227.29364630279102
2016-11,239.75194639750396
2016-12,245.74488798554353
2017-01,245.92652049066155
2017-02,257.637068412857
2017-03,257.0974424791293
2017-04,255.37744191197623
2017-05,251.61561189323962
2017-06,249.5538779451959
2017-07,246.75962574546517
2017-08,244.9705787242213
2017-09,251.33588771399192
2017-10,260.22520248844125
2017-11,260.436294709736
2017-12,262.6577749445051
2018-01,265.937371168109
2018-02,261.0010546330425
2018-03,252.87504569751775
2018-04,259.6872652714723
2018-05,272.5233639238887
2018-06,272.6297437555384
2018-07,280.341553311465
2018-08,287.07841905390336
2018-09,289.54467131452657
2018-10,275.54210126804503
2018-11,279.5632108375034
2018-12,254.97719564626766
2019-01,274.131765555419
2019-02,284.4973996260423
2019-03,292.80372265051994
2019-04,303.2695811173055
2019-05,287.6433823357299
2019-06,299.73586926739614
2019-07,309.056183674949
2019-08,306.17084157394754
2019-09,315.6523401011608
2019-10,315.92326071452186
2019-11,329.0827366076125
2019-12,332.9498878311814
2020-01,336.1502107563104
2020-02,310.5796732530285
2020-03,271.2502062415808
2020-04,302.81422794701876
2020-05,312.09469026539625
2020-06,316.1798793778262
2020-07,315.0086978554607
2020-08,332.9625829875929
2020-09,327.97049461225606
2020-10,321.16685641219965
2020-11,350.29367908156064
2020-12,356.9599887322891
2021-01,356.3371802700045
2021-02,365.4357776031718
2021-03,390.0116548285237
2021-04,398.5072773345027
2021-05,396.87600465237006
2021-06,416.8698375694864
2021-07,424.58986698936246
2021-08,437.35902216365315
2021-09,427.4447738950986
2021-10,453.0981813983318
2021-11,457.4459065265053
2021-12,471.34588046433964
2022-01,452.6464225287242
2022-02,441.49270031655936
2022-03,459.84593292832255
2022-04,444.11725030751205
2022-05,436.8446227179753
2022-06,410.0304681297071
2022-07,455.07150521265845
2022-08,443.0616751883159
2022-09,412.2693910557509
2022-10,437.36635736335023
2022-11,446.74738457353175
2022-12,410.9696169201872
2023-01,430.602445694001
2023-02,429.60291387435166
2023-03,432.26409847374373
2023-04,432.22210272565866
2023-05,445.45913912349874
2023-06,461.53853123914513
2023-07,472.2150745510732
