Date,EM LATIN AMERICA ex BRAZIL
2013-08,5995.440840592349
2013-09,6056.054289210926
2013-10,6212.845510255303
2013-11,6120.810653318247
2013-12,6073.823992727324
2014-01,5708.1682532724935
2014-02,5556.377757547577
2014-03,5905.077416154757
2014-04,5941.113479645278
2014-05,6170.630598872158
2014-06,6299.125320673934
2014-07,6441.223050226789
2014-08,6786.36038684351
2014-09,6738.20230517911
2014-10,6732.883123052342
2014-11,6463.565358748231
2014-12,6209.016270319212
2015-01,6265.033205301371
2015-02,6669.579673038887
2015-03,6739.718300807816
2015-04,6693.137533623744
2015-05,6728.3476586323
2015-06,6491.080146128538
2015-07,6282.286705942947
2015-08,5774.23818786633
2015-09,5583.409641779665
2015-10,6029.789659745349
2015-11,5987.067222637114
2015-12,5610.113914026401
2016-01,5504.705002685441
2016-02,5578.6904354241815
2016-03,5946.65661719847
2016-04,6011.208178384785
2016-05,5702.86650787774
2016-06,5905.6125130736145
2016-07,5886.279323298761
2016-08,5937.076374807603
2016-09,5748.693926856647
2016-10,6167.172572474358
2016-11,5751.0558459217455
2016-12,5836.687014610586
2017-01,5885.107020024088
2017-02,6128.964062073942
2017-03,6585.148550751724
2017-04,6471.126489166959
2017-05,6337.382983551172
2017-06,6470.9299387091505
2017-07,6582.983219240678
2017-08,6693.2282823607
2017-09,6608.216620084764
2017-10,6436.202135948728
2017-11,6108.27878370285
2017-12,6322.723585071756
2018-01,6589.445924639314
2018-02,6329.398487612466
2018-03,6303.086562250086
2018-04,6597.322021590122
2018-05,6091.370064116183
2018-06,6332.536733766993
2018-07,6708.350704821517
2018-08,6428.0851816961585
2018-09,6571.202614114342
2018-10,5804.983840449367
2018-11,5659.673815739779
2018-12,5651.358065842919
2019-01,6219.321979413267
2019-02,6113.679117873823
2019-03,6176.272521696988
2019-04,6329.47861130668
2019-05,5871.7313650755295
2019-06,6098.183555152425
2019-07,5997.361828937685
2019-08,5687.297350098846
2019-09,5906.583732652958
2019-10,5843.815878625553
2019-11,5695.637193294915
2019-12,5967.199937281077
2020-01,5923.49938854785
2020-02,5357.625785326702
2020-03,3867.6790565724245
2020-04,4172.758070701293
2020-05,4243.949276078124
2020-06,4271.5197646313845
2020-07,4262.890159116858
2020-08,4173.882955724741
2020-09,4189.979591240817
2020-10,4272.602041487202
2020-11,4940.815910758694
2020-12,5261.953682947538
2021-01,5050.39337029863
2021-02,5203.828452694037
2021-03,5654.678161105751
2021-04,5483.185967425674
2021-05,5678.8631100786815
2021-06,5729.106703310238
2021-07,5731.482479179476
2021-08,6137.8349290821825
2021-09,5890.019183674691
2021-10,5919.857215432925
2021-11,5776.874909861271
2021-12,6193.360150593047
2022-01,6233.659571769704
2022-02,6535.750208393396
2022-03,7259.446135255598
2022-04,6758.668578184812
2022-05,7175.983646659856
2022-06,6377.3761906510335
2022-07,6682.257960897443
2022-08,6545.799610370626
2022-09,6508.675550037123
2022-10,7194.927688279137
2022-11,7349.069134196283
2022-12,6682.933797111424
2023-01,7530.99360277794
2023-02,7586.789206421029
2023-03,7584.20087266807
2023-04,7592.0609333463435
2023-05,7632.7353677978745
2023-06,7950.827078312912
2023-07,8302.399260380516
