Date,WORLD ex AUSTRALIA WITH USA GROSS
2013-03,1386.0885878992904
2013-04,1391.9758154166018
2013-05,1424.1209653632711
2013-06,1387.3157005916376
2013-07,1431.0134909297085
2013-08,1409.1621172175412
2013-09,1440.6517515761002
2013-10,1490.077401634772
2013-11,1518.0963336426853
2013-12,1534.1504778118876
2014-01,1510.6557315406687
2014-02,1548.197952408479
2014-03,1552.1792486989639
2014-04,1558.5541858540666
2014-05,1615.9212312486989
2014-06,1640.8206851991158
2014-07,1650.1318564022965
2014-08,1714.4137123759974
2014-09,1744.800179518513
2014-10,1768.4614158933837
2014-11,1818.3893926036612
2014-12,1844.1163534704635
2015-01,1941.9703274010485
2015-02,2068.08576064079
2015-03,2127.2213558504513
2015-04,2087.747887813933
2015-05,2143.9255651588937
2015-06,2062.483187472599
2015-07,2119.0339073581467
2015-08,1954.626804002479
2015-09,1890.5362207924582
2015-10,2063.259473812866
2015-11,2147.510869231271
2015-12,2049.309839450479
2016-01,1936.0986458243651
2016-02,1914.7477554057796
2016-03,1947.388925494359
2016-04,1967.908418283293
2016-05,2038.5846006378201
2016-06,2019.8764498475246
2016-07,2089.757363732032
2016-08,2102.499842459229
2016-09,2094.2152105367422
2016-10,2105.977275099329
2016-11,2209.2821706721134
2016-12,2275.670231510103
2017-01,2273.9328210462163
2017-02,2377.190863955287
2017-03,2386.5532118668602
2017-04,2380.706826468456
2017-05,2359.15844958258
2017-06,2333.9851993721463
2017-07,2311.2807481154255
2017-08,2296.502069146103
2017-09,2363.935352629664
2017-10,2445.055562512144
2017-11,2442.733551472424
2017-12,2456.7707905186157
2018-01,2495.069391526804
2018-02,2443.366011561794
2018-03,2373.068694730649
2018-04,2443.0453875253593
2018-05,2545.127110999562
2018-06,2543.129946727258
2018-07,2618.088364788771
2018-08,2668.5028731795765
2018-09,2689.8995239463447
2018-10,2555.6610383406996
2018-11,2588.0050011598955
2018-12,2366.492072703951
2019-01,2542.02903974196
2019-02,2639.5433146721466
2019-03,2713.205396813851
2019-04,2816.951464311987
2019-05,2666.344470739471
2019-06,2782.646627529337
2019-07,2860.7825892966603
2019-08,2836.047432663304
2019-09,2926.3656437277655
2019-10,2933.5874239212635
2019-11,3053.4718673110665
2019-12,3091.1882121621256
2020-01,3112.2445816288323
2020-02,2877.519752082142
2020-03,2508.027196621728
2020-04,2785.4638105171334
2020-05,2876.6512426994595
2020-06,2922.6483269742944
2020-07,2909.625872236884
2020-08,3070.786219674236
2020-09,3026.7192556830064
2020-10,2952.2286506733494
2020-11,3241.628151883537
2020-12,3303.204688525339
2021-01,3293.54869574278
2021-02,3381.888639275495
2021-03,3611.8188519321197
2021-04,3690.856719322904
2021-05,3685.927458299525
2021-06,3860.065911529236
2021-07,3932.892684463007
2021-08,4050.985612472925
2021-09,3954.8244348769867
2021-10,4187.118084921138
2021-11,4215.516944758601
2021-12,4351.228688720052
2022-01,4184.319187060045
2022-02,4064.79328028119
2022-03,4209.882901153777
2022-04,4069.5089661456213
2022-05,4013.168519093098
2022-06,3760.367985319254
2022-07,4163.728391047297
2022-08,4044.1413272628415
2022-09,3768.4044352802753
2022-10,4005.896843779666
2022-11,4109.957426576924
2022-12,3795.891338220084
2023-01,3991.7826743907985
2023-02,3995.186026172707
2023-03,4024.834234056884
2023-04,4032.40316462805
2023-05,4138.978920331351
2023-06,4291.0326563442395
2023-07,4389.022819966043
