Date,FM EMEA
2021-06,1313.5108160262728
2021-07,1343.5504680588183
2021-08,1388.7250723354332
2021-09,1425.7354729550932
2021-10,1481.6471221014424
2021-11,1426.6394752350761
2021-12,1441.9331488531075
2022-01,1408.0318775231183
2022-02,1332.108086790512
2022-03,1364.461961033131
2022-04,1435.5207095529531
2022-05,1332.3826360057512
2022-06,1311.1134578311312
2022-07,1391.7456273802568
2022-08,1412.188375474668
2022-09,1334.4169336714065
2022-10,1333.0455299999865
2022-11,1351.562583527829
2022-12,1302.385217431954
2023-01,1313.5348452267199
2023-02,1362.5368006123535
2023-03,1321.3931112797495
2023-04,1322.3947352705122
2023-05,1354.646370014295
2023-06,1339.2356202445728
2023-07,1407.2403374385324
