Date,EUROPE
2010-09,120.49965575171287
2010-10,123.48616196337625
2010-11,121.83746111506926
2010-12,128.1453065207861
2011-01,130.3349451083693
2011-02,133.61996618897243
2011-03,128.9671087071179
2011-04,133.2309994461055
2011-05,132.9565815243384
2011-06,129.3072938714135
2011-07,126.04113009680293
2011-08,113.19284264328435
2011-09,108.13604851101191
2011-10,116.60890232712151
2011-11,115.37108200215638
2011-12,117.78858202434174
2012-01,122.28225743525803
2012-02,127.24212103072908
2012-03,127.06344427608458
2012-04,124.91650535462257
2012-05,117.32683847697874
2012-06,123.37935596769667
2012-07,128.56700796526258
2012-08,131.15519270680957
2012-09,132.29859122543806
2012-10,133.25817060462256
2012-11,136.21412321504752
2012-12,138.1561966939269
2013-01,142.03068519681077
2013-02,143.38984393472424
2013-03,145.6839000040069
2013-04,148.04919697460852
2013-05,150.88656791025005
2013-06,143.17867449466115
2013-07,150.4813324496266
2013-08,149.60354136992464
2013-09,156.20688599949042
2013-10,162.19799464639888
2013-11,163.86824340345214
2013-12,165.54165953313264
2014-01,162.61366141314295
2014-02,170.37045430547803
2014-03,168.98554004877107
2014-04,172.16400116205537
2014-05,176.50453547000382
2014-06,175.730596262349
2014-07,173.024370826497
2014-08,176.4942238200694
2014-09,177.1222353041677
2014-10,173.87715908943838
2014-11,179.39389337604547
2014-12,176.8639437204831
2015-01,189.6465019945469
2015-02,202.77526374017862
2015-03,206.14588905985696
2015-04,206.16000849786155
2015-05,209.08672479966108
2015-06,199.41589589287668
2015-07,207.38482441497862
2015-08,189.92682531982916
2015-09,181.7501687517745
2015-10,196.8093683221568
2015-11,202.0740705875168
2015-12,191.40953547438576
2016-01,179.49489861788885
2016-02,175.5492287904244
2016-03,177.89140350269213
2016-04,181.31433301615365
2016-05,185.44597115488375
2016-06,177.56372425856176
2016-07,183.79019016317784
2016-08,185.077274078621
2016-09,185.0200295748114
2016-10,183.50076857853279
2016-11,185.4998903851258
2016-12,196.34144813621774
2017-01,195.60724765501308
2017-02,201.3155153389291
2017-03,208.03912120166248
2017-04,211.54758611718282
2017-05,214.79368563410688
2017-06,209.45812414665525
2017-07,208.67631672296116
2017-08,207.05903196336882
2017-09,215.10358689374448
2017-10,219.3151671749489
2017-11,214.74668429251994
2017-12,216.4505868049406
2018-01,219.9167367224428
2018-02,211.41984736741773
2018-03,207.14354637208407
2018-04,216.68999335954572
2018-05,216.91891672816908
2018-06,215.4190442533283
2018-07,222.11407593668636
2018-08,217.1258133570968
2018-09,218.27434661595294
2018-10,206.67880172194327
2018-11,204.89803859856033
2018-12,193.57099750677992
2019-01,205.55042221925248
2019-02,214.0867736791199
2019-03,218.43329204536636
2019-04,226.67730348485776
2019-05,215.47901836888147
2019-06,225.01650405786577
2019-07,225.69139946325836
2019-08,222.44217497006068
2019-09,230.81196527590868
2019-10,232.7865107633636
2019-11,239.06093844951448
2019-12,243.99548467953653
2020-01,240.929504721736
2020-02,220.51969189353744
2020-03,188.8778039478483
2020-04,200.43648742353867
2020-05,206.35225157751339
2020-06,212.67856527615047
2020-07,209.76653587979942
2020-08,215.9409714865474
2020-09,212.89331468110893
2020-10,202.23206076731645
2020-11,230.43662984676214
2020-12,235.89052513608624
2021-01,234.1295976795186
2021-02,240.0708968319294
2021-03,255.59441813694986
2021-04,260.88325068807694
2021-05,267.567602818736
2021-06,272.1064598401596
2021-07,277.1601123180351
2021-08,282.6238024280365
2021-09,274.1121688830057
2021-10,286.880167734534
2021-11,279.7345923398221
2021-12,295.1667682404104
2022-01,285.73096467927695
2022-02,277.117903648403
2022-03,279.455403562191
2022-04,277.789073280874
2022-05,275.60863903756257
2022-06,254.31750936628328
2022-07,273.658445707602
2022-08,260.2083418815008
2022-09,243.86080025559642
2022-10,259.0381998911306
2022-11,276.87042977737997
2022-12,267.14944249649193
2023-01,285.2981722966922
2023-02,290.3597565112424
2023-03,290.14290957660256
2023-04,297.3896841740218
2023-05,289.8944214665935
2023-06,296.8448907287945
2023-07,302.742496894702
