Date,HONG KONG-LISTED SOUTHBOUND + CHINA A
2019-03,3431.8800598593257
2019-04,3480.59751708181
2019-05,3184.8611919362334
2019-06,3307.512612093285
2019-07,3365.165344830503
2019-08,3212.813221832927
2019-09,3279.804454373921
2019-10,3303.3754451966147
2019-11,3305.800375802866
2019-12,3513.359710083239
2020-01,3451.644957162534
2020-02,3462.8832435126974
2020-03,3175.504006524083
2020-04,3383.5261515521847
2020-05,3237.2255254695797
2020-06,3512.1770476453185
2020-07,3682.6965431266312
2020-08,3783.7287807807347
2020-09,3668.4427870600134
2020-10,3844.954695825128
2020-11,4009.560786912651
2020-12,4130.073499380649
2021-01,4352.132268688738
2021-02,4355.758823485326
2021-03,4281.665818952168
2021-04,4310.3296530524
2021-05,4451.332712975951
2021-06,4501.44479226304
2021-07,4177.058675468489
2021-08,4255.904246818785
2021-09,4265.510069844452
2021-10,4355.765732940796
2021-11,4402.997397932587
2021-12,4373.9630416357495
2022-01,4193.723091416809
2022-02,4190.381588886613
2022-03,3898.13493001068
2022-04,3783.0071204198407
2022-05,3822.827110688645
2022-06,4203.397543466556
2022-07,4018.7100817032906
2022-08,3939.6962092862896
2022-09,3592.8538242876834
2022-10,3197.790598476809
2022-11,3585.0094111140666
2022-12,3581.0541915814
2023-01,3870.8632647290824
2023-02,3739.8427301614424
2023-03,3688.1031830340044
2023-04,3561.7528310697003
2023-05,3408.591087764091
2023-06,3364.8920475564005
2023-07,3535.7055207263998
