Date,EM (EMERGING MARKETS) ex CHINA
2010-10,4072.059844998393
2010-11,4230.54798928042
2010-12,4471.733633085847
2011-01,4236.946776550777
2011-02,4174.30017425524
2011-03,4306.518825193648
2011-04,4260.177275925745
2011-05,4254.304999288514
2011-06,4173.5771575603485
2011-07,4195.544956577904
2011-08,3816.548918450878
2011-09,3517.9115793049664
2011-10,3819.112793804542
2011-11,3707.637539491147
2011-12,3769.038226418456
2012-01,4165.799650283117
2012-02,4316.1220508025
2012-03,4224.2710314314145
2012-04,4157.421832829031
2012-05,3944.79153883541
2012-06,4007.2825616172227
2012-07,4214.577893453589
2012-08,4129.06032340554
2012-09,4285.510251736504
2012-10,4172.483707288567
2012-11,4204.199866129374
2012-12,4350.93893509617
2013-01,4258.12472426629
2013-02,4393.092925201039
2013-03,4424.646980792145
2013-04,4338.355464597746
2013-05,4283.5458292234425
2013-06,4005.0486926743943
2013-07,3935.3328939858393
2013-08,3856.815080696774
2013-09,4012.685940790431
2013-10,4212.084501442448
2013-11,4082.0952582921727
2013-12,3995.431904626231
2014-01,3819.4922231686014
2014-02,3859.221836384122
2014-03,4031.598782531399
2014-04,4045.355722537158
2014-05,4243.102085875489
2014-06,4336.360659373276
2014-07,4461.854956379623
2014-08,4656.673873313357
2014-09,4483.820048517482
2014-10,4540.438504715231
2014-11,4485.269583640832
2014-12,4339.505219667634
2015-01,4659.635767349459
2015-02,4831.09479940908
2015-03,4918.437215694017
2015-04,4949.391596626598
2015-05,4850.727851615566
2015-06,4698.905896905118
2015-07,4470.171623478243
2015-08,4045.758909846345
2015-09,3925.7193492697606
2015-10,4226.2803117822905
2015-11,4240.594711810089
2015-12,4017.3548022082687
2016-01,3862.453770156252
2016-02,3870.194702997969
2016-03,4194.151569662864
2016-04,4205.246046386397
2016-05,4125.188991611375
2016-06,4343.2122744654735
2016-07,4555.037017399416
2016-08,4611.2939618832925
2016-09,4608.091663633999
2016-10,4773.290491991689
2016-11,4644.893473725867
2016-12,4758.803122387289
2017-01,4876.654242393558
2017-02,5102.860457319896
2017-03,5204.973451875905
2017-04,5215.18707
2017-05,5156.139812
2017-06,5109.58623
2017-07,5181.959766
2017-08,5212.592052
2017-09,5190.37606
2017-10,5441.514648
2017-11,5296.655654
2017-12,5486.165961
2018-01,5636.256062
2018-02,5537.383759
2018-03,5423.6386781404435
2018-04,5486.48092335447
2018-05,5345.886084011433
2018-06,5150.768245120361
2018-07,5369.743387448887
2018-08,5280.7684154235585
2018-09,5282.6970983550855
2018-10,5010.906699860826
2018-11,5151.967355474553
2018-12,5047.298541602468
2019-01,5417.95281138425
2019-02,5392.37827654059
2019-03,5472.464910977146
2019-04,5595.097812417981
2019-05,5380.892932887667
2019-06,5551.584020547887
2019-07,5590.8999646631455
2019-08,5358.93280930416
2019-09,5567.133142989944
2019-10,5674.099108913786
2019-11,5682.585245351761
2019-12,5973.270035958395
2020-01,5772.75712890356
2020-02,5328.015602408298
2020-03,4239.33414255813
2020-04,4718.613117341536
2020-05,4720.326623484783
2020-06,4967.054105806048
2020-07,5122.780329275585
2020-08,5054.455825762249
2020-09,5114.957728911064
2020-10,5135.298823165218
2020-11,5710.1269395462805
2020-12,6167.60096012772
2021-01,6234.2765132991335
2021-02,6363.302041450153
2021-03,6679.684141029987
2021-04,6727.800651390403
2021-05,6839.90355138523
2021-06,7067.269083940128
2021-07,6893.868662376776
2021-08,7202.397253646335
2021-09,7084.539692577177
2021-10,7085.655055491073
2021-11,7061.434438438832
2021-12,7301.7633613968355
2022-01,7304.639575742444
2022-02,7103.729046062215
2022-03,7201.510832018567
2022-04,7124.4864487017985
2022-05,7024.201128124843
2022-06,6290.99882751821
2022-07,6760.035743270305
2022-08,6889.3756902326695
2022-09,6338.358656151781
2022-10,6480.151884992493
2022-11,6802.351439155393
2022-12,6282.22289522208
2023-01,6546.450366582288
2023-02,6400.840786840982
2023-03,6393.073070564159
2023-04,6343.002414454038
2023-05,6661.034969849912
2023-06,6751.451703974944
2023-07,6970.427983622139
