Date,AC ASIA PACIFIC ex JAPAN
2008-11,117.4516589531843
2008-12,116.72808351063206
2009-01,116.99386606297813
2009-02,111.1793795904716
2009-03,122.15977908733512
2009-04,141.04838021109845
2009-05,151.08987554277857
2009-06,153.86694151936894
2009-07,170.90659625972248
2009-08,168.41907920298175
2009-09,181.25198572291265
2009-10,178.9307348125234
2009-11,180.72873174945468
2009-12,195.90123558250136
2010-01,189.46051056086844
2010-02,195.4616438080986
2010-03,211.9897503740924
2010-04,218.58582781220602
2010-05,211.49214234430315
2010-06,213.32238528585782
2010-07,215.3877353278395
2010-08,217.12760886006885
2010-09,226.23824092226164
2010-10,228.22389104675148
2010-11,238.8481082864836
2010-12,247.49751600406424
2011-01,239.00253141698073
2011-02,233.2162678628473
2011-03,238.73220928209267
2011-04,238.19756225218524
2011-05,240.19481314865382
2011-06,233.4031418861588
2011-07,236.1963947586016
2011-08,215.71900201731134
2011-09,200.1562675827117
2011-10,218.04784255812044
2011-11,208.11130171028427
2011-12,215.87134805047245
2012-01,236.00476114188848
2012-02,243.02674605675773
2012-03,236.71325753670692
2012-04,239.39252017475354
2012-05,229.5548210353312
2012-06,232.52951473171106
2012-07,248.82190215900306
2012-08,242.29909201911028
2012-09,251.3843081112198
2012-10,250.7501087071271
2012-11,255.67586727679063
2012-12,259.97393245179853
2013-01,259.216963003609
2013-02,271.62050165989535
2013-03,272.16397417394364
2013-04,271.84695798812055
2013-05,264.75242317131216
2013-06,248.40155094881058
2013-07,248.22456228078894
2013-08,248.09832756251322
2013-09,255.98624578492507
2013-10,266.7945822305861
2013-11,263.6390871859647
2013-12,257.20886280116446
2014-01,249.45588370284432
2014-02,254.61739344482794
2014-03,259.7005822923967
2014-04,260.81419394705534
2014-05,273.5658762402502
2014-06,277.21167168734706
2014-07,293.6499136574703
2014-08,300.5563519108282
2014-09,290.6435414512939
2014-10,301.06491059545306
2014-11,298.65590115566977
2014-12,301.1513770182472
2015-01,327.7627093009936
2015-02,340.23808780330614
2015-03,354.37578255923455
2015-04,359.496244042871
2015-05,357.6659991946523
2015-06,338.1207035969523
2015-07,323.8489476689395
2015-08,286.89131930800033
2015-09,281.36157316759846
2015-10,305.761066603298
2015-11,311.78863180646954
2015-12,304.0317740520995
2016-01,281.3108418653371
2016-02,277.63381588961437
2016-03,295.3175901530494
2016-04,293.62233582286586
2016-05,297.3792774270962
2016-06,304.3096863039445
2016-07,319.1778137778479
2016-08,327.1258484352404
2016-09,329.98470143394803
2016-10,332.66523392486505
2016-11,336.12056487278636
2016-12,334.2732267476948
2017-01,345.1727031580527
2017-02,363.1438462085594
2017-03,371.89416839378583
2017-04,371.0145916695296
2017-05,368.8615662363396
2017-06,370.3931138578817
2017-07,376.8181223930811
2017-08,377.4970001770484
2017-09,378.52878403813287
2017-10,399.73263128255644
2017-11,392.942694802397
2017-12,402.21055868037547
2018-01,413.7318605147028
2018-02,402.6145622201713
2018-03,390.411515671443
2018-04,401.37288855937976
2018-05,411.99729976568
2018-06,396.4579134529377
2018-07,399.86480333222227
2018-08,397.60711448178273
2018-09,392.7975333283827
2018-10,361.34943384980335
2018-11,377.7388698465807
2018-12,363.6695634582139
2019-01,388.7032005542738
2019-02,400.74437994192186
2019-03,412.66329260962965
2019-04,420.81160248102094
2019-05,393.7695330256151
2019-06,409.7627535152307
2019-07,413.58990331241887
2019-08,399.81419256606813
2019-09,411.09580194923484
2019-10,417.96570370589
2019-11,424.7035785456788
2019-12,441.30871149496306
2020-01,430.4616198786071
2020-02,415.9139657188273
2020-03,357.9513645644646
2020-04,393.78465203874697
2020-05,386.501934766632
2020-06,414.1210974663674
2020-07,424.39135919137874
2020-08,435.64186443145127
2020-09,434.1227111514015
2020-10,447.5418270840893
2020-11,475.4657882313239
2020-12,495.7260346355647
2021-01,516.7677317523676
2021-02,524.285927769281
2021-03,530.1042812599302
2021-04,532.1690529074461
2021-05,531.6020855743002
2021-06,546.4482188050894
2021-07,510.3823141021973
2021-08,523.8507228329507
2021-09,512.145831045029
2021-10,521.7819471891212
2021-11,513.5439658211241
2021-12,517.9219524468687
2022-01,504.43117442955923
2022-02,497.77891579946055
2022-03,499.2545024240388
2022-04,498.6428706226434
2022-05,491.9900828279878
2022-06,475.18833071689807
2022-07,487.27820931863835
2022-08,493.183859002743
2022-09,442.58312167786426
2022-10,420.2196959285211
2022-11,474.37493784788654
2022-12,455.4197572327711
2023-01,486.14507969038664
2023-02,464.19133132664024
2023-03,465.7330978164173
2023-04,450.56616575557547
2023-05,455.61652007159694
2023-06,458.97709605159963
2023-07,480.3302722813222
