Date,GOLDEN DRAGON
2022-10,269.9600970196144
2022-11,328.7293029399838
2022-12,325.21672352764995
2023-01,354.6920855516511
2023-02,335.8823354406914
2023-03,339.9692252678892
2023-04,320.41587169069925
2023-05,318.43015902476657
2023-06,321.09814362162246
2023-07,339.3252940318005
