Date,ACFM EUROPE + CIS (E+C)
2010-08,736.6536005480025
2010-09,760.6230969302054
2010-10,779.6126489662448
2010-11,770.5824912221836
2010-12,810.4934292485859
2011-01,823.5576904978253
2011-02,844.5747343166553
2011-03,817.9575452824035
2011-04,843.1161198487227
2011-05,839.7274479843657
2011-06,817.3667411765607
2011-07,798.1857550089378
2011-08,715.3802288021427
2011-09,680.1225911266637
2011-10,734.1140440477525
2011-11,726.9803347189011
2011-12,738.9439633614684
2012-01,770.8016038307181
2012-02,802.8487308688116
2012-03,800.1365633312465
2012-04,786.4203879375883
2012-05,736.1802278175613
2012-06,775.4626773352097
2012-07,808.4540783336411
2012-08,823.9590896875558
2012-09,831.8757552143809
2012-10,837.0722362425042
2012-11,854.7582545282435
2012-12,868.4410258260684
2013-01,891.88351480061
2013-02,899.6280267161166
2013-03,913.319512277793
2013-04,925.937350281835
2013-05,942.8067453229845
2013-06,893.7657977460614
2013-07,937.3505367449792
2013-08,931.4581756756955
2013-09,973.4448586963944
2013-10,1011.0037899537414
2013-11,1019.2884947450657
2013-12,1027.5316645853247
2014-01,1007.0263069676021
2014-02,1052.9164448151944
2014-03,1045.0538523091152
2014-04,1062.5259074867386
2014-05,1092.413548141769
2014-06,1088.6857573786199
2014-07,1070.926740857101
2014-08,1091.7404556662314
2014-09,1094.666360425986
2014-10,1075.1214698331642
2014-11,1106.1270942727858
2014-12,1085.6112323465225
2015-01,1162.5408388600952
2015-02,1244.1943035147042
2015-03,1264.4926659490022
2015-04,1267.764523437033
2015-05,1283.9301311617664
2015-06,1224.8178458390958
2015-07,1270.597589638144
2015-08,1163.5432545488295
2015-09,1113.5354595472513
2015-10,1205.240056260186
2015-11,1236.6713511507317
2015-12,1169.9985794935396
2016-01,1098.4386019102228
2016-02,1075.402533084247
2016-03,1092.9811554041714
2016-04,1114.405014910955
2016-05,1137.361975319361
2016-06,1090.4728767004797
2016-07,1127.6554468817324
2016-08,1136.101687967058
2016-09,1135.9988385688105
2016-10,1128.4477299906707
2016-11,1141.1171792173325
2016-12,1209.4453983865285
2017-01,1204.8757400880802
2017-02,1238.6172241860838
2017-03,1278.8835693078247
2017-04,1300.834519450388
2017-05,1317.9811555642789
2017-06,1285.5249840801368
2017-07,1281.6414024519208
2017-08,1274.5408443362332
2017-09,1321.793872340158
2017-10,1347.3853030966409
2017-11,1319.287150675331
2017-12,1331.4953344787584
2018-01,1355.0869075483452
2018-02,1304.4392579138093
2018-03,1276.3255604328833
2018-04,1331.4116050418952
2018-05,1331.8514271012127
2018-06,1322.7214667024218
2018-07,1363.9534088616497
2018-08,1331.1435365353966
2018-09,1340.9223085146978
2018-10,1270.7497190218608
2018-11,1261.3358288077827
2018-12,1192.4432705809381
2019-01,1268.2491354862705
2019-02,1318.2086560516395
2019-03,1344.0032006642025
2019-04,1394.1860618176433
2019-05,1328.904398693941
2019-06,1388.1849359145056
2019-07,1393.6149539625524
2019-08,1371.6524752331159
2019-09,1423.53791203711
2019-10,1437.4196205673222
2019-11,1475.110899504551
2019-12,1507.021090858391
2020-01,1487.525168104094
2020-02,1358.4740742099818
2020-03,1159.3233918290186
2020-04,1231.8825648251222
2020-05,1269.7349230086838
2020-06,1306.7573365300668
2020-07,1288.2169035788463
2020-08,1324.557350923645
2020-09,1303.9902971201823
2020-10,1236.9520879872805
2020-11,1411.553183967536
2020-12,1447.6014422626722
2021-01,1436.4570462168447
2021-02,1472.2924240727982
2021-03,1566.8091145391484
2021-04,1597.8856095939093
2021-05,1641.815725952563
2021-06,1671.5409217455497
2021-07,1701.6672529621687
2021-08,1737.1957123538057
2021-09,1689.7850965010032
2021-10,1768.0249130610007
2021-11,1720.123575615052
2021-12,1810.41610070801
2022-01,1751.7182589402767
2022-02,1677.0808277066876
2022-03,1672.896830989742
2022-04,1662.2374235383074
2022-05,1648.5904996053364
2022-06,1521.3146194629735
2022-07,1636.2465472525205
2022-08,1556.7310236902006
2022-09,1458.474270902749
2022-10,1550.5062623975307
2022-11,1658.0729291838259
2022-12,1601.075161062192
2023-01,1708.576196468995
2023-02,1739.617564182123
2023-03,1736.7438512547772
2023-04,1780.3786481141813
2023-05,1736.6727403746827
2023-06,1778.8274703210257
2023-07,1816.1080193293885
