Date,ACWI FM ex JAPAN
2011-09,819.5854655309915
2011-10,880.895891995641
2011-11,886.5270931405024
2011-12,916.6120003725497
2012-01,962.6387726396287
2012-02,989.3093776683764
2012-03,999.8531033785837
2012-04,996.2811078954417
2012-05,970.9546887488773
2012-06,992.3668919572787
2012-07,1039.796042505965
2012-08,1040.3867385612314
2012-09,1052.1589856446708
2012-10,1038.6081683708067
2012-11,1047.1609496200185
2012-12,1053.9937561974737
2013-01,1071.74678683687
2013-02,1110.2359511062807
2013-03,1148.1147912429117
2013-04,1144.664637802827
2013-05,1167.1297751818724
2013-06,1124.9354776055366
2013-07,1158.0727696572494
2013-08,1141.9596524318326
2013-09,1166.7238225811946
2013-10,1212.4374868864713
2013-11,1227.7021134791105
2013-12,1234.9992872638027
2014-01,1211.5547238639376
2014-02,1245.369309065492
2014-03,1255.3985455870966
2014-04,1263.4582005813254
2014-05,1309.518414322984
2014-06,1326.270347212052
2014-07,1338.8790445731797
2014-08,1394.7581590373143
2014-09,1404.4841266026458
2014-10,1428.0781302371354
2014-11,1460.494470782359
2014-12,1474.9665342743083
2015-01,1552.0463208017877
2015-02,1647.6397736400727
2015-03,1689.7486318773717
2015-04,1665.722200633896
2015-05,1698.0493371489436
2015-06,1630.6997399826387
2015-07,1659.1672769629124
2015-08,1522.4311556229065
2015-09,1477.1370834726151
2015-10,1606.8098555102194
2015-11,1666.820206983516
2015-12,1588.4380548946294
2016-01,1501.5453789966955
2016-02,1487.8328991606468
2016-03,1526.763935227605
2016-04,1537.590370342373
2016-05,1585.5121876648016
2016-06,1581.5213104292986
2016-07,1635.9667192516267
2016-08,1647.9685170024834
2016-09,1641.9550460243454
2016-10,1650.4396169213835
2016-11,1723.1453847519904
2016-12,1772.2639536039628
2017-01,1775.756778132175
2017-02,1859.101040749796
2017-03,1872.1383103551123
2017-04,1868.1919469479026
2017-05,1848.0056938490159
2017-06,1829.3840176494036
2017-07,1820.286623925504
2017-08,1812.8703048320656
2017-09,1858.3307653289257
2017-10,1921.0031178246427
2017-11,1911.4637849466023
2017-12,1930.1955394001059
2018-01,1967.2033133909272
2018-02,1920.502823009669
2018-03,1863.9275572798642
2018-04,1915.6699839660996
2018-05,1986.609410472113
2018-06,1978.5474507850486
2018-07,2038.1406779062545
2018-08,2066.288704927611
2018-09,2074.514343686639
2018-10,1969.1347330933538
2018-11,2001.083967772392
2018-12,1842.075763161347
2019-01,1982.6259422111982
2019-02,2055.570484365935
2019-03,2111.9057854788566
2019-04,2190.485272196558
2019-05,2069.44108840163
2019-06,2161.8343755179976
2019-07,2218.0039330179666
2019-08,2187.003139235241
2019-09,2252.11668831266
2019-10,2257.2316809682334
2019-11,2343.0793390603726
2019-12,2385.2260778491946
2020-01,2389.8566799778814
2020-02,2218.4353658961854
2020-03,1909.8155839878586
2020-04,2126.2663797993746
2020-05,2182.2592397815615
2020-06,2235.6442806811506
2020-07,2246.4107143824317
2020-08,2354.879794056276
2020-09,2317.286367857679
2020-10,2274.84144596226
2020-11,2487.5916253079263
2020-12,2545.8472773614735
2021-01,2553.3553675862418
2021-02,2616.2757647768944
2021-03,2777.152267440847
2021-04,2841.2128295357775
2021-05,2841.0683844974187
2021-06,2970.7792096727067
2021-07,2995.099080495777
2021-08,3082.929792514276
2021-09,2997.337823813746
2021-10,3171.6873648261185
2021-11,3182.352836543016
2021-12,3279.7342940164153
2022-01,3164.116600563903
2022-02,3073.563904597842
2022-03,3174.745179788442
2022-04,3082.179475984705
2022-05,3035.8895419787336
2022-06,2847.7789618970064
2022-07,3125.6197819775366
2022-08,3050.9947237249867
2022-09,2833.284982148313
2022-10,2982.2629467464803
2022-11,3081.5607804043266
2022-12,2849.0870031447735
2023-01,3001.914069776868
2023-02,2987.886545247893
2023-03,3004.886353509192
2023-04,3001.426944405877
2023-05,3069.6146474633115
2023-06,3176.609182725161
2023-07,3259.70737896947
