Date,EM EASTERN EUROPE ex RUSSIA
2014-10,2694.2209916013658
2014-11,2674.824876890436
2014-12,2507.7210775005137
2015-01,2573.0590052055045
2015-02,2673.9333412014084
2015-03,2784.9210505135443
2015-04,2966.571505742238
2015-05,2834.6293403177147
2015-06,2699.96111060306
2015-07,2677.7319097428917
2015-08,2542.603309653612
2015-09,2437.3427391379582
2015-10,2440.436262819293
2015-11,2345.7996216118395
2015-12,2260.281311891679
2016-01,2156.3745233122
2016-02,2178.5892591669312
2016-03,2444.488644745717
2016-04,2311.9644636631406
2016-05,2205.6481278123238
2016-06,2148.314287119245
2016-07,2227.5398425795984
2016-08,2251.904013961656
2016-09,2209.8603635487375
2016-10,2357.6776630224067
2016-11,2259.4658892687758
2016-12,2442.16136151727
2017-01,2583.1733430910085
2017-02,2716.666582439486
2017-03,2721.245176423969
2017-04,2923.9017745760716
2017-05,2903.5366990774896
2017-06,2910.4720543831236
2017-07,3005.015487341629
2017-08,3169.9474200897002
2017-09,3072.989660541537
2017-10,3226.9137466204484
2017-11,3119.4201090945653
2017-12,3213.2013950099113
2018-01,3362.041112480384
2018-02,3125.0778111849063
2018-03,2965.397804259322
2018-04,3038.936585418996
2018-05,2808.4580292739633
2018-06,2764.7330656763106
2018-07,3008.1569495770777
2018-08,3042.084031796589
2018-09,3024.297034579442
2018-10,2837.101802482874
2018-11,3044.19379636565
2018-12,3008.860007598681
2019-01,3162.182327426356
2019-02,3099.795604746887
2019-03,3096.2584264358347
2019-04,3131.71876741473
2019-05,3027.826334253254
2019-06,3111.3202740784864
2019-07,3073.5097636140526
2019-08,2866.387570289463
2019-09,2912.4379750649946
2019-10,3031.795911490777
2019-11,2981.4131796759343
2019-12,3061.2921731959364
2020-01,2891.730800045135
2020-02,2526.3104816725445
2020-03,1964.9317698670684
2020-04,2142.059817375734
2020-05,2266.8482750718417
2020-06,2297.5404473812296
2020-07,2297.64643761289
2020-08,2333.456940905594
2020-09,2130.086727757054
2020-10,1892.7895608958934
2020-11,2344.8041500340373
2020-12,2504.1020319534323
2021-01,2523.0862241204577
2021-02,2485.1230692335434
2021-03,2489.248701106403
2021-04,2606.03266335512
2021-05,2921.586070323446
2021-06,2896.34707623323
2021-07,2932.9004513846066
2021-08,3147.1667255646116
2021-09,3079.790561524487
2021-10,3184.2480175108976
2021-11,2952.6438442647773
2021-12,3062.3976875947296
2022-01,3101.3462240449735
2022-02,2660.1673621229866
2022-03,2810.6090273719033
2022-04,2505.714604266326
2022-05,2476.337127032182
2022-06,2283.1533610912325
2022-07,2340.522014313002
2022-08,2128.283044265921
2022-09,1892.4355194009743
2022-10,2120.904736410646
2022-11,2369.991549522303
2022-12,2404.5294095217077
2023-01,2556.281619315796
2023-02,2577.1999650613334
2023-03,2460.8656257099456
2023-04,2709.3144921545104
2023-05,2685.3739824008962
2023-06,2929.974873387109
2023-07,3112.9317592747207
