Date,ACFM EUROPE + CIS (E+C)
2009-09,696.857371888532
2009-10,683.7051724086948
2009-11,691.3363192430762
2009-12,735.1914361403068
2010-01,716.9376611580916
2010-02,714.1975939021833
2010-03,769.0750911957215
2010-04,763.6768603032456
2010-05,728.4032653552201
2010-06,723.1571422207066
2010-07,759.7233314836382
2010-08,750.3229309572174
2010-09,774.8107682484926
2010-10,794.2162661011508
2010-11,785.3097146897306
2010-12,826.031101397969
2011-01,839.5009960278115
2011-02,861.1684695610493
2011-03,834.3911251713569
2011-04,861.2182476068098
2011-05,859.6980989340095
2011-06,837.0746779360753
2011-07,817.6463562722423
2011-08,732.9266874869107
2011-09,697.0037992988348
2011-10,752.3822289139637
2011-11,745.3452149438239
2011-12,757.6988481813107
2012-01,790.5674194865067
2012-02,823.7320888033523
2012-03,821.4703930980927
2012-04,808.8180929581398
2012-05,758.8654403796364
2012-06,799.7471679896373
2012-07,833.9599922108108
2012-08,850.0489516402507
2012-09,858.444064916121
2012-10,863.9014638438609
2012-11,882.2813983162393
2012-12,896.5196534436961
2013-01,920.9380894726949
2013-02,929.2304924068935
2013-03,943.9373873083473
2013-04,958.6564470981943
2013-05,977.8433923167673
2013-06,927.2677460160476
2013-07,972.605539745807
2013-08,966.6168318730668
2013-09,1010.3515652418325
2013-10,1049.3618015544669
2013-11,1058.2124824166488
2013-12,1066.9094282988312
2014-01,1045.7473542873167
2014-02,1093.7228519408736
2014-03,1086.2357487233135
2014-04,1105.6923428760203
2014-05,1138.841109306801
2014-06,1135.3601073542068
2014-07,1117.034411397902
2014-08,1138.8507051953761
2014-09,1142.0971704935891
2014-10,1121.7628273263042
2014-11,1154.2947569248606
2014-12,1133.2371506839015
2015-01,1213.6923099211162
2015-02,1299.0606195461655
2015-03,1321.5363780515527
2015-04,1326.4885390298496
2015-05,1345.672028869731
2015-06,1284.1741271610258
2015-07,1332.3569237015474
2015-08,1220.2343403423067
2015-09,1167.9862271185089
2015-10,1264.2663503647705
2015-11,1297.4313624106553
2015-12,1227.6811186681548
2016-01,1152.764766196514
2016-02,1129.1104178840528
2016-03,1148.3727970891105
2016-04,1172.761325512206
2016-05,1199.1814875082052
2016-06,1150.353248434065
2016-07,1189.8093874438143
2016-08,1198.8834091334622
2016-09,1198.975951069533
2016-10,1191.147483108805
2016-11,1204.7451576424878
2016-12,1277.0673493679399
2017-01,1272.342770203953
2017-02,1308.2152787595107
2017-03,1352.351940011839
2017-04,1377.1061658650133
2017-05,1397.9788619845906
2017-06,1364.0128460354451
2017-07,1360.0929227554445
2017-08,1352.7712659215968
2017-09,1403.1499510564577
2017-10,1430.4918951853497
2017-11,1400.9198175198362
2017-12,1414.1431259959918
2018-01,1439.3077877562303
2018-02,1385.7775412991168
2018-03,1357.248312112633
2018-04,1418.1179821562828
2018-05,1421.5248174610138
2018-06,1412.3231981096944
2018-07,1456.6057018037916
2018-08,1421.789909487982
2018-09,1432.5044530707305
2018-10,1357.712248251166
2018-11,1347.9167884369315
2018-12,1274.5407681861138
2019-01,1355.8717727304017
2019-02,1409.4726636240828
2019-03,1438.5298812976598
2019-04,1494.4217804278285
2019-05,1427.7160440253394
2019-06,1491.988859417674
2019-07,1498.2635622094995
2019-08,1474.8937953542747
2019-09,1530.962250731121
2019-10,1546.154007469843
2019-11,1587.0499188530032
2019-12,1621.59391992206
2020-01,1600.8412869048425
2020-02,1462.224062860064
2020-03,1249.1504775710196
2020-04,1328.938503866149
2020-05,1371.0739968398211
2020-06,1411.6789822604128
2020-07,1392.2524907587572
2020-08,1431.7673687758008
2020-09,1409.7612434210034
2020-10,1337.5754522114132
2020-11,1526.588284157891
2020-12,1565.792867389059
2021-01,1553.9347957087816
2021-02,1592.9497427468539
2021-03,1696.8218963061868
2021-04,1732.6204917955326
2021-05,1782.7322062616456
2021-06,1815.5797237647191
2021-07,1848.7268457906275
2021-08,1887.4590345829045
2021-09,1837.259310778142
2021-10,1923.039062581808
2021-11,1871.2765317731482
2021-12,1969.6583407168873
2022-01,1906.049352299604
2022-02,1825.0312115216864
2022-03,1822.6406946865209
2022-04,1813.5438422075035
2022-05,1802.496807853012
2022-06,1663.7201653872169
2022-07,1789.7186207414288
2022-08,1702.9310423966688
2022-09,1595.7868006938788
2022-10,1696.697496170714
2022-11,1814.7467916250243
2022-12,1752.8709040672682
2023-01,1870.866560277961
2023-02,1905.1018888359552
2023-03,1904.4001735781167
2023-04,1955.1811137811437
2023-05,1910.985659157697
2023-06,1958.0287981030897
2023-07,1999.4234207739323
