Date,AC FAR EAST
2022-01,351.6600391156745
2022-02,345.0590438506725
2022-03,339.8503043155247
2022-04,333.4060886726056
2022-05,333.6955595084937
2022-06,323.123016676793
2022-07,332.52280342484505
2022-08,332.2409069922392
2022-09,298.40634749136717
2022-10,285.2200697326271
2022-11,319.63774305611395
2022-12,310.52556023239254
2023-01,331.7696926367952
2023-02,319.77083957300886
2023-03,324.6478261165227
2023-04,313.9210233096488
2023-05,322.36690058649685
2023-06,324.84807317492385
2023-07,338.2841734620858
