Date,EFM (EMERGING + FRONTIER MARKETS)
2019-02,1463.6480007140701
2019-03,1497.1782590638181
2019-04,1531.2925593832954
2019-05,1431.941908024045
2019-06,1488.7421866542188
2019-07,1506.3631396263943
2019-08,1450.1031940691228
2019-09,1492.1593363041982
2019-10,1518.8245901727253
2019-11,1535.225495696633
2019-12,1620.5867266890762
2020-01,1566.4509904535253
2020-02,1496.9192318435307
2020-03,1266.2322848822748
2020-04,1384.3511789048991
2020-05,1375.0531637932265
2020-06,1461.2782447227746
2020-07,1510.9704629141008
2020-08,1528.743865524749
2020-09,1535.0522964169666
2020-10,1577.153879736956
2020-11,1676.680933283468
2020-12,1760.2298655789878
2021-01,1827.1435482319657
2021-02,1842.7838568034276
2021-03,1875.1865053530605
2021-04,1877.3547328098905
2021-05,1891.9948255186328
2021-06,1955.1378992690704
2021-07,1826.1662141889058
2021-08,1883.006192065697
2021-09,1843.5150529719972
2021-10,1865.3735641050432
2021-11,1839.7043372066805
2021-12,1855.885691899879
2022-01,1846.8101691386091
2022-02,1787.9882248071935
2022-03,1765.294481202775
2022-04,1759.2430568622754
2022-05,1738.9793830016588
2022-06,1665.2405443080586
2022-07,1704.9419427515534
2022-08,1737.0335138941177
2022-09,1575.4004844656017
2022-10,1512.9460529137375
2022-11,1666.1576345223104
2022-12,1585.7130532957608
2023-01,1680.860690375098
2023-02,1610.6168273886722
2023-03,1620.1162543310486
2023-04,1576.8861761532642
2023-05,1606.191872924245
2023-06,1630.3354114314825
2023-07,1714.9268068443814
