Date,PACIFIC
2021-10,344.99100985827414
2021-11,341.4440521586828
2021-12,345.9762973314227
2022-01,332.553625152727
2022-02,332.59966211771456
2022-03,343.016317698746
2022-04,333.71990655969125
2022-05,331.56743776146305
2022-06,312.47340296090437
2022-07,336.4613806616424
2022-08,333.4865908778476
2022-09,306.83761217450717
2022-10,310.4350874874595
2022-11,332.10882279925204
2022-12,321.537665729365
2023-01,338.3972982905041
2023-02,329.88777104335645
2023-03,331.15228267596143
2023-04,326.8715847642939
2023-05,335.4131581946522
2023-06,341.4073349156728
2023-07,349.5729684971732
