Date,PACIFIC ex JAPAN
2016-06,458.43244781422646
2016-07,487.0786847798912
2016-08,481.97279430146233
2016-09,490.4100510269527
2016-10,492.19767964657444
2016-11,508.24007015028803
2016-12,508.5160671797066
2017-01,524.5121329094774
2017-02,549.9697043073005
2017-03,560.5801399451161
2017-04,553.218771112312
2017-05,530.5304470374347
2017-06,533.983388955312
2017-07,538.7758238500694
2017-08,535.7557323600004
2017-09,534.1781602726561
2017-10,549.6712448378514
2017-11,546.3341207893867
2017-12,562.9749808643842
2018-01,563.5836483297524
2018-02,556.8337855577263
2018-03,529.2705181624938
2018-04,555.5383219233362
2018-05,576.9603991604998
2018-06,567.6182838214944
2018-07,577.402964241062
2018-08,570.2873509195883
2018-09,567.5504614003999
2018-10,530.8681277795068
2018-11,546.6879803130398
2018-12,531.0917193445907
2019-01,567.1952589273028
2019-02,593.1290499266363
2019-03,607.0325103374322
2019-04,618.6029329592544
2019-05,604.9547075910734
2019-06,629.6194931877163
2019-07,639.3585168497581
2019-08,609.2341112624339
2019-09,623.6185705025031
2019-10,627.7332080332847
2019-11,636.4716502867856
2019-12,640.9196290475858
2020-01,638.4610263261907
2020-02,594.6653163961125
2020-03,474.8268315456417
2020-04,531.4394475401936
2020-05,521.2034209625778
2020-06,557.6666125695814
2020-07,543.2378890007252
2020-08,568.1719182724781
2020-09,544.7764881251062
2020-10,545.3279367873805
2020-11,609.1174752920518
2020-12,627.0777323380344
2021-01,635.968197365049
2021-02,654.9575413949811
2021-03,683.1111232482191
2021-04,695.081340413164
2021-05,699.0257190651197
2021-06,709.426900254657
2021-07,698.9050207930284
2021-08,706.9863750379006
2021-09,694.1714960533745
2021-10,717.6473784237704
2021-11,691.3521092693586
2021-12,706.9844497356128
2022-01,677.0079013805763
2022-02,694.763245531738
2022-03,749.934431649699
2022-04,744.1866261385279
2022-05,729.9510721895349
2022-06,685.8702707145069
2022-07,730.2102224069907
2022-08,727.6168211468494
2022-09,667.4608874488931
2022-10,664.8205814905004
2022-11,731.7167187490858
2022-12,709.1753397089033
2023-01,757.0045107053916
2023-02,725.1563606968032
2023-03,711.774462196912
2023-04,701.7483812895623
2023-05,683.4047899035252
2023-06,696.2774835909441
2023-07,719.0807465016511
