Date,EM FAR EAST
2009-10,230.91569586977917
2009-11,232.11301309630468
2009-12,254.37041553344994
2010-01,246.6928412384019
2010-02,250.9131046341875
2010-03,272.03249088385564
2010-04,283.5897476176079
2010-05,280.6788488239613
2010-06,283.72964772987956
2010-07,284.1925369111514
2010-08,287.2071562490087
2010-09,295.4028281238875
2010-10,298.2525042300928
2010-11,314.78163942769845
2010-12,324.0155876498599
2011-01,318.55612003163503
2011-02,303.16849601174476
2011-03,314.4863926983223
2011-04,314.4419979500735
2011-05,320.76841027750265
2011-06,309.6386620038003
2011-07,316.39425910678534
2011-08,283.78450247148277
2011-09,263.49664798838955
2011-10,285.32824022632707
2011-11,273.7369113457461
2011-12,288.1522183733546
2012-01,312.758327595744
2012-02,324.10381814968207
2012-03,316.2158042919434
2012-04,319.5534622345396
2012-05,310.5338089001398
2012-06,308.72195692507785
2012-07,325.8341360547674
2012-08,315.5917230174687
2012-09,329.0551302554726
2012-10,326.79035636827297
2012-11,333.9829196385449
2012-12,342.4175797416065
2013-01,334.589240516799
2013-02,350.56193995426037
2013-03,347.5724747894566
2013-04,342.4686021216773
2013-05,346.33653391349253
2013-06,325.64726024443183
2013-07,324.77835977830443
2013-08,326.8607210215074
2013-09,333.9122945416553
2013-10,346.517295285494
2013-11,347.9035108756562
2013-12,337.7355840108916
2014-01,328.3048198785604
2014-02,331.07471038789265
2014-03,333.7375882928285
2014-04,332.86168662764425
2014-05,350.01723872637086
2014-06,358.23354934509035
2014-07,380.2810454546112
2014-08,389.975759724133
2014-09,381.050399106017
2014-10,388.6417746538949
2014-11,390.57779912739363
2014-12,397.0671582882611
2015-01,433.16243840478745
2015-02,446.6342623438548
2015-03,470.8625520727221
2015-04,490.2335904282523
2015-05,484.39794821981997
2015-06,455.55790823146594
2015-07,421.5768877134701
2015-08,377.37599225372674
2015-09,372.08236041575435
2015-10,408.62792124177844
2015-11,414.2386750944484
2015-12,398.3673064022636
2016-01,370.52340598683685
2016-02,367.28410112327714
2016-03,389.5488022184705
2016-04,381.78079207963486
2016-05,386.47141569265585
2016-06,399.5850897179644
2016-07,415.9517495518013
2016-08,436.27138829660345
2016-09,439.6226083245405
2016-10,443.6640872956694
2016-11,445.7737555681083
2016-12,441.58481874597607
2017-01,457.1444946638752
2017-02,480.4701749976428
2017-03,491.63636632277684
2017-04,493.42560939393644
2017-05,501.41034261828844
2017-06,505.2586438324236
2017-07,515.236960640595
2017-08,519.9436818426537
2017-09,525.4588891639345
2017-10,560.1394147526872
2017-11,548.4951283108113
2017-12,558.6294156573499
2018-01,585.0069090061606
2018-02,566.6210749193175
2018-03,555.943862718872
2018-04,563.6642519286878
2018-05,577.4852245817661
2018-06,548.3119775354909
2018-07,547.3719678701204
2018-08,544.7610255785298
2018-09,542.3038961656533
2018-10,492.36304643278356
2018-11,514.7071076693542
2018-12,491.8718310296262
2019-01,532.5644519779968
2019-02,546.8601238089012
2019-03,559.4379546015717
2019-04,571.6773616192003
2019-05,517.2485038976821
2019-06,543.9457504906644
2019-07,550.9293379016486
2019-08,535.5867740929539
2019-09,551.1181943716647
2019-10,562.8259411449133
2019-11,573.3480373829224
2019-12,608.0957360721105
2020-01,585.2453198879144
2020-02,577.2283527120118
2020-03,520.5173479819298
2020-04,565.2855474962984
2020-05,556.6871518393037
2020-06,598.077438883535
2020-07,623.0247908972397
2020-08,635.7791003428413
2020-09,640.0359091798014
2020-10,667.1642713757168
2020-11,697.5045816329715
2020-12,727.6770179973407
2021-01,771.3078968706217
2021-02,775.1379903008839
2021-03,771.3513717928769
2021-04,774.735964461648
2021-05,764.8224861356431
2021-06,790.4352189159952
2021-07,716.681473800072
2021-08,729.6915475003509
2021-09,706.5609630479007
2021-10,719.272635587729
2021-11,711.8589833122921
2021-12,712.3783370051082
2022-01,694.6375644531729
2022-02,679.2709863111029
2022-03,655.9004703072601
2022-04,651.8683028851126
2022-05,653.008965375891
2022-06,639.8733625247203
2022-07,635.1621392723213
2022-08,641.412539818716
2022-09,561.4501483784959
2022-10,512.4023536841554
2022-11,602.0380093267162
2022-12,582.9169318901553
2023-01,637.3077946816977
2023-02,604.9012490520856
2023-03,614.8537506025901
2023-04,583.1279912206863
2023-05,592.4937592467519
2023-06,592.6972298999463
2023-07,628.0264401714804
