Date,EFM ASIA
2013-12,1068.6415919818735
2014-01,1040.6246580876445
2014-02,1049.372768221012
2014-03,1066.4173649909626
2014-04,1062.158037907791
2014-05,1123.607607237109
2014-06,1151.3409457831317
2014-07,1218.9489263898827
2014-08,1251.9918560259441
2014-09,1230.6397442360744
2014-10,1258.8952605451582
2014-11,1267.1695974441718
2014-12,1281.8105439414958
2015-01,1407.428304112012
2015-02,1449.8928380432747
2015-03,1518.9246577650536
2015-04,1557.119833514223
2015-05,1548.0258716177802
2015-06,1464.1563224409508
2015-07,1372.4955418689196
2015-08,1229.4212641114595
2015-09,1215.187379922414
2015-10,1322.984015608295
2015-11,1338.0075082312144
2015-12,1292.3049528323008
2016-01,1202.800246246028
2016-02,1182.3640022838972
2016-03,1255.7379096773348
2016-04,1234.009945738576
2016-05,1254.717961426847
2016-06,1294.5276863840368
2016-07,1348.8563319794482
2016-08,1409.0503159350467
2016-09,1415.3345359190935
2016-10,1430.118977875432
2016-11,1429.0077354921373
2016-12,1418.6392335493601
2017-01,1465.2947374656121
2017-02,1544.2280102430657
2017-03,1585.336844300335
2017-04,1590.5131740687277
2017-05,1609.7900856401518
2017-06,1616.1460168196982
2017-07,1651.5884293112736
2017-08,1661.2363866478627
2017-09,1670.7979989675837
2017-10,1785.351408452326
2017-11,1747.5002123353815
2017-12,1784.7677858650588
2018-01,1858.404336622099
2018-02,1797.272690622971
2018-03,1759.070005299948
2018-04,1791.5880155656857
2018-05,1828.9329472121844
2018-06,1745.2032366037554
2018-07,1754.9339627222332
2018-08,1750.9708396264277
2018-09,1724.8980492371938
2018-10,1575.4465049778782
2018-11,1657.6774687181394
2018-12,1590.87062651212
2019-01,1700.7102199417634
2019-02,1743.125038322166
2019-03,1799.9379972436498
2019-04,1835.7806514493784
2019-05,1685.04100041064
2019-06,1754.3606613655995
2019-07,1767.8415512362278
2019-08,1720.8510281572162
2019-09,1773.2171755133675
2019-10,1810.02636946654
2019-11,1840.9863769736032
2019-12,1937.1607693768979
2020-01,1874.241258621738
2020-02,1836.505782115508
2020-03,1622.6011957864873
2020-04,1774.965945778649
2020-05,1743.801971962054
2020-06,1869.5196895470249
2020-07,1948.123054251706
2020-08,1989.096235716891
2020-09,2006.5797043613325
2020-10,2086.9254579220787
2020-11,2184.2407242915674
2020-12,2287.142921384057
2021-01,2403.409909253667
2021-02,2428.580065316126
2021-03,2434.0370878497997
2021-04,2434.316005173272
2021-05,2427.074260174467
2021-06,2505.8948235011467
2021-07,2304.6488375329495
2021-08,2376.934023520009
2021-09,2322.181807447674
2021-10,2355.6577018326716
2021-11,2334.332065159714
2021-12,2345.319534728677
2022-01,2296.404142154344
2022-02,2238.2797430931973
2022-03,2189.7744123553375
2022-04,2192.0251569558145
2022-05,2166.682260967099
2022-06,2114.3979021744326
2022-07,2142.175511510729
2022-08,2181.4424179250723
2022-09,1944.1560555996239
2022-10,1813.5138002476313
2022-11,2065.070856086833
2022-12,1976.7349637871419
2023-01,2110.2364420962303
2023-02,2012.530531108462
2023-03,2035.9839933459286
2023-04,1956.6772784935952
2023-05,2005.4236621652833
2023-06,2014.8682791679462
2023-07,2119.9359377016876
