Date,NORTH AMERICA
2010-01,93.2506520252582
2010-02,98.1323536962523
2010-03,105.11103595599403
2010-04,108.66641659449016
2010-05,108.39242275042889
2010-06,102.82502913990854
2010-07,103.4523483060952
2010-08,101.58825441090548
2010-09,103.0572205267882
2010-10,105.13699672834719
2010-11,112.4839434181486
2010-12,116.55833244220464
2011-01,116.5707236201112
2011-02,120.03056839780085
2011-03,116.95223291120016
2011-04,115.08243122341273
2011-05,117.24889315377051
2011-06,114.16210593119833
2011-07,112.92188179802508
2011-08,106.68837610720499
2011-09,105.46641990655218
2011-10,112.54933444335634
2011-11,116.03778671642324
2011-12,121.12316713381988
2012-01,125.9080904557823
2012-02,128.54843140819636
2012-03,132.54401561117268
2012-04,132.68859605341052
2012-05,132.7466169839004
2012-06,134.34189939135373
2012-07,140.40867901972203
2012-08,140.6263092942176
2012-09,141.4376071593666
2012-10,138.06579889633912
2012-11,138.32396145564968
2012-12,137.829698133696
2013-01,140.56318750258143
2013-02,147.4978072257949
2013-03,155.43804861918832
2013-04,153.9911298173875
2013-05,159.64957503476526
2013-06,156.56234804353994
2013-07,161.38425211287742
2013-08,158.2491405722903
2013-09,159.33326528552792
2013-10,165.56383291037145
2013-11,169.5825129941195
2013-12,171.94474781859307
2014-01,169.6456898901566
2014-02,173.40300614844375
2014-03,175.06401229821435
2014-04,175.34876581700098
2014-05,182.22837979512002
2014-06,186.0064150420309
2014-07,187.85170980821948
2014-08,198.23134457306747
2014-09,202.73073293936517
2014-10,208.59281482361285
2014-11,214.83285911111093
2014-12,220.4231268110884
2015-01,228.86826770723616
2015-02,243.74311762113624
2015-03,250.61497701011746
2015-04,243.27804476779957
2015-05,251.04727138799322
2015-06,242.2017198704487
2015-07,248.32297388136996
2015-08,229.95378112670224
2015-09,224.46023868759298
2015-10,245.04145760166895
2015-11,256.87734603939936
2015-12,244.8623683413494
2016-01,233.10651855331358
2016-02,232.13124547200837
2016-03,236.87089334705615
2016-04,237.64665180786554
2016-05,248.22880543692426
2016-06,249.4130072773495
2016-07,257.1386245882526
2016-08,258.59789975363196
2016-09,256.7167312824171
2016-10,258.35118691658795
2016-11,276.43229067882805
2016-12,283.20013986789456
2017-01,282.3955439166058
2017-02,297.58528848887534
2017-03,296.128373426774
2017-04,293.4756952870199
2017-05,287.8301392190606
2017-06,285.94745135845466
2017-07,282.561791084329
2017-08,281.1041494386244
2017-09,288.7403439525257
2017-10,299.3101990414045
2017-11,300.9403134060755
2017-12,302.53051223173304
2018-01,307.56403839847644
2018-02,302.00132706072645
2018-03,292.4376943155456
2018-04,299.2080323584874
2018-05,317.17359681800014
2018-06,319.1927400802139
2018-07,329.7503684348951
2018-08,341.7436480816831
2018-09,343.81125616673467
2018-10,327.8303146147075
2018-11,334.18498723983555
2018-12,301.30078066107376
2019-01,325.60921167396026
2019-02,339.0033610850141
2019-03,349.6944127059355
2019-04,364.25116327365095
2019-05,343.6135093128561
2019-06,359.69464067119276
2019-07,373.18437031469904
2019-08,370.8602207608611
2019-09,381.39034624271756
2019-10,380.34796570138207
2019-11,399.0701336002324
2019-12,403.43589184159936
2020-01,409.328523884894
2020-02,379.4737385003866
2020-03,330.0111112539738
2020-04,373.9758530573958
2020-05,387.079573123504
2020-06,392.3496508903888
2020-07,394.80005433962094
2020-08,419.29293499753567
2020-09,411.457791768419
2020-10,403.31609742628547
2020-11,438.57925872427
2020-12,446.3628586395492
2021-01,445.35489313723036
2021-02,458.0026889633945
2021-03,491.07620172031886
2021-04,505.32654790513965
2021-05,501.0831719425998
2021-06,530.3021433235022
2021-07,542.2804733541177
2021-08,560.1329128447596
2021-09,544.1417632604058
2021-10,583.1246732896334
2021-11,592.4264366273484
2021-12,609.7849632325683
2022-01,584.9291816879004
2022-02,567.546685361288
2022-03,593.5945422604669
2022-04,569.8666210903273
2022-05,560.454331599214
2022-06,526.1472964429795
2022-07,588.6033726585636
2022-08,573.4551459695422
2022-09,534.2615238477134
2022-10,571.2571618930288
2022-11,578.3551530680079
2022-12,525.4469597853707
2023-01,550.9506796395835
2023-02,550.2193232822309
2023-03,555.2747485421552
2023-04,553.8344922390767
2023-05,575.6143964951843
2023-06,599.9721561199232
2023-07,614.0876262939255
