Date,AC ASIA PACIFIC
2008-04,165.0057333790707
2008-05,165.66038938771942
2008-06,149.215997148231
2008-07,146.17876088639053
2008-08,147.0519566146246
2008-09,132.47079091542088
2008-10,117.90506264562258
2008-11,113.53802063455339
2008-12,112.43682174738174
2009-01,113.24227353234753
2009-02,103.58023312828607
2009-03,107.27861640903635
2009-04,120.91983784397364
2009-05,127.32216140895603
2009-06,130.17798948574568
2009-07,139.8646062871971
2009-08,140.43810541132618
2009-09,144.07141516550814
2009-10,140.9182577172977
2009-11,140.11128804503298
2009-12,150.1733896085831
2010-01,150.42630574551654
2010-02,155.10328919832537
2010-03,166.5664384444867
2010-04,170.7078138325374
2010-05,167.23579187909257
2010-06,166.79111458562127
2010-07,165.96295258785142
2010-08,166.90292389764457
2010-09,169.29581227408673
2010-10,170.35278271459634
2010-11,181.1612194935962
2010-12,188.30609125031947
2011-01,182.90635552380675
2011-02,183.0343645198782
2011-03,176.86536529261537
2011-04,173.97568047486095
2011-05,175.8836262619665
2011-06,173.17171374364418
2011-07,177.4395780209538
2011-08,162.33936532371973
2011-09,158.64757226994894
2011-10,164.3241037221718
2011-11,159.10624061036066
2011-12,165.57277262377636
2012-01,177.33729023700954
2012-02,182.52433798419585
2012-03,180.89905870193735
2012-04,180.32950970173502
2012-05,174.04336113044548
2012-06,177.11814411428196
2012-07,185.20551590144018
2012-08,180.13399922284495
2012-09,184.62570116416177
2012-10,182.6092607276936
2012-11,186.2196296019653
2012-12,190.824398792363
2013-01,190.96486308900634
2013-02,201.3895386507499
2013-03,206.72576473593477
2013-04,211.26672512847736
2013-05,204.58378346720067
2013-06,198.12507864439007
2013-07,196.84529565363445
2013-08,195.64542616509857
2013-09,203.81741890187558
2013-10,208.52031997598453
2013-11,208.1705365872708
2013-12,204.84178601536726
2014-01,199.74459576166052
2014-02,199.80280496718
2014-03,201.4301874016645
2014-04,199.44985070570843
2014-05,209.87127998218386
2014-06,215.6249208709195
2014-07,225.90324628853182
2014-08,228.63579050954283
2014-09,227.21357339231895
2014-10,231.66585739499743
2014-11,231.27786573999012
2014-12,233.94118045957026
2015-01,255.44775991379294
2015-02,268.13871434112104
2015-03,281.46881641645297
2015-04,283.0343897874207
2015-05,286.20417732227526
2015-06,273.2272727266958
2015-07,268.0029455395513
2015-08,242.3673932184225
2015-09,233.0549783657505
2015-10,255.82168185983704
2015-11,262.61101235142365
2015-12,256.21118776248454
2016-01,236.639909770112
2016-02,231.7201056463189
2016-03,240.325044086461
2016-04,243.50536418511015
2016-05,247.17226058370696
2016-06,248.40834943812803
2016-07,261.50092280132714
2016-08,266.2687210295173
2016-09,268.5824502784629
2016-10,274.04639143192173
2016-11,276.6770602138968
2016-12,277.6320355982458
2017-01,284.3766968519884
2017-02,296.4769438824525
2017-03,299.7599776100945
2017-04,298.45720665062134
2017-05,297.13982919778675
2017-06,297.6050979990562
2017-07,299.3611303980354
2017-08,298.75128423904755
2017-09,302.3051277810933
2017-10,319.8918806025027
2017-11,317.3373603116968
2017-12,321.99575307765747
2018-01,328.67886458583524
2018-02,323.99234905568665
2018-03,314.50827353190135
2018-04,322.93978652709677
2018-05,331.3277453923939
2018-06,320.5080094683908
2018-07,322.57676551361527
2018-08,322.454253484135
2018-09,324.1740059284905
2018-10,300.561133943304
2018-11,309.3788009661557
2018-12,293.41714198270057
2019-01,312.2940238612043
2019-02,319.2113693516253
2019-03,327.78265304047096
2019-04,333.79392122853454
2019-05,316.0720231180352
2019-06,326.0909483428524
2019-07,331.03312121766885
2019-08,324.2385373479871
2019-09,336.4013028549178
2019-10,343.03441683539495
2019-11,348.75017699822354
2019-12,357.8053829611661
2020-01,352.10729005032215
2020-02,333.7616162133538
2020-03,295.73057862717627
2020-04,320.45837161437174
2020-05,321.6891962105468
2020-06,335.1140053970884
2020-07,332.90557796001576
2020-08,345.94068229902234
2020-09,348.8701639698005
2020-10,354.802076798008
2020-11,380.8990908767738
2020-12,394.1223576326217
2021-01,405.0065188279447
2021-02,411.125153903164
2021-03,420.22004101536555
2021-04,416.05379385912374
2021-05,415.8009140350618
2021-06,427.5454097724797
2021-07,406.5125135838497
2021-08,418.5060888612425
2021-09,418.66925578835816
2021-10,419.3964244319401
2021-11,415.32255187974937
2021-12,419.00053031967
2022-01,406.61413848986547
2022-02,401.30931505271474
2022-03,402.9574621414564
2022-04,397.74466288122403
2022-05,394.24489341192424
2022-06,378.3494835340543
2022-07,394.8951808073248
2022-08,396.7590955431209
2022-09,359.15655230283613
2022-10,349.0687367577584
2022-11,385.2964080921375
2022-12,370.93821079982087
2023-01,393.1989388361272
2023-02,379.1400886773959
2023-03,382.06374935524275
2023-04,372.1201347039036
2023-05,381.6091326961623
2023-06,385.89290326798
2023-07,400.51229622580814
