Date,EASEA INDEX (EAFE ex JAPAN)
2011-06,150.40757066931647
2011-07,147.41853914916982
2011-08,133.51633233846965
2011-09,126.59557776079504
2011-10,137.14570871990767
2011-11,135.09006789708332
2011-12,138.10672651697865
2012-01,144.60130945885118
2012-02,149.9452306842146
2012-03,149.26682098734136
2012-04,147.9811790644042
2012-05,139.36194720068409
2012-06,146.08577342952128
2012-07,153.74071886431798
2012-08,155.6303038785625
2012-09,157.27828098219712
2012-10,158.52490503820343
2012-11,161.79233223304647
2012-12,163.91828345728393
2013-01,168.2795194170292
2013-02,171.56278505460824
2013-03,174.3546097804626
2013-04,177.29107665841386
2013-05,177.92256999461824
2013-06,168.58664452844374
2013-07,176.01105716058137
2013-08,175.33171627389103
2013-09,182.99211876988934
2013-10,190.02515128494434
2013-11,190.86533187553053
2013-12,191.79942985017775
2014-01,188.02232372304925
2014-02,196.82202259181886
2014-03,196.40925883010343
2014-04,200.19226653750636
2014-05,205.88754252443232
2014-06,205.13694922473505
2014-07,204.44947471481348
2014-08,208.48041776554263
2014-09,207.31087642495058
2014-10,205.91274247156485
2014-11,210.37148347638023
2014-12,208.1323474380063
2015-01,223.1888051437173
2015-02,237.9381237396344
2015-03,242.83145088628748
2015-04,242.8483071980986
2015-05,246.00333913828993
2015-06,234.49088107347418
2015-07,242.52513470510087
2015-08,220.50030016547348
2015-09,211.26181304074387
2015-10,228.77281522657353
2015-11,235.19386876479317
2015-12,224.48044612406764
2016-01,209.77736741479995
2016-02,205.7406910327436
2016-03,210.09253526883288
2016-04,214.30760227801164
2016-05,218.92672236927402
2016-06,211.529886725295
2016-07,219.91912606362854
2016-08,220.78163437862744
2016-09,221.26723986899344
2016-10,219.81826731205192
2016-11,222.97952108236566
2016-12,233.77047811269813
2017-01,234.1964389555566
2017-02,241.87557321742096
2017-03,249.56226664783026
2017-04,252.71044670589177
2017-05,254.61751571470015
2017-06,249.7353387113961
2017-07,249.21200247112264
2017-08,247.09604722093496
2017-09,255.11190512699534
2017-10,260.4440686828352
2017-11,255.62771051032774
2017-12,258.689976845215
2018-01,262.22349402542125
2018-02,253.25356285946452
2018-03,247.09575030975085
2018-04,258.9519078680997
2018-05,261.3732748348155
2018-06,259.30406250608115
2018-07,266.82948096780433
2018-08,261.4081364489805
2018-09,262.36598896678817
2018-10,248.009508825881
2018-11,247.49028241159735
2018-12,234.75319708336986
2019-01,249.65478253472415
2019-02,260.1481578298693
2019-03,265.76811634773884
2019-04,275.3026386813123
2019-05,263.35699250016467
2019-06,274.8788142480931
2019-07,276.39069894535817
2019-08,270.85253296908917
2019-09,280.43147377826807
2019-10,282.7927329141388
2019-11,289.959219997902
2019-12,295.2128711202263
2020-01,292.1024822675826
2020-02,268.20311399245475
2020-03,227.39427750734743
2020-04,243.64347435091057
2020-05,249.23414314679147
2020-06,258.3541756466666
2020-07,254.45381112571047
2020-08,262.55557744987925
2020-09,257.65951651708855
2020-10,246.899041250489
2020-11,280.34082710546147
2020-12,287.3478471382555
2021-01,286.2775262415441
2021-02,293.7231200093043
2021-03,311.8364087219487
2021-04,318.51537782112445
2021-05,325.8952977375675
2021-06,331.47495266640993
2021-07,336.05759093481873
2021-08,342.2752887916204
2021-09,332.83621149116107
2021-10,347.8283820218124
2021-11,338.69624383099926
2021-12,355.7049722984199
2022-01,343.6932139409556
2022-02,336.34547773631624
2022-03,343.2130681944317
2022-04,341.3873236343629
2022-05,338.49339554431475
2022-06,313.38956467023013
2022-07,336.7128382868842
2022-08,323.0867989342405
2022-09,301.6388574386204
2022-10,317.2021881645323
2022-11,340.2006028558737
2022-12,328.4055719598867
2023-01,350.60929868926513
2023-02,353.3393960938537
2023-03,352.46129080364204
2023-04,359.4487899503923
2023-05,350.99801058956433
2023-06,359.158775564705
2023-07,367.17123096140637
