Date,ACWI ex AUSTRALIA
2019-12,350.6560203479583
2020-01,351.26254612107414
2020-02,326.10769914505653
2020-03,283.33890163880466
2020-04,314.1728309372023
2020-05,322.9883669644004
2020-06,330.02599863340424
2020-07,330.2157622450864
2020-08,346.6424556710482
2020-09,342.49841411267596
2020-10,336.3453964315865
2020-11,367.8126894429276
2020-12,376.32500414633364
2021-01,377.3378070211784
2021-02,386.51719067974255
2021-03,410.205125745438
2021-04,418.1300370399116
2021-05,418.1836547113912
2021-06,437.1884235698087
2021-07,440.5302966250137
2021-08,453.8263392508523
2021-09,443.2682001903278
2021-10,466.7894937202842
2021-11,468.85933258069883
2021-12,482.70084961977955
2022-01,466.05074383870954
2022-02,452.5814181764175
2022-03,466.28577932475156
2022-04,452.40014741305623
2022-05,446.47194019315697
2022-06,419.45317355415654
2022-07,460.2900666620598
2022-08,449.5048012520967
2022-09,417.60046053123875
2022-10,439.0743526419179
2022-11,453.9924366241342
2022-12,420.7679612136797
2023-01,442.9278965435301
2023-02,441.11718534052466
2023-03,444.4825243403605
2023-04,444.0207379740519
2023-05,455.5406724049362
2023-06,471.2457375258489
2023-07,483.4922227565319
