Date,EM LATIN AMERICA WITH BRAZIL ADR
2019-12,5242.428823878047
2020-01,4937.5542862377415
2020-02,4390.9290821109225
2020-03,2967.5204799825187
2020-04,3129.7967960799942
2020-05,3268.7168022613264
2020-06,3379.219767326076
2020-07,3448.8726691688203
2020-08,3243.2307909275087
2020-09,3200.7891877875795
2020-10,3211.78384223155
2020-11,3902.3185895126253
2020-12,4281.426840136958
2021-01,4005.453072215277
2021-02,3942.4186196608575
2021-03,4348.745303799998
2021-04,4389.592367922215
2021-05,4689.611351373452
2021-06,4964.115460936828
2021-07,4757.250259698006
2021-08,4877.675883258856
2021-09,4525.447227333402
2021-10,4378.37310968811
2021-11,4382.328131518723
2021-12,4677.678728436511
2022-01,5027.929474183756
2022-02,5297.719825036847
2022-03,5962.583387061775
2022-04,5556.852423202509
2022-05,5944.064071943851
2022-06,5120.578746653028
2022-07,5447.031859442269
2022-08,5587.119353752085
2022-09,5561.722458969094
2022-10,5977.878785081404
2022-11,6008.48782023746
2022-12,5525.445156758376
2023-01,6037.992309447313
2023-02,5872.097854885316
2023-03,5785.361729489011
2023-04,5779.734069090437
2023-05,5894.703326354582
2023-06,6387.192685189205
2023-07,6656.80963417182
