Date,EM LATIN AMERICA
2016-02,459.58969784297085
2016-03,527.5687617435963
2016-04,556.3435951477959
2016-05,510.7486061367608
2016-06,570.4558213226804
2016-07,598.0604373941371
2016-08,604.7633923841003
2016-09,594.4622516350789
2016-10,670.0849772303269
2016-11,619.0973972413708
2016-12,628.5033523967707
2017-01,660.1850633968177
2017-02,695.58229016528
2017-03,695.0050867368196
2017-04,682.9425735526756
2017-05,646.0298338823482
2017-06,641.2260927782755
2017-07,671.7710588662119
2017-08,697.1267141183474
2017-09,712.1750770403976
2017-10,696.7681497188885
2017-11,660.4202457557575
2017-12,685.4048904751627
2018-01,747.666388479912
2018-02,736.3802164903602
2018-03,723.4870048947982
2018-04,727.2791649794434
2018-05,647.3025687329172
2018-06,627.4686044134625
2018-07,683.9810556964476
2018-08,630.5243817714164
2018-09,661.3559876067634
2018-10,701.4485468609533
2018-11,686.730490443313
2018-12,675.1059836485626
2019-01,773.2191422081123
2019-02,750.3921121164117
2019-03,741.8701604763633
2019-04,746.690797365085
2019-05,736.1648077797001
2019-06,764.8898069486538
2019-07,783.4130591686527
2019-08,727.8150783559665
2019-09,754.523890291278
2019-10,770.1803326114111
2019-11,747.3256231425103
2019-12,810.5192119156751
2020-01,775.0680898382201
2020-02,687.7791326723108
2020-03,451.2694124120935
2020-04,480.686222948022
2020-05,504.16669219497265
2020-06,525.6011771818991
2020-07,553.9255230545194
2020-08,513.7553253234607
2020-09,497.21396159947494
2020-10,494.911364793662
2020-11,587.462368421979
2020-12,642.9496005844177
2021-01,604.0568750428417
2021-02,586.600508288896
2021-03,634.0485773004297
2021-04,642.0934852861101
2021-05,682.9410317537983
2021-06,723.1976010171076
2021-07,693.9879437503437
2021-08,703.0934950530973
2021-09,642.2544825983719
2021-10,609.3184556293626
2021-11,608.1356486379597
2021-12,638.2881370301176
2022-01,695.3318349197301
2022-02,727.5656177258951
2022-03,830.6864315752184
2022-04,762.7402975065141
2022-05,813.0857883010966
2022-06,691.9310866917054
2022-07,739.7057648273328
2022-08,771.1342907950626
2022-09,765.865685829789
2022-10,832.6488965946673
2022-11,803.5073926024759
2022-12,744.8179476197759
2023-01,804.4086539430372
2023-02,772.8165482404258
2023-03,761.2147601189163
2023-04,769.4486288650986
2023-05,790.9552990463138
2023-06,866.4721678203377
2023-07,901.7292298298712
