Date,ACWI + FRONTIER MARKETS (ACWI FM)
2014-03,1274.2892915923776
2014-04,1279.6352645315073
2014-05,1329.2691953079734
2014-06,1350.2416968497284
2014-07,1365.4544521289558
2014-08,1418.094684651173
2014-09,1431.4478708210945
2014-10,1453.5387814346636
2014-11,1485.6219057937828
2014-12,1501.5733806905878
2015-01,1585.2330346173148
2015-02,1684.251093432856
2015-03,1732.7640849387637
2015-04,1709.8190065759063
2015-05,1746.4864372657014
2015-06,1678.9084979317188
2015-07,1708.2697346975683
2015-08,1569.6715057714628
2015-09,1519.3147147218756
2015-10,1656.0073908514591
2015-11,1718.3677915372914
2015-12,1641.3072342405453
2016-01,1548.7304909966685
2016-02,1532.7201368540846
2016-03,1570.5759716750047
2016-04,1586.670073458094
2016-05,1635.8959534738806
2016-06,1630.0995649141346
2016-07,1689.6139552869909
2016-08,1702.9096996038013
2016-09,1698.840722844602
2016-10,1712.5286621452253
2016-11,1783.87318174365
2016-12,1833.6017912511563
2017-01,1839.0782525209984
2017-02,1923.5380636923949
2017-03,1935.7604851267529
2017-04,1931.7628378201957
2017-05,1913.7614009782142
2017-06,1896.2001229270693
2017-07,1886.2581751437622
2017-08,1878.7943485805054
2017-09,1926.6578879264857
2017-10,1996.1895286281401
2017-11,1988.9213534750645
2017-12,2007.5113288180505
2018-01,2044.6513765732195
2018-02,2001.6640419564776
2018-03,1943.9322948462798
2018-04,1998.5395370421923
2018-05,2072.3841932438195
2018-06,2061.380141633928
2018-07,2119.7098196192237
2018-08,2149.0017206803514
2018-09,2162.9244975114916
2018-10,2051.777174504774
2018-11,2084.263607042916
2018-12,1920.039551903752
2019-01,2064.3062091485085
2019-02,2136.646188574276
2019-03,2195.399888199812
2019-04,2274.863014022579
2019-05,2154.472951046368
2019-06,2247.0448320589926
2019-07,2305.9418311657278
2019-08,2277.177879877427
2019-09,2349.5027627789655
2019-10,2359.2361645250216
2019-11,2446.4007359718225
2019-12,2488.695815727395
2020-01,2493.6582982155364
2020-02,2313.693327394976
2020-03,2004.4563410237017
2020-04,2223.977469938382
2020-05,2286.515527585356
2020-06,2337.7989360426905
2020-07,2338.515123579076
2020-08,2454.7029793492757
2020-09,2423.877217815555
2020-10,2381.5605516492296
2020-11,2605.459440011011
2020-12,2666.4559186248584
2021-01,2673.9018068466767
2021-02,2739.043238212883
2021-03,2905.7421217529077
2021-04,2962.242460404534
2021-05,2963.6178210622757
2021-06,3096.786878320998
2021-07,3119.238868706031
2021-08,3212.7776210537286
2021-09,3138.8375551935474
2021-10,3304.65520904292
2021-11,3316.6876475175836
2021-12,3415.097394438245
2022-01,3295.019926574364
2022-02,3204.5260941143906
2022-03,3306.7772974997156
2022-04,3210.0517414772667
2022-05,3166.8411244819335
2022-06,2972.938212399589
2022-07,3261.8337653804206
2022-08,3187.356944858553
2022-09,2959.822228387668
2022-10,3111.115521167031
2022-11,3219.2288836743123
2022-12,2984.9244263692094
2023-01,3144.1373785285627
2023-02,3128.750968612266
2023-03,3150.2313165323167
2023-04,3146.148754409484
2023-05,3225.4411130688136
2023-06,3336.0806042753043
2023-07,3423.09503226943
