Date,EM (EMERGING MARKETS) ex CHINA
2018-03,5784.190581660164
2018-04,5852.708979295586
2018-05,5704.054111416814
2018-06,5500.691792274697
2018-07,5739.958522694719
2018-08,5647.065922678489
2018-09,5651.483548884055
2018-10,5361.409682609554
2018-11,5512.881738394146
2018-12,5405.697390162787
2019-01,5803.2578455647845
2019-02,5776.637218277087
2019-03,5864.096306781212
2019-04,5997.100732544256
2019-05,5769.349881565083
2019-06,5957.452373212202
2019-07,6005.906137890384
2019-08,5759.016449757922
2019-09,5985.2367675853475
2019-10,6101.1537119694885
2019-11,6110.862489191051
2019-12,6429.341993551269
2020-01,6213.907678198905
2020-02,5735.719574546295
2020-03,4565.995593444113
2020-04,5083.674066852221
2020-05,5086.531752769529
2020-06,5355.174882834523
2020-07,5528.865314648483
2020-08,5457.1237068528235
2020-09,5524.4129704388915
2020-10,5547.785680905703
2020-11,6169.340008866653
2020-12,6668.379623772168
2021-01,6743.325372665158
2021-02,6883.489344300495
2021-03,7228.669636300723
2021-04,7282.018402113713
2021-05,7405.452814030187
2021-06,7654.234604840626
2021-07,7472.17612209657
2021-08,7810.154209340314
2021-09,7686.2616836282805
2021-10,7689.133936668497
2021-11,7663.818418634169
2021-12,7930.207793273022
2022-01,7934.2217716157365
2022-02,7717.404994607092
2022-03,7827.566374195973
2022-04,7745.55342487802
2022-05,7638.830405562656
2022-06,6848.285975208742
2022-07,7365.935730096829
2022-08,7510.8200769660025
2022-09,6915.412931280023
2022-10,7071.452207018967
2022-11,7424.30560563443
2022-12,6862.052099013325
2023-01,7151.611116709452
2023-02,6993.371263961142
2023-03,6989.171562482345
2023-04,6936.3262512980455
2023-05,7286.7179559739
2023-06,7393.663717711273
2023-07,7637.510854713533
