Date,ACWI WITH BRAZIL ADR
2011-01,1676.2664171879087
2011-02,1712.887480419848
2011-03,1665.5731493447045
2011-04,1659.728817955922
2011-05,1677.6262032855707
2011-06,1637.714545591662
2011-07,1626.4171255021263
2011-08,1504.9663570884934
2011-09,1463.952383087319
2011-10,1558.5535844903638
2011-11,1568.2082343194174
2011-12,1623.7065136459173
2012-01,1702.9557326845768
2012-02,1750.7003183338493
2012-03,1772.154797298545
2012-04,1764.218577354965
2012-05,1721.6782890265333
2012-06,1761.5423514337062
2012-07,1840.4400360808834
2012-08,1838.2513643201087
2012-09,1858.6515719083407
2012-10,1833.387824229182
2012-11,1851.0679384404239
2012-12,1868.1241081930946
2013-01,1898.4155749691922
2013-02,1971.612477953139
2013-03,2045.5939166144285
2013-04,2050.940405619346
2013-05,2083.0379193972853
2013-06,2017.9413715289095
2013-07,2071.3532818839717
2013-08,2043.458599248585
2013-09,2093.564606856121
2013-10,2168.389584878216
2013-11,2197.7299359981466
2013-12,2210.578436139536
2014-01,2169.2943975217677
2014-02,2221.6065532177886
2014-03,2236.0594884966167
2014-04,2245.0136384446137
2014-05,2332.05111535048
2014-06,2368.406035764898
2014-07,2394.979550927023
2014-08,2486.3465205959574
2014-09,2511.8214853757268
2014-10,2550.409948205237
2014-11,2607.977975531386
2014-12,2636.9618235231
2015-01,2784.363258151883
2015-02,2959.1010369526753
2015-03,3045.026107015265
2015-04,3003.656860336983
2015-05,3069.468792206801
2015-06,2949.747913888063
2015-07,3002.8456692117666
2015-08,2759.9381488840427
2015-09,2671.84172057887
2015-10,2912.519133105135
2015-11,3022.6437964326783
2015-12,2887.0048574966986
2016-01,2724.297204754254
2016-02,2695.3290489803153
2016-03,2760.8767953764027
2016-04,2788.7648096678768
2016-05,2875.978660334866
2016-06,2864.480546248673
2016-07,2968.854557259692
2016-08,2992.552481447929
2016-09,2985.421333394861
2016-10,3008.080417753159
2016-11,3135.3791117088604
2016-12,3222.3805319563257
2017-01,3231.406647714745
2017-02,3379.7084186511865
2017-03,3401.8555959041573
2017-04,3394.7335361293726
2017-05,3363.570653700884
2017-06,3332.9362829847564
2017-07,3314.7282681129045
2017-08,3300.7575358673153
2017-09,3384.455202370339
2017-10,3507.5043248230554
2017-11,3495.2541276283796
2017-12,3527.874863619437
2018-01,3592.00802347381
2018-02,3516.3212636613216
2018-03,3414.7258206732085
2018-04,3511.779828774167
2018-05,3644.4695434304685
2018-06,3625.937426773116
2018-07,3727.9717435313296
2018-08,3781.5889374852936
2018-09,3805.381490978501
2018-10,3606.8623221398434
2018-11,3664.2724489959087
2018-12,3374.289152028813
2019-01,3626.6328822433443
2019-02,3754.866064152785
2019-03,3859.1340221184983
2019-04,3999.7438499240216
2019-05,3785.6340200005175
2019-06,3948.7783881801665
2019-07,4050.903272303564
2019-08,4001.1401830124028
2019-09,4128.612324324422
2019-10,4145.292694548113
2019-11,4299.427622436944
2019-12,4372.338473286984
2020-01,4381.209123129047
2020-02,4065.623104953985
2020-03,3527.2266761803367
2020-04,3914.012351488848
2020-05,4023.6199130213354
2020-06,4113.529442147495
2020-07,4113.683310754943
2020-08,4319.95090164075
2020-09,4266.123489784375
2020-10,4191.401022492137
2020-11,4585.8332900029
2020-12,4692.287940500473
2021-01,4706.110236127154
2021-02,4822.043162259904
2021-03,5116.11229289289
2021-04,5215.4169703655625
2021-05,5216.987709410192
2021-06,5451.095428626604
2021-07,5491.374941246377
2021-08,5656.771244417212
2021-09,5527.579547352988
2021-10,5821.571075356268
2021-11,5843.115633900648
2021-12,6017.130231464405
2022-01,5803.799357307634
2022-02,5644.085623921688
2022-03,5822.383926720193
2022-04,5652.98267116516
2022-05,5576.575558472915
2022-06,5236.486880302945
2022-07,5745.927392379765
2022-08,5612.816541384823
2022-09,5211.350206115833
2022-10,5477.566504431756
2022-11,5670.793925516199
2022-12,5257.590860719032
2023-01,5538.3747384911485
2023-02,5512.165218794702
2023-03,5550.3992983818525
2023-04,5542.659824743623
2023-05,5681.968823805427
2023-06,5875.883912335382
2023-07,6028.76877645208
