Date,AC PACIFIC ex JAPAN ex HK
2015-06,455.36092425913523
2015-07,431.8124527112159
2015-08,383.60135249373656
2015-09,375.218386993981
2015-10,409.56889982342375
2015-11,418.8879245054377
2015-12,407.69696638843135
2016-01,377.58746252278775
2016-02,374.68574896312316
2016-03,398.90654815179806
2016-04,395.9657220029835
2016-05,399.46975084008994
2016-06,410.09942974928117
2016-07,429.6736697149351
2016-08,441.42354525508256
2016-09,445.5982276816414
2016-10,448.44067261038043
2016-11,455.10132983887127
2016-12,455.3904432385644
2017-01,469.8868095566262
2017-02,494.0958310490939
2017-03,504.6516315540495
2017-04,502.436929544074
2017-05,499.6412611798231
2017-06,504.15525609203695
2017-07,512.9219582273508
2017-08,514.6738792110922
2017-09,517.9322006333243
2017-10,547.5368225129495
2017-11,537.3297774731913
2017-12,549.5904386695995
2018-01,568.3233106401411
2018-02,553.2508285979119
2018-03,537.5102129162068
2018-04,549.6657722879372
2018-05,564.9711169891738
2018-06,543.3366002492226
2018-07,545.2541618891257
2018-08,541.8943513855224
2018-09,539.1759459839107
2018-10,494.7831318673887
2018-11,512.7898057422058
2018-12,490.9949898383199
2019-01,529.433815722143
2019-02,544.8754222367078
2019-03,557.1954453159818
2019-04,569.3785309644094
2019-05,528.3542185519007
2019-06,553.7401544163305
2019-07,562.9870667709641
2019-08,546.1376436909862
2019-09,562.4310230165783
2019-10,571.2608459658638
2019-11,582.2043834219193
2019-12,608.975999450059
2020-01,592.6262970092762
2020-02,572.9238306016322
2020-03,498.685751838354
2020-04,547.0965119344361
2020-05,542.5068921048745
2020-06,580.9764480036727
2020-07,598.6670124863132
2020-08,612.9556898477355
2020-09,610.7938792198261
2020-10,632.1628390486028
2020-11,670.9142752023957
2020-12,698.2531806859538
2021-01,733.2438227177662
2021-02,739.3198371714632
2021-03,742.6692194516897
2021-04,748.4697932254309
2021-05,742.1272788294804
2021-06,764.409887380069
2021-07,705.573360237445
2021-08,718.2019581624324
2021-09,698.864323770176
2021-10,714.7909138821532
2021-11,702.8303750429645
2021-12,707.9726809702274
2022-01,684.2278862377005
2022-02,679.1035075384108
2022-03,676.73268148034
2022-04,671.834921241853
2022-05,667.9520641288505
2022-06,643.1860575505889
2022-07,653.0257912596643
2022-08,658.229599518631
2022-09,582.8835054675981
2022-10,549.8037514689244
2022-11,631.0675540666449
2022-12,607.7568130396916
2023-01,662.7722651347797
2023-02,630.8493231910963
2023-03,635.3808271296995
2023-04,608.2654646916121
2023-05,612.890087658043
2023-06,616.2022137890897
2023-07,649.4749827416729
