Date,HONG KONG-LISTED SOUTHBOUND
2006-10,1514.1255981731194
2006-11,1534.7866231425871
2006-12,1649.084752684902
2007-01,1650.3265715997434
2007-02,1579.6956184362766
2007-03,1604.7963787265537
2007-04,1626.4808539969324
2007-05,1714.1293487310807
2007-06,1791.9410851232028
2007-07,1891.617429250067
2007-08,1958.1656089828057
2007-09,2151.920025351294
2007-10,2392.1490656161113
2007-11,2109.4835259375054
2007-12,2066.804719499121
2008-01,1696.4185400386996
2008-02,1744.81799862596
2008-03,1560.411924930288
2008-04,1770.9467768597196
2008-05,1721.094302486851
2008-06,1511.6509680658028
2008-07,1558.9238996599745
2008-08,1549.4609894909756
2008-09,1375.5036914307423
2008-10,1177.992433471376
2008-11,1177.9239211325869
2008-12,1113.7792205299759
2009-01,1112.8686177846917
2009-02,1074.8785220510417
2009-03,1090.9279210964808
2009-04,1262.717221326373
2009-05,1409.447172485666
2009-06,1437.013175398733
2009-07,1602.7270520848836
2009-08,1515.8082278316294
2009-09,1584.9645908518178
2009-10,1625.0824386884333
2009-11,1628.0479919682207
2009-12,1710.6787420117773
2010-01,1628.3923678046622
2010-02,1703.397732545089
2010-03,1769.5473297795795
2010-04,1793.9020953518689
2010-05,1814.487203093884
2010-06,1849.8260656595664
2010-07,1836.677652321801
2010-08,1842.0455912916764
2010-09,1880.5213694863055
2010-10,1901.326631013193
2010-11,2008.3716955983032
2010-12,1946.2506522239928
2011-01,1925.385473199067
2011-02,1895.753994632098
2011-03,1879.497502651806
2011-04,1835.7580635171648
2011-05,1896.2707878269832
2011-06,1803.6542928676752
2011-07,1818.1630795666458
2011-08,1656.4680364046756
2011-09,1499.8047413575387
2011-10,1650.9957822464355
2011-11,1549.4359095406783
2011-12,1645.4751059244109
2012-01,1802.052422900561
2012-02,1890.005834469014
2012-03,1796.0027362933981
2012-04,1856.5427392792942
2012-05,1776.8228861621794
2012-06,1804.0815953615243
2012-07,1880.7342787238456
2012-08,1816.6304243198358
2012-09,1910.4322250360292
2012-10,1982.3337442349316
2012-11,2022.7437927447593
2012-12,2064.3640055936175
2013-01,2110.073977183488
2013-02,2128.9522817731186
2013-03,2092.0238835094337
2013-04,2076.026260740264
2013-05,2100.857452484709
2013-06,1965.1989752733634
2013-07,2013.3972276131594
2013-08,2029.556862741524
2013-09,2078.373555836753
2013-10,2115.5876623409167
2013-11,2184.00560582471
2013-12,2107.9588320153657
2014-01,2025.473820381608
2014-02,2039.2936949013774
2014-03,2002.9186682583143
2014-04,1980.4014621004405
2014-05,2108.8671836842477
2014-06,2131.789711779699
2014-07,2340.1825643362763
2014-08,2377.1672000908616
2014-09,2318.439943126119
2014-10,2441.1994912451532
2014-11,2472.909638269516
2014-12,2521.006179670449
2015-01,2773.4054538822197
2015-02,2827.0807194843273
2015-03,2995.173135878888
2015-04,3285.6900514291133
2015-05,3266.705903905186
2015-06,3061.4388835216955
2015-07,2865.326241759187
2015-08,2488.6212880907015
2015-09,2436.722342890662
2015-10,2676.9898327736073
2015-11,2721.8782889380245
2015-12,2637.994565560688
2016-01,2341.3878020770144
2016-02,2267.0540828823455
2016-03,2385.570128285365
2016-04,2394.8471711791367
2016-05,2443.974786439813
2016-06,2479.2622284495837
2016-07,2584.1284717714934
2016-08,2744.0893141581746
2016-09,2764.973386733271
2016-10,2805.0468316483366
2016-11,2903.7973401951745
2016-12,2810.896991327843
2017-01,2912.980688640332
2017-02,3026.835556184335
2017-03,3068.1676319286275
2017-04,3074.2170315752605
2017-05,3114.9220207187063
2017-06,3124.3107333989847
2017-07,3228.313893799308
2017-08,3291.941732521119
2017-09,3327.066832262642
2017-10,3479.4651762837407
2017-11,3499.126108075899
2017-12,3566.5384563792313
2018-01,3769.994269646493
2018-02,3624.1318474255504
2018-03,3480.4888567630305
2018-04,3603.402878068001
2018-05,3746.81682658408
2018-06,3544.2507745926155
2018-07,3491.540818410948
2018-08,3412.895940803553
2018-09,3413.622955919773
2018-10,3125.7074666266744
2018-11,3357.4847596074655
2018-12,3219.753397819815
2019-01,3466.772414679632
2019-02,3591.804674610326
2019-03,3716.745508613234
2019-04,3804.143473045555
2019-05,3479.1468679092327
2019-06,3631.1076909449735
2019-07,3657.2609474281066
2019-08,3433.3288858609094
2019-09,3519.0871608819402
2019-10,3553.138184872351
2019-11,3551.012215491097
2019-12,3767.4405795750417
2020-01,3585.3646491811023
2020-02,3630.9268998692773
2020-03,3322.314650904059
2020-04,3507.5392975084605
2020-05,3307.3534890628457
2020-06,3571.5205956780223
2020-07,3555.951746028711
2020-08,3642.7520107370656
2020-09,3525.107515038188
2020-10,3724.761921792775
2020-11,3896.8240830072605
2020-12,3964.5317308894932
2021-01,4236.6514801826725
2021-02,4287.126417662608
2021-03,4305.619832475479
2021-04,4279.692775326027
2021-05,4332.832279021678
2021-06,4374.9917997110515
2021-07,3920.215297209592
2021-08,4015.429785197228
2021-09,3915.3519376969184
2021-10,3985.768403236656
2021-11,3875.494438967296
2021-12,3821.759675022753
2022-01,3914.1943424910332
2022-02,3731.420602356721
2022-03,3550.133883658284
2022-04,3602.5678489237143
2022-05,3628.4044588720544
2022-06,3813.0126862212323
2022-07,3598.8538892780234
2022-08,3617.9279354472355
2022-09,3192.3587092032017
2022-10,2713.248217324474
2022-11,3365.4749325086677
2022-12,3467.173260035454
2023-01,3723.5705376615438
2023-02,3483.7520251054634
2023-03,3497.3922708032833
2023-04,3390.9590935824062
2023-05,3229.168389132453
2023-06,3292.62299185725
2023-07,3494.354129285626
