Date,EM WITH BRAZIL ADR
2016-05,3765.5039849794125
2016-06,3912.190972633521
2016-07,4079.6538078836415
2016-08,4205.151152812473
2016-09,4225.4275463283175
2016-10,4327.873349168704
2016-11,4282.058598445997
2016-12,4312.032597021384
2017-01,4439.028988710036
2017-02,4648.265834656029
2017-03,4748.018735540979
2017-04,4765.566571644245
2017-05,4761.749006296915
2017-06,4749.084107869849
2017-07,4865.372823306948
2017-08,4929.319937388564
2017-09,4930.388488566787
2017-10,5191.920349999962
2017-11,5086.293579082553
2017-12,5238.397087217553
2018-01,5459.708363399258
2018-02,5320.872978749774
2018-03,5181.959682832259
2018-04,5259.39075327592
2018-05,5271.815909013542
2018-06,5057.426985616633
2018-07,5154.848337841191
2018-08,5059.356345511426
2018-09,5032.641932136332
2018-10,4677.122236703273
2018-11,4881.694912977014
2018-12,4705.226244413984
2019-01,5081.649310696626
2019-02,5140.141472479673
2019-03,5268.759767878872
2019-04,5396.2456185206875
2019-05,5013.808958223219
2019-06,5217.416638243022
2019-07,5259.393318872953
2019-08,5064.5119810620345
2019-09,5214.999246614988
2019-10,5307.318893205388
2019-11,5368.404237987806
2019-12,5662.597919795004
2020-01,5463.852257299516
2020-02,5236.658567755238
2020-03,4477.774234472041
2020-04,4897.72914115484
2020-05,4852.777478639203
2020-06,5161.911560720056
2020-07,5333.073621637752
2020-08,5407.004265987375
2020-09,5437.454448909425
2020-10,5593.747646607077
2020-11,5944.090974856933
2020-12,6236.088857679733
2021-01,6487.689571143582
2021-02,6553.256593480187
2021-03,6666.208223151078
2021-04,6668.508533736337
2021-05,6713.425038064407
2021-06,6931.836388907464
2021-07,6465.367754705112
2021-08,6674.114738859797
2021-09,6544.576972568744
2021-10,6634.00727793742
2021-11,6542.9400290903395
2021-12,6603.140781887813
2022-01,6558.637555599754
2022-02,6345.728042399084
2022-03,6238.357975300982
2022-04,6231.834784469249
2022-05,6157.337010099804
2022-06,5913.5717301101
2022-07,6046.490383798715
2022-08,6149.80994223175
2022-09,5565.254377022133
2022-10,5324.899458504196
2022-11,5906.2666823491745
2022-12,5621.214125863641
2023-01,5963.0904314590325
2023-02,5715.663721769532
2023-03,5752.9678012239765
2023-04,5589.756344903523
2023-05,5688.767755927686
2023-06,5761.406258765152
2023-07,6061.952987603841
