Date,JORDAN + EGYPT + MOROCCO
2012-09,1114.5169361806584
2012-10,1081.3093749823217
2012-11,963.4233477455755
2012-12,1000.1583561922804
2013-01,960.716334493893
2013-02,971.2906643135382
2013-03,939.2866369983977
2013-04,919.6033269876239
2013-05,952.5866507700614
2013-06,852.859170053708
2013-07,896.1060609831515
2013-08,856.1714157501686
2013-09,890.1723644795329
2013-10,974.396748036699
2013-11,955.6060056724649
2013-12,982.2664962795533
2014-01,1037.9750833196595
2014-02,1066.5112139080222
2014-03,1058.2653771402302
2014-04,1096.9903419864331
2014-05,1098.4171375819142
2014-06,1063.9126325973816
2014-07,1158.1914354672192
2014-08,1227.4426900317726
2014-09,1341.6894442678683
2014-10,1300.6657385258095
2014-11,1291.4988450695166
2014-12,1282.1378095358584
2015-01,1407.338564249662
2015-02,1388.9195071193176
2015-03,1429.342732573004
2015-04,1342.5586335868093
2015-05,1363.7852886531678
2015-06,1313.1268900784414
2015-07,1316.2807081754706
2015-08,1204.3129574065306
2015-09,1206.143671256982
2015-10,1193.6061483923086
2015-11,1140.8294018578442
2015-12,1171.9313282016024
2016-01,1074.835102528685
2016-02,1102.8545179538175
2016-03,1126.7657997826116
2016-04,1241.95031281816
2016-05,1225.3916553581923
2016-06,1181.0844070858789
2016-07,1318.013229708895
2016-08,1326.2447856929796
2016-09,1323.7575690499975
2016-10,1437.26113559365
2016-11,1242.7040177687675
2016-12,1342.8025246165407
2017-01,1343.963637865297
2017-02,1395.6376861479434
2017-03,1313.6370036450523
2017-04,1299.4647950687815
2017-05,1314.1376904684682
2017-06,1324.6733614877821
2017-07,1309.3620288313036
2017-08,1321.1718054525859
2017-09,1295.9450624772978
2017-10,1313.248876236605
2017-11,1297.6452882280073
2017-12,1287.2072363962425
2018-01,1295.7926616812313
2018-02,1318.73435352932
2018-03,1365.5219614813025
2018-04,1400.50493783662
2018-05,1321.609093490706
2018-06,1319.6896005184033
2018-07,1296.6330750372392
2018-08,1303.7381420013205
2018-09,1262.3625537654268
2018-10,1223.8341724434674
2018-11,1233.40226014262
2018-12,1227.3243317397914
2019-01,1277.2539674343761
2019-02,1290.4510474474473
2019-03,1284.596633726763
2019-04,1360.7597617492765
2019-05,1336.4252508124157
2019-06,1364.727392333765
2019-07,1413.6779444894141
2019-08,1487.218157648616
2019-09,1477.1239973042013
2019-10,1472.7092640984888
2019-11,1490.4151419975497
2019-12,1526.203254660417
2020-01,1585.0446637546943
2020-02,1554.5083193282342
2020-03,1159.648999009093
2020-04,1215.773465705494
2020-05,1206.4152728723643
2020-06,1221.4940443134833
2020-07,1181.5704799266657
2020-08,1228.2956721084665
2020-09,1227.4980687732395
2020-10,1237.0553874484567
2020-11,1243.5103832573122
2020-12,1243.1111200617227
2021-01,1306.4382418493285
2021-02,1278.5330422509364
2021-03,1267.7340676031085
2021-04,1268.484127114607
2021-05,1264.400232476778
2021-06,1295.1975630822278
2021-07,1321.5668218152741
2021-08,1377.2099957904445
2021-09,1396.2368228652804
2021-10,1485.8376211338646
2021-11,1469.2980674853754
2021-12,1489.3762768510805
2022-01,1494.4807209285245
2022-02,1390.109292107717
2022-03,1315.7903869066852
2022-04,1377.0509226442646
2022-05,1276.182015887199
2022-06,1232.155618264027
2022-07,1255.9999863879623
2022-08,1270.5874453767387
2022-09,1224.0410651067461
2022-10,1159.3405262436272
2022-11,1225.8416646247222
2022-12,1197.9217303816351
2023-01,1166.5770162780218
2023-02,1238.2972456155032
2023-03,1156.0292386966848
2023-04,1169.6411034790513
2023-05,1239.4523635239752
2023-06,1266.6557687120137
2023-07,1305.1385163152188
