Date,ACWI
2012-08,149.5603877505041
2012-09,151.2144537178347
2012-10,149.1671736817381
2012-11,150.58889013827525
2012-12,151.9927739688353
2013-01,154.46904631802525
2013-02,160.43021228296342
2013-03,166.39942371773674
2013-04,166.80933750010456
2013-05,169.3696803792241
2013-06,164.00090149733845
2013-07,168.27972182264278
2013-08,166.00088196335662
2013-09,170.11720972758016
2013-10,176.23123315378416
2013-11,178.53231713847416
2013-12,179.51156622700128
2014-01,176.12896271665474
2014-02,180.365179430889
2014-03,181.64463694593852
2014-04,182.3715083916582
2014-05,189.4139906338137
2014-06,192.4138379249169
2014-07,194.56494729364314
2014-08,202.08427980808682
2014-09,203.9630614037471
2014-10,207.14270521809678
2014-11,211.75249470189496
2014-12,214.03858431125104
2015-01,225.97893338541638
2015-02,240.10977269068533
2015-03,247.02707837901048
2015-04,243.7510293987143
2015-05,248.99980251454986
2015-06,239.3511540359745
2015-07,243.5608070357847
2015-08,223.79326722689905
2015-09,216.6060828898781
2015-10,236.11761263072052
2015-11,245.03117226158403
2015-12,234.03428708404894
2016-01,220.83853897951607
2016-02,218.53357608766177
2016-03,223.95515968048645
2016-04,226.2417048989005
2016-05,233.25582535543566
2016-06,232.44678655141843
2016-07,240.95118229662575
2016-08,242.85616720877502
2016-09,242.26391203546032
2016-10,244.20756649390194
2016-11,254.398544987431
2016-12,261.48657513414383
2017-01,262.24056176023356
2017-02,274.3081197027438
2017-03,276.04117168031786
2017-04,275.4740699032946
2017-05,272.89205286629107
2017-06,270.3868176853599
2017-07,268.9739461684043
2017-08,267.88665084334144
2017-09,274.71048566778364
2017-10,284.63129986604065
2017-11,283.6011210435915
2017-12,286.24014983831563
2018-01,291.535197564666
2018-02,285.3833752158054
2018-03,277.1277152026585
2018-04,284.94678582510375
2018-05,295.5533984042993
2018-06,294.00775727256024
2018-07,302.322269337085
2018-08,306.54915291841394
2018-09,308.5390645417272
2018-10,292.65372200413975
2018-11,297.2824516326352
2018-12,273.8276179543572
2019-01,294.42580463597477
2019-02,304.7584541299391
2019-03,313.13943014724845
2019-04,324.49981130558484
2019-05,307.261984255587
2019-06,320.4930571862542
2019-07,328.87775055199677
2019-08,324.77017375620835
2019-09,335.1155375884383
2019-10,336.51793954170853
2019-11,348.958585798227
2019-12,354.9854792629081
2020-01,355.68481382336506
2020-02,329.9971758952977
2020-03,285.95876241638877
2020-04,317.30067039062334
2020-05,326.21440577485316
2020-06,333.5413485523364
2020-07,333.6823828253088
2020-08,350.24761165217944
2020-09,345.82161684714566
2020-10,339.75942820424996
2020-11,371.7594898316505
2020-12,380.45820782713923
2021-01,381.5168228037927
2021-02,390.8216281358676
2021-03,414.61901870305417
2021-04,422.66897665091824
2021-05,422.85264677698376
2021-06,441.84557494030895
2021-07,445.0548834962943
2021-08,458.401148146889
2021-09,447.8173412628886
2021-10,471.481733657341
2021-11,473.2138488284474
2021-12,487.27238733564053
2022-01,470.1296287801863
2022-02,457.2309498435474
2022-03,471.8358796063805
2022-04,457.9966555080137
2022-05,451.8761897467209
2022-06,424.18695563600875
2022-07,465.4454763360376
2022-08,454.7804282275044
2022-09,422.31307227181077
2022-10,443.9636498403739
2022-11,459.4055918163705
2022-12,425.95540966108604
2023-01,448.6897781206285
2023-02,446.49198593122986
2023-03,449.567702769311
2023-04,448.9900925240229
2023-05,460.3033590260234
2023-06,476.1123756994717
2023-07,488.51174777021777
