Date,ASIA APEX 50
2019-10,2246.332546313433
2019-11,2318.752200871926
2019-12,2473.4953181187298
2020-01,2406.1320225900545
2020-02,2390.2744438185828
2020-03,2190.638038144258
2020-04,2345.5688571038168
2020-05,2267.269984379497
2020-06,2475.1230291757092
2020-07,2591.0614233540605
2020-08,2696.2872984174223
2020-09,2721.8361070936257
2020-10,2854.1589072246543
2020-11,2925.0205540548945
2020-12,3038.0595829084155
2021-01,3277.723354941974
2021-02,3288.267750262482
2021-03,3252.2317386327845
2021-04,3230.331333885382
2021-05,3176.4799955140757
2021-06,3278.049748422803
2021-07,2970.4886915521583
2021-08,3017.4852430071364
2021-09,2907.316159864602
2021-10,2979.5263079591887
2021-11,2916.0091023223213
2021-12,2904.1569191929975
2022-01,2886.701585260038
2022-02,2735.8011452224873
2022-03,2682.476418272254
2022-04,2646.9646579653427
2022-05,2639.118169956743
2022-06,2570.2520604465562
2022-07,2574.527755490981
2022-08,2604.7906515375985
2022-09,2272.3570332851527
2022-10,2056.4777626949194
2022-11,2443.7821211811665
2022-12,2361.039718969472
2023-01,2598.831552731266
2023-02,2438.912035114738
2023-03,2509.83253762773
2023-04,2340.3063251933463
2023-05,2405.478601450207
2023-06,2436.2024934357023
2023-07,2562.2595252438678
