Date,AC FAR EAST ex JAPAN ex HK
2017-02,458.421801293292
2017-03,468.86573533344273
2017-04,470.0587281070142
2017-05,477.3584279798505
2017-06,480.74325456709545
2017-07,490.1987226326965
2017-08,494.0107568807323
2017-09,498.7524950198275
2017-10,531.6633693180345
2017-11,521.6361305439998
2017-12,530.8002042437076
2018-01,555.2712797320416
2018-02,538.7513895781514
2018-03,528.4829213363433
2018-04,537.7162776414814
2018-05,549.3859287941501
2018-06,520.9570682514055
2018-07,520.4994502367141
2018-08,517.853027433473
2018-09,516.2368553512881
2018-10,469.4637683481896
2018-11,490.3996449872852
2018-12,469.2983512247798
2019-01,507.40964413837776
2019-02,520.4725054549101
2019-03,532.381730981196
2019-04,545.1785688868271
2019-05,493.645388914721
2019-06,519.8013370545362
2019-07,526.4829327178707
2019-08,511.23670621201677
2019-09,525.898417752783
2019-10,537.3010539162526
2019-11,546.8224347027111
2019-12,578.7668590399868
2020-01,557.4181616401876
2020-02,548.5349076955324
2020-03,492.2661819546587
2020-04,534.597227542538
2020-05,525.8171153787725
2020-06,564.1584293725977
2020-07,585.9419897781182
2020-08,597.7092366199233
2020-09,601.3835665712479
2020-10,625.7445802974146
2020-11,656.1955570968995
2020-12,683.804519712271
2021-01,723.948551690686
2021-02,727.9993867350137
2021-03,726.3019222242082
2021-04,729.5585770871912
2021-05,720.1574187400217
2021-06,743.644007837735
2021-07,676.5987095898845
2021-08,688.323053655556
2021-09,667.6666271613148
2021-10,680.2972229676201
2021-11,672.309206342948
2021-12,672.5836498780366
2022-01,656.569238630198
2022-02,642.2645611270785
2022-03,621.6037035094541
2022-04,617.2585533281379
2022-05,617.0711087247772
2022-06,603.7830204309658
2022-07,601.8111819754491
2022-08,607.3525317098245
2022-09,534.3555163371732
2022-10,489.8255778433339
2022-11,572.6603913378428
2022-12,554.1230121693576
2023-01,604.7875244144398
2023-02,574.6943360541514
2023-03,584.4022909536197
2023-04,555.1057692802826
2023-05,562.6614551152651
2023-06,562.6782541107775
2023-07,596.8353451869312
